gene_id,transcript_1,transcript_2,num_junction_T1_only,num_junction_T2_only,num_junction_shared,prop_junction_diff,prop_junction_similar,junction_T1_only,junction_T2_only,junction_shared,num_ER_T1_only,num_ER_T2_only,num_ER_shared,prop_ER_diff,prop_ER_similar,ER_T1_only,ER_T2_only,ER_shared,num_fragment_T1_only,num_fragment_T2_only,num_fragment_shared,prop_fragment_diff,prop_fragment_similar,fragment_T1_only,fragment_T2_only,fragment_shared,num_fragment_singletons_T1_only,num_fragment_singletons_T2_only,num_fragment_singletons_shared,num_IR_fragment_T1,num_IR_fragment_T2,IR_fragment_T1,IR_fragment_T2,num_nt_shared,num_nt_T1_only,num_nt_T2_only,num_nt_diff,total_nt,prop_nt_diff,prop_nt_similar,num_nt_T1_only_in_shared_ER,num_nt_T2_only_in_shared_ER,num_nt_shared_in_shared_ER,total_nt_in_shared_ER,prop_nt_diff_in_shared_ER,prop_nt_similar_in_shared_ER,num_nt_T1_only_in_unique_ER,num_nt_T2_only_in_unique_ER,flag_FSM,flag_IR,flag_5_variation,flag_3_variation,flag_alt_donor_acceptor,flag_alt_exon,flag_no_shared_nt
gene:WBGene00010890,tr_gene:WBGene00010890_1,tr_gene:WBGene00010890_2,1,0,10,0.09090909090909091,0.9090909090909091,IV:12120989:12121061:-,,IV:12115253:12115328:-|IV:12115414:12115485:-|IV:12116282:12116363:-|IV:12116470:12116799:-|IV:12117003:12117362:-|IV:12117677:12118308:-|IV:12118990:12119058:-|IV:12119363:12119872:-|IV:12120054:12120118:-|IV:12120387:12120866:-,0,0,11,0.0,1.0,,,IV:12114809:12115263:-|IV:12115318:12115424:-|IV:12115475:12116292:-|IV:12116353:12116480:-|IV:12116789:12117013:-|IV:12117352:12117687:-|IV:12118298:12119000:-|IV:12119048:12119373:-|IV:12119862:12120064:-|IV:12120108:12120397:-|IV:12120856:12121183:-,0,2,12,0.14285714285714285,0.8571428571428572,,IV:12114809:12115002:-|IV:12120999:12121051:-,IV:12115002:12115263:-|IV:12115318:12115424:-|IV:12115475:12116292:-|IV:12116353:12116480:-|IV:12116789:12117013:-|IV:12117352:12117687:-|IV:12118298:12119000:-|IV:12119048:12119373:-|IV:12119862:12120064:-|IV:12120108:12120397:-|IV:12120856:12120999:-|IV:12121051:12121183:-,0,0,9,0,1,,IV:12120999:12121051:-,3663,0,245,245,3908,0.0626919140225179,0.937308085977482,0,245,3663,3908,0.0626919140225179,0.937308085977482,0,0,0,1,0,1,0,0,0
gene:WBGene00011122,tr_gene:WBGene00011122_1,tr_gene:WBGene00011122_2,1,7,1,0.8888888888888888,0.11111111111111116,IV:11181694:11181766:+,IV:11179801:11179876:+|IV:11180112:11180407:+|IV:11180521:11180589:+|IV:11180699:11180770:+|IV:11180910:11180978:+|IV:11181103:11181169:+|IV:11181226:11181293:+,IV:11182113:11182742:+,0,7,2,0.7777777777777778,0.2222222222222222,,IV:11179644:11179811:+|IV:11179866:11180122:+|IV:11180397:11180531:+|IV:11180579:11180709:+|IV:11180760:11180920:+|IV:11180968:11181113:+|IV:11181159:11181236:+,IV:11181283:11182123:+|IV:11182732:11183001:+,0,8,3,0.7272727272727273,0.2727272727272727,,IV:11179644:11179811:+|IV:11179866:11180122:+|IV:11180397:11180531:+|IV:11180579:11180709:+|IV:11180760:11180920:+|IV:11180968:11181113:+|IV:11181159:11181236:+|IV:11181704:11181756:+,IV:11181283:11181704:+|IV:11181756:11182123:+|IV:11182732:11183001:+,0,7,1,0,1,,IV:11181704:11181756:+,1057,0,1121,1121,2178,0.5146923783287419,0.48530762167125807,0,52,1057,1109,0.046889089269612265,0.9531109107303878,0,1069,0,1,1,0,0,0,0
gene:WBGene00011240,tr_gene:WBGene00011240_1,tr_gene:WBGene00011240_2,0,8,15,0.34782608695652173,0.6521739130434783,,IV:10375049:10375119:+|IV:10375267:10375333:+|IV:10375483:10375879:+|IV:10375978:10376335:+|IV:10376440:10376515:+|IV:10376885:10377489:+|IV:10377945:10378015:+|IV:10384323:10384409:+,IV:10378602:10378678:+|IV:10378789:10379258:+|IV:10379750:10379914:+|IV:10380184:10380505:+|IV:10380657:10381456:+|IV:10381568:10381662:+|IV:10381797:10381870:+|IV:10382506:10382578:+|IV:10382859:10382934:+|IV:10383814:10384039:+|IV:10384719:10384786:+|IV:10385395:10385466:+|IV:10385965:10386036:+|IV:10386193:10386281:+|IV:10386590:10386655:+,0,7,16,0.30434782608695654,0.6956521739130435,,IV:10374904:10375059:+|IV:10375109:10375277:+|IV:10375323:10375493:+|IV:10375869:10375988:+|IV:10376325:10376450:+|IV:10376505:10376895:+|IV:10377479:10377955:+,IV:10378005:10378612:+|IV:10378668:10378799:+|IV:10379248:10379760:+|IV:10379904:10380194:+|IV:10380495:10380667:+|IV:10381446:10381578:+|IV:10381652:10381807:+|IV:10381860:10382516:+|IV:10382568:10382869:+|IV:10382924:10383824:+|IV:10384029:10384729:+|IV:10384776:10385405:+|IV:10385456:10385975:+|IV:10386026:10386203:+|IV:10386271:10386600:+|IV:10386645:10387318:+,1,8,17,0.34615384615384615,0.6538461538461539,IV:10384333:10384399:+,IV:10374904:10375059:+|IV:10375109:10375277:+|IV:10375323:10375493:+|IV:10375869:10375988:+|IV:10376325:10376450:+|IV:10376505:10376895:+|IV:10377479:10377955:+|IV:10378005:10378366:+,IV:10378366:10378612:+|IV:10378668:10378799:+|IV:10379248:10379760:+|IV:10379904:10380194:+|IV:10380495:10380667:+|IV:10381446:10381578:+|IV:10381652:10381807:+|IV:10381860:10382516:+|IV:10382568:10382869:+|IV:10382924:10383824:+|IV:10384029:10384333:+|IV:10384399:10384729:+|IV:10384776:10385405:+|IV:10385456:10385975:+|IV:10386026:10386203:+|IV:10386271:10386600:+|IV:10386645:10387318:+,0,7,14,1,0,IV:10384333:10384399:+,,6456,66,1964,2030,8486,0.23921753476313928,0.7607824652368607,66,361,6456,6883,0.06203690251343891,0.9379630974865611,0,1603,0,1,1,0,0,0,0
gene:WBGene00011292,tr_gene:WBGene00011292_1,tr_gene:WBGene00011292_2,1,1,2,0.5,0.5,IV:10695564:10695746:-,IV:10695571:10695746:-,IV:10696409:10696485:-|IV:10696783:10697017:-,0,0,4,0.0,1.0,,,IV:10695317:10695581:-|IV:10695736:10696419:-|IV:10696475:10696793:-|IV:10697007:10697071:-,0,1,4,0.2,0.8,,IV:10695574:10695581:-,IV:10695317:10695574:-|IV:10695736:10696419:-|IV:10696475:10696793:-|IV:10697007:10697071:-,0,0,3,0,0,,,1322,0,7,7,1329,0.005267118133935289,0.9947328818660647,0,7,1322,1329,0.005267118133935289,0.9947328818660647,0,0,0,0,0,0,1,0,0
gene:WBGene00011480,tr_gene:WBGene00011480_1,tr_gene:WBGene00011480_2,0,2,2,0.5,0.5,,IV:11119478:11119719:+|IV:11119773:11120641:+,IV:11121639:11121733:+|IV:11122289:11122375:+,0,2,3,0.4,0.6,,IV:11119353:11119488:+|IV:11119709:11119783:+,IV:11120631:11121649:+|IV:11121723:11122299:+|IV:11122365:11123154:+,0,3,3,0.5,0.5,,IV:11119353:11119488:+|IV:11119709:11119783:+|IV:11120631:11120632:+,IV:11120632:11121649:+|IV:11121723:11122299:+|IV:11122365:11123154:+,0,2,2,0,0,,,2382,0,210,210,2592,0.08101851851851852,0.9189814814814815,0,1,2382,2383,0.000419639110365086,0.9995803608896349,0,209,0,0,1,0,1,1,0
gene:WBGene00011480,tr_gene:WBGene00011480_1,tr_gene:WBGene00011480_3,0,2,2,0.5,0.5,,IV:11119486:11119723:+|IV:11119773:11120641:+,IV:11121639:11121733:+|IV:11122289:11122375:+,0,2,3,0.4,0.6,,IV:11119353:11119496:+|IV:11119713:11119783:+,IV:11120631:11121649:+|IV:11121723:11122299:+|IV:11122365:11123154:+,0,3,3,0.5,0.5,,IV:11119353:11119496:+|IV:11119713:11119783:+|IV:11120631:11120632:+,IV:11120632:11121649:+|IV:11121723:11122299:+|IV:11122365:11123154:+,0,2,2,0,0,,,2382,0,214,214,2596,0.08243451463790447,0.9175654853620956,0,1,2382,2383,0.000419639110365086,0.9995803608896349,0,213,0,0,1,0,1,1,0
gene:WBGene00011480,tr_gene:WBGene00011480_2,tr_gene:WBGene00011480_3,1,1,3,0.4,0.6,IV:11119478:11119719:+,IV:11119486:11119723:+,IV:11119773:11120641:+|IV:11121639:11121733:+|IV:11122289:11122375:+,0,0,5,0.0,1.0,,,IV:11119353:11119496:+|IV:11119709:11119783:+|IV:11120631:11121649:+|IV:11121723:11122299:+|IV:11122365:11123154:+,1,1,5,0.2857142857142857,0.7142857142857143,IV:11119709:11119713:+,IV:11119488:11119496:+,IV:11119353:11119488:+|IV:11119713:11119783:+|IV:11120631:11121649:+|IV:11121723:11122299:+|IV:11122365:11123154:+,0,0,3,0,0,,,2588,4,8,12,2600,0.004615384615384616,0.9953846153846154,4,8,2588,2600,0.004615384615384616,0.9953846153846154,0,0,0,0,0,0,1,0,0
gene:WBGene00011720,tr_gene:WBGene00011720_1,tr_gene:WBGene00011720_2,0,10,5,0.6666666666666666,0.33333333333333337,,IV:10836223:10836291:-|IV:10836341:10836413:-|IV:10836710:10836936:-|IV:10837115:10837264:-|IV:10837625:10837688:-|IV:10838137:10838480:-|IV:10838730:10838801:-|IV:10839347:10840033:-|IV:10841117:10841184:-|IV:10842321:10842652:-,IV:10840518:10840660:-|IV:10840852:10840926:-|IV:10841284:10841384:-|IV:10841516:10841759:-|IV:10842108:10842183:-,0,9,6,0.6,0.4,,IV:10835826:10836233:-|IV:10836281:10836351:-|IV:10836403:10836720:-|IV:10836926:10837125:-|IV:10837254:10837635:-|IV:10837678:10838147:-|IV:10838470:10838740:-|IV:10838791:10839357:-|IV:10842642:10842761:-,IV:10839904:10840528:-|IV:10840650:10840862:-|IV:10840916:10841294:-|IV:10841374:10841526:-|IV:10841749:10842118:-|IV:10842173:10842331:-,2,9,7,0.6111111111111112,0.38888888888888884,IV:10839904:10840023:-|IV:10841127:10841174:-,IV:10835826:10836233:-|IV:10836281:10836351:-|IV:10836403:10836720:-|IV:10836926:10837125:-|IV:10837254:10837635:-|IV:10837678:10838147:-|IV:10838470:10838740:-|IV:10838791:10839357:-|IV:10842642:10842761:-,IV:10840023:10840528:-|IV:10840650:10840862:-|IV:10840916:10841127:-|IV:10841174:10841294:-|IV:10841374:10841526:-|IV:10841749:10842118:-|IV:10842173:10842331:-,0,9,4,1,0,IV:10841127:10841174:-,,1727,166,2798,2964,4691,0.6318482199957365,0.3681517800042635,166,0,1727,1893,0.08769149498151083,0.9123085050184891,0,2798,0,1,1,1,0,0,0
gene:WBGene00011775,tr_gene:WBGene00011775_1,tr_gene:WBGene00011775_2,0,1,4,0.2,0.8,,IV:10153063:10153127:+,IV:10153221:10153287:+|IV:10154402:10154472:+|IV:10154722:10154792:+|IV:10155101:10155393:+,0,1,5,0.16666666666666666,0.8333333333333334,,IV:10152335:10153073:+,IV:10153117:10153231:+|IV:10153277:10154412:+|IV:10154462:10154732:+|IV:10154782:10155111:+|IV:10155383:10155636:+,0,2,5,0.2857142857142857,0.7142857142857143,,IV:10152335:10153073:+|IV:10153117:10153123:+,IV:10153123:10153231:+|IV:10153277:10154412:+|IV:10154462:10154732:+|IV:10154782:10155111:+|IV:10155383:10155636:+,0,1,4,0,0,,,2095,0,744,744,2839,0.26206410707995775,0.7379358929200422,0,6,2095,2101,0.0028557829604950024,0.997144217039505,0,738,0,0,1,0,1,1,0
gene:WBGene00011857,tr_gene:WBGene00011857_1,tr_gene:WBGene00011857_2,7,0,0,1,0,IV:9333689:9333981:-|IV:9334192:9334256:-|IV:9334395:9334468:-|IV:9334547:9335275:-|IV:9335319:9335383:-|IV:9335591:9335660:-|IV:9335722:9335796:-,,,0,0,1,0.0,1.0,,,IV:9333341:9335909:-,7,0,8,0.4666666666666667,0.5333333333333333,IV:9333699:9333971:-|IV:9334202:9334246:-|IV:9334405:9334458:-|IV:9334557:9335265:-|IV:9335329:9335373:-|IV:9335601:9335650:-|IV:9335732:9335786:-,,IV:9333341:9333699:-|IV:9333971:9334202:-|IV:9334246:9334405:-|IV:9334458:9334557:-|IV:9335265:9335329:-|IV:9335373:9335601:-|IV:9335650:9335732:-|IV:9335786:9335909:-,0,0,0,7,0,IV:9333699:9333971:-|IV:9334202:9334246:-|IV:9334405:9334458:-|IV:9334557:9335265:-|IV:9335329:9335373:-|IV:9335601:9335650:-|IV:9335732:9335786:-,,1344,1224,0,1224,2568,0.4766355140186916,0.5233644859813085,1224,0,1344,2568,0.4766355140186916,0.5233644859813085,0,0,0,1,0,0,0,0,0
gene:WBGene00012128,tr_gene:WBGene00012128_1,tr_gene:WBGene00012128_2,1,4,4,0.5555555555555556,0.4444444444444444,IV:17283069:17283244:-,IV:17282107:17282183:-|IV:17282506:17282573:-|IV:17282792:17283013:-|IV:17283105:17283244:-,IV:17283266:17283335:-|IV:17283582:17283647:-|IV:17283780:17283844:-|IV:17284061:17284126:-,0,3,6,0.3333333333333333,0.6666666666666667,,IV:17281459:17282117:-|IV:17282173:17282516:-|IV:17282563:17282802:-,IV:17283003:17283115:-|IV:17283234:17283276:-|IV:17283325:17283592:-|IV:17283637:17283790:-|IV:17283834:17284071:-|IV:17284116:17284199:-,0,4,6,0.4,0.6,,IV:17281459:17282117:-|IV:17282173:17282516:-|IV:17282563:17282802:-|IV:17283079:17283115:-,IV:17283003:17283079:-|IV:17283234:17283276:-|IV:17283325:17283592:-|IV:17283637:17283790:-|IV:17283834:17284071:-|IV:17284116:17284199:-,0,3,5,0,0,,,858,0,1276,1276,2134,0.5979381443298969,0.4020618556701031,0,36,858,894,0.040268456375838924,0.9597315436241611,0,1240,0,0,0,1,1,1,0
gene:WBGene00012435,tr_gene:WBGene00012435_1,tr_gene:WBGene00012435_2,1,1,2,0.5,0.5,IV:9262592:9262667:-,IV:9262601:9262667:-,IV:9263418:9263486:-|IV:9263692:9264224:-,0,0,4,0.0,1.0,,,IV:9261807:9262611:-|IV:9262657:9263428:-|IV:9263476:9263702:-|IV:9264214:9264265:-,0,1,4,0.2,0.8,,IV:9262602:9262611:-,IV:9261807:9262602:-|IV:9262657:9263428:-|IV:9263476:9263702:-|IV:9264214:9264265:-,0,0,3,0,0,,,1843,0,9,9,1852,0.004859611231101512,0.9951403887688985,0,9,1843,1852,0.004859611231101512,0.9951403887688985,0,0,0,0,0,0,1,0,0
gene:WBGene00012543,tr_gene:WBGene00012543_1,tr_gene:WBGene00012543_2,1,1,12,0.14285714285714285,0.8571428571428572,IV:14115540:14115610:-,IV:14115546:14115610:-,IV:14108274:14108351:-|IV:14108744:14109114:-|IV:14109167:14109235:-|IV:14109399:14110644:-|IV:14110860:14110925:-|IV:14111171:14111802:-|IV:14112252:14112548:-|IV:14112760:14112924:-|IV:14113401:14113473:-|IV:14113637:14114289:-|IV:14114581:14114980:-|IV:14115332:14115416:-,0,0,14,0.0,1.0,,,IV:14107715:14108284:-|IV:14108341:14108754:-|IV:14109104:14109177:-|IV:14109225:14109409:-|IV:14110634:14110870:-|IV:14110915:14111181:-|IV:14111792:14112262:-|IV:14112538:14112770:-|IV:14112914:14113411:-|IV:14113463:14113647:-|IV:14114279:14114591:-|IV:14114970:14115342:-|IV:14115406:14115556:-|IV:14115600:14115708:-,0,2,14,0.125,0.875,,IV:14107715:14107720:-|IV:14115550:14115556:-,IV:14107720:14108284:-|IV:14108341:14108754:-|IV:14109104:14109177:-|IV:14109225:14109409:-|IV:14110634:14110870:-|IV:14110915:14111181:-|IV:14111792:14112262:-|IV:14112538:14112770:-|IV:14112914:14113411:-|IV:14113463:14113647:-|IV:14114279:14114591:-|IV:14114970:14115342:-|IV:14115406:14115550:-|IV:14115600:14115708:-,0,0,12,0,0,,,4055,0,11,11,4066,0.0027053615346778162,0.9972946384653222,0,11,4055,4066,0.0027053615346778162,0.9972946384653222,0,0,0,0,0,1,1,0,0
gene:WBGene00012765,tr_gene:WBGene00012765_1,tr_gene:WBGene00012765_2,0,5,3,0.625,0.375,,IV:15014142:15014210:+|IV:15014258:15014328:+|IV:15014379:15019915:+|IV:15020012:15022075:+|IV:15022157:15022230:+,IV:15022482:15024138:+|IV:15024240:15024385:+|IV:15024625:15025004:+,0,5,4,0.5555555555555556,0.4444444444444444,,IV:15014041:15014152:+|IV:15014200:15014268:+|IV:15014318:15014389:+|IV:15019905:15020022:+|IV:15022065:15022167:+,IV:15022220:15022492:+|IV:15024128:15024250:+|IV:15024375:15024635:+|IV:15024994:15025513:+,0,6,4,0.6,0.4,,IV:15014041:15014152:+|IV:15014200:15014268:+|IV:15014318:15014389:+|IV:15019905:15020022:+|IV:15022065:15022167:+|IV:15022220:15022221:+,IV:15022221:15022492:+|IV:15024128:15024250:+|IV:15024375:15024635:+|IV:15024994:15025513:+,0,5,3,0,0,,,1172,0,470,470,1642,0.2862362971985384,0.7137637028014616,0,1,1172,1173,0.0008525149190110827,0.9991474850809889,0,469,0,0,1,0,1,1,0
gene:WBGene00012868,tr_gene:WBGene00012868_1,tr_gene:WBGene00012868_2,1,2,15,0.16666666666666666,0.8333333333333334,IV:13478099:13478167:-,IV:13477141:13478002:-|IV:13478105:13478167:-,IV:13478553:13479659:-|IV:13479802:13480430:-|IV:13480825:13481956:-|IV:13482046:13485536:-|IV:13485723:13486756:-|IV:13486982:13487924:-|IV:13488657:13489495:-|IV:13489721:13489804:-|IV:13489917:13497775:-|IV:13497899:13497969:-|IV:13498095:13499049:-|IV:13499163:13499237:-|IV:13499304:13500828:-|IV:13500904:13500983:-|IV:13501211:13502808:-,0,1,17,0.05555555555555555,0.9444444444444444,,IV:13476936:13477151:-,IV:13477992:13478115:-|IV:13478157:13478563:-|IV:13479649:13479812:-|IV:13480420:13480835:-|IV:13481946:13482056:-|IV:13485526:13485733:-|IV:13486746:13486992:-|IV:13487914:13488667:-|IV:13489485:13489731:-|IV:13489794:13489927:-|IV:13497765:13497909:-|IV:13497959:13498105:-|IV:13499039:13499173:-|IV:13499227:13499314:-|IV:13500818:13500914:-|IV:13500973:13501221:-|IV:13502798:13502852:-,0,2,17,0.10526315789473684,0.8947368421052632,,IV:13476936:13477151:-|IV:13478109:13478115:-,IV:13477992:13478109:-|IV:13478157:13478563:-|IV:13479649:13479812:-|IV:13480420:13480835:-|IV:13481946:13482056:-|IV:13485526:13485733:-|IV:13486746:13486992:-|IV:13487914:13488667:-|IV:13489485:13489731:-|IV:13489794:13489927:-|IV:13497765:13497909:-|IV:13497959:13498105:-|IV:13499039:13499173:-|IV:13499227:13499314:-|IV:13500818:13500914:-|IV:13500973:13501221:-|IV:13502798:13502852:-,0,1,16,0,0,,,3705,0,221,221,3926,0.056291390728476824,0.9437086092715232,0,6,3705,3711,0.0016168148746968471,0.9983831851253031,0,215,0,0,0,1,1,1,0
gene:WBGene00013223,tr_gene:WBGene00013223_1,tr_gene:WBGene00013223_2,0,2,0,1,0,,IV:12613613:12614059:-|IV:12614187:12614579:-,,0,0,1,0.0,1.0,,,IV:12605706:12614719:-,0,3,3,0.5,0.5,,IV:12605706:12613389:-|IV:12613623:12614049:-|IV:12614197:12614569:-,IV:12613389:12613623:-|IV:12614049:12614197:-|IV:12614569:12614719:-,0,0,0,0,2,,IV:12613623:12614049:-|IV:12614197:12614569:-,532,0,8481,8481,9013,0.9409741484522357,0.059025851547764296,0,8481,532,9013,0.9409741484522357,0.059025851547764296,0,0,0,1,0,1,0,0,0
gene:WBGene00013223,tr_gene:WBGene00013223_1,tr_gene:WBGene00013223_3,1,8,1,0.9,0.09999999999999998,IV:12613613:12614059:-,IV:12606279:12606968:-|IV:12607454:12609877:-|IV:12610390:12610463:-|IV:12610627:12610765:-|IV:12610980:12611304:-|IV:12611406:12611809:-|IV:12611942:12613399:-|IV:12613619:12614059:-,IV:12614187:12614579:-,0,7,3,0.7,0.30000000000000004,,IV:12605706:12606289:-|IV:12606958:12607464:-|IV:12609867:12610400:-|IV:12610453:12610637:-|IV:12610755:12610990:-|IV:12611294:12611416:-|IV:12611799:12611952:-,IV:12613389:12613629:-|IV:12614049:12614197:-|IV:12614569:12614719:-,0,8,3,0.7272727272727273,0.2727272727272727,,IV:12605706:12606289:-|IV:12606958:12607464:-|IV:12609867:12610400:-|IV:12610453:12610637:-|IV:12610755:12610990:-|IV:12611294:12611416:-|IV:12611799:12611952:-|IV:12613623:12613629:-,IV:12613389:12613623:-|IV:12614049:12614197:-|IV:12614569:12614719:-,0,7,2,0,0,,,532,0,2322,2322,2854,0.8135949544498949,0.18640504555010506,0,6,532,538,0.011152416356877323,0.9888475836431226,0,2316,0,0,0,1,1,1,0
gene:WBGene00013223,tr_gene:WBGene00013223_2,tr_gene:WBGene00013223_3,9,0,0,1,0,IV:12606279:12606968:-|IV:12607454:12609877:-|IV:12610390:12610463:-|IV:12610627:12610765:-|IV:12610980:12611304:-|IV:12611406:12611809:-|IV:12611942:12613399:-|IV:12613619:12614059:-|IV:12614187:12614579:-,,,0,0,1,0.0,1.0,,,IV:12605706:12614719:-,9,0,10,0.47368421052631576,0.5263157894736843,IV:12606289:12606958:-|IV:12607464:12609867:-|IV:12610400:12610453:-|IV:12610637:12610755:-|IV:12610990:12611294:-|IV:12611416:12611799:-|IV:12611952:12613389:-|IV:12613629:12614049:-|IV:12614197:12614569:-,,IV:12605706:12606289:-|IV:12606958:12607464:-|IV:12609867:12610400:-|IV:12610453:12610637:-|IV:12610755:12610990:-|IV:12611294:12611416:-|IV:12611799:12611952:-|IV:12613389:12613629:-|IV:12614049:12614197:-|IV:12614569:12614719:-,0,0,0,9,0,IV:12606289:12606958:-|IV:12607464:12609867:-|IV:12610400:12610453:-|IV:12610637:12610755:-|IV:12610990:12611294:-|IV:12611416:12611799:-|IV:12611952:12613389:-|IV:12613629:12614049:-|IV:12614197:12614569:-,,2854,6159,0,6159,9013,0.6833462775990237,0.31665372240097633,6159,0,2854,9013,0.6833462775990237,0.31665372240097633,0,0,0,1,0,0,0,0,0
gene:WBGene00013311,tr_gene:WBGene00013311_1,tr_gene:WBGene00013311_2,1,0,0,1,0,IV:14824402:14824853:-,,,0,1,1,0.5,0.5,,IV:14824071:14824412:-,IV:14824843:14824948:-,0,2,1,0.6666666666666666,0.33333333333333337,,IV:14824071:14824412:-|IV:14824843:14824845:-,IV:14824845:14824948:-,0,1,0,0,0,,,103,0,343,343,446,0.7690582959641256,0.23094170403587444,0,2,103,105,0.01904761904761905,0.9809523809523809,0,341,0,0,0,1,1,1,0
gene:WBGene00013311,tr_gene:WBGene00013311_1,tr_gene:WBGene00013311_3,1,0,0,1,0,IV:14824406:14824853:-,,,0,1,1,0.5,0.5,,IV:14824071:14824416:-,IV:14824843:14824948:-,0,2,1,0.6666666666666666,0.33333333333333337,,IV:14824071:14824416:-|IV:14824843:14824845:-,IV:14824845:14824948:-,0,1,0,0,0,,,103,0,347,347,450,0.7711111111111111,0.22888888888888892,0,2,103,105,0.01904761904761905,0.9809523809523809,0,345,0,0,0,1,1,1,0
gene:WBGene00013311,tr_gene:WBGene00013311_1,tr_gene:WBGene00013311_4,3,0,0,1,0,IV:14823332:14823466:-|IV:14824012:14824081:-|IV:14824408:14824853:-,,,0,3,1,0.75,0.25,,IV:14822539:14823342:-|IV:14823456:14824022:-|IV:14824071:14824418:-,IV:14824843:14824948:-,0,4,1,0.8,0.19999999999999996,,IV:14822539:14823342:-|IV:14823456:14824022:-|IV:14824071:14824418:-|IV:14824843:14824845:-,IV:14824845:14824948:-,0,3,0,0,0,,,103,0,1718,1718,1821,0.943437671609006,0.056562328390993954,0,2,103,105,0.01904761904761905,0.9809523809523809,0,1716,0,0,0,1,1,1,0
gene:WBGene00013311,tr_gene:WBGene00013311_2,tr_gene:WBGene00013311_3,1,1,0,1.0,0.0,IV:14824402:14824853:-,IV:14824406:14824853:-,,0,0,2,0.0,1.0,,,IV:14824071:14824416:-|IV:14824843:14824948:-,0,1,2,0.3333333333333333,0.6666666666666667,,IV:14824412:14824416:-,IV:14824071:14824412:-|IV:14824843:14824948:-,0,0,1,0,0,,,446,0,4,4,450,0.008888888888888889,0.9911111111111112,0,4,446,450,0.008888888888888889,0.9911111111111112,0,0,0,0,0,0,1,0,0
gene:WBGene00013311,tr_gene:WBGene00013311_2,tr_gene:WBGene00013311_4,1,3,0,1.0,0.0,IV:14824402:14824853:-,IV:14823332:14823466:-|IV:14824012:14824081:-|IV:14824408:14824853:-,,0,2,2,0.5,0.5,,IV:14822539:14823342:-|IV:14823456:14824022:-,IV:14824071:14824418:-|IV:14824843:14824948:-,0,3,2,0.6,0.4,,IV:14822539:14823342:-|IV:14823456:14824022:-|IV:14824412:14824418:-,IV:14824071:14824412:-|IV:14824843:14824948:-,0,2,1,0,0,,,446,0,1375,1375,1821,0.7550796265788029,0.2449203734211971,0,6,446,452,0.01327433628318584,0.9867256637168141,0,1369,0,0,0,1,1,1,0
gene:WBGene00013311,tr_gene:WBGene00013311_3,tr_gene:WBGene00013311_4,1,3,0,1.0,0.0,IV:14824406:14824853:-,IV:14823332:14823466:-|IV:14824012:14824081:-|IV:14824408:14824853:-,,0,2,2,0.5,0.5,,IV:14822539:14823342:-|IV:14823456:14824022:-,IV:14824071:14824418:-|IV:14824843:14824948:-,0,3,2,0.6,0.4,,IV:14822539:14823342:-|IV:14823456:14824022:-|IV:14824416:14824418:-,IV:14824071:14824416:-|IV:14824843:14824948:-,0,2,1,0,0,,,450,0,1371,1371,1821,0.7528830313014827,0.2471169686985173,0,2,450,452,0.004424778761061947,0.995575221238938,0,1369,0,0,0,1,1,1,0
gene:WBGene00013323,tr_gene:WBGene00013323_1,tr_gene:WBGene00013323_2,0,1,3,0.25,0.75,,IV:14657180:14657255:+,IV:14657325:14657401:+|IV:14657447:14657522:+|IV:14657691:14657763:+,0,1,4,0.2,0.8,,IV:14657080:14657190:+,IV:14657245:14657335:+|IV:14657391:14657457:+|IV:14657512:14657701:+|IV:14657753:14658165:+,0,2,4,0.3333333333333333,0.6666666666666667,,IV:14657080:14657190:+|IV:14657245:14657257:+,IV:14657257:14657335:+|IV:14657391:14657457:+|IV:14657512:14657701:+|IV:14657753:14658165:+,0,1,3,0,0,,,745,0,122,122,867,0.14071510957324107,0.8592848904267589,0,12,745,757,0.015852047556142668,0.9841479524438573,0,110,0,0,1,0,1,1,0
gene:WBGene00013381,tr_gene:WBGene00013381_1,tr_gene:WBGene00013381_2,1,5,0,1.0,0.0,IV:13402815:13403665:+,IV:13401388:13401454:+|IV:13401838:13401905:+|IV:13401982:13402053:+|IV:13402128:13402722:+|IV:13402888:13403665:+,,0,4,2,0.6666666666666666,0.33333333333333337,,IV:13401305:13401398:+|IV:13401444:13401848:+|IV:13401895:13401992:+|IV:13402043:13402138:+,IV:13402712:13402898:+|IV:13403655:13403831:+,0,5,2,0.7142857142857143,0.2857142857142857,,IV:13401305:13401398:+|IV:13401444:13401848:+|IV:13401895:13401992:+|IV:13402043:13402138:+|IV:13402825:13402898:+,IV:13402712:13402825:+|IV:13403655:13403831:+,0,4,1,0,0,,,289,0,762,762,1051,0.725023786869648,0.27497621313035203,0,73,289,362,0.20165745856353592,0.7983425414364641,0,689,0,0,1,0,1,1,0
