,gene_id,ujc_id,transcript_id,num_transcript_in_consol_transcript,num_transcript_id_in_gene,num_consol_transcript_id_in_gene,flag_gene_consolidated
11683,FBgn0029763,tr_FBgn0029763_4,FBtr0070772,1,5,4,1
11684,FBgn0029763,tr_FBgn0029763_3,FBtr0070773,2,5,4,1
11684,FBgn0029763,tr_FBgn0029763_3,FBtr0340462,2,5,4,1
11685,FBgn0029763,tr_FBgn0029763_2,FBtr0070775,1,5,4,1
11686,FBgn0029763,tr_FBgn0029763_1,FBtr0340461,1,5,4,1
11687,FBgn0029765,tr_FBgn0029765_1,FBtr0070776,1,1,1,0
11688,FBgn0029768,tr_FBgn0029768_3,FBtr0070778,1,3,3,0
11689,FBgn0029768,tr_FBgn0029768_1,FBtr0344824,1,3,3,0
11690,FBgn0029768,tr_FBgn0029768_2,FBtr0339781,1,3,3,0
11691,FBgn0029769,tr_FBgn0029769_1,FBtr0346263,2,2,1,1
11691,FBgn0029769,tr_FBgn0029769_1,FBtr0346264,2,2,1,1
11692,FBgn0029771,tr_FBgn0029771_1,FBtr0070780,2,2,1,1
11692,FBgn0029771,tr_FBgn0029771_1,FBtr0345785,2,2,1,1
11693,FBgn0029778,tr_FBgn0029778_1,FBtr0070784,1,2,2,0
11694,FBgn0029778,tr_FBgn0029778_2,FBtr0070785,1,2,2,0
11695,FBgn0029783,tr_FBgn0029783_1,FBtr0070850,1,3,3,0
11696,FBgn0029783,tr_FBgn0029783_3,FBtr0070852,1,3,3,0
11697,FBgn0029783,tr_FBgn0029783_2,FBtr0070851,1,3,3,0
11698,FBgn0029785,tr_FBgn0029785_2,FBtr0070800,2,3,2,1
11698,FBgn0029785,tr_FBgn0029785_2,FBtr0345788,2,3,2,1
11699,FBgn0029785,tr_FBgn0029785_1,FBtr0070801,1,3,2,1
11700,FBgn0029789,tr_FBgn0029789_1,FBtr0070847,1,1,1,0
11701,FBgn0029791,tr_FBgn0029791_2,FBtr0301083,1,2,2,0
11702,FBgn0029791,tr_FBgn0029791_1,FBtr0301084,1,2,2,0
11703,FBgn0029795,tr_FBgn0029795_2,FBtr0070806,1,2,2,0
11704,FBgn0029798,tr_FBgn0029798_1,FBtr0070807,2,2,1,1
11704,FBgn0029798,tr_FBgn0029798_1,FBtr0332398,2,2,1,1
11705,FBgn0029799,tr_FBgn0029799_1,FBtr0070808,1,2,2,0
11706,FBgn0029799,tr_FBgn0029799_2,FBtr0339743,1,2,2,0
11707,FBgn0029800,tr_FBgn0029800_1,FBtr0070840,2,2,1,1
11707,FBgn0029800,tr_FBgn0029800_1,FBtr0339744,2,2,1,1
11708,FBgn0029801,tr_FBgn0029801_2,FBtr0070809,2,3,2,1
11708,FBgn0029801,tr_FBgn0029801_2,FBtr0345789,2,3,2,1
11709,FBgn0029801,tr_FBgn0029801_1,FBtr0303290,1,3,2,1
11710,FBgn0029804,tr_FBgn0029804_1,FBtr0070836,1,1,1,0
11711,FBgn0029807,tr_FBgn0029807_1,FBtr0070833,1,1,1,0
11712,FBgn0029810,tr_FBgn0029810_1,FBtr0070814,1,1,1,0
11713,FBgn0029811,tr_FBgn0029811_1,FBtr0070815,1,1,1,0
11714,FBgn0029812,tr_FBgn0029812_1,FBtr0070816,1,1,1,0
11715,FBgn0029814,tr_FBgn0029814_1,FBtr0070817,1,2,2,0
11716,FBgn0029814,tr_FBgn0029814_2,FBtr0332935,1,2,2,0
11717,FBgn0029818,tr_FBgn0029818_1,FBtr0070830,1,1,1,0
11718,FBgn0029819,tr_FBgn0029819_1,FBtr0070828,2,2,1,1
11718,FBgn0029819,tr_FBgn0029819_1,FBtr0343537,2,2,1,1
11719,FBgn0029820,tr_FBgn0029820_3,FBtr0070821,1,3,3,0
11720,FBgn0029820,tr_FBgn0029820_2,FBtr0339948,1,3,3,0
11721,FBgn0029820,tr_FBgn0029820_1,FBtr0345313,1,3,3,0
11722,FBgn0029821,tr_FBgn0029821_1,FBtr0070824,2,2,1,1
11722,FBgn0029821,tr_FBgn0029821_1,FBtr0333800,2,2,1,1
11723,FBgn0029822,tr_FBgn0029822_1,FBtr0070826,1,2,2,0
11724,FBgn0029822,tr_FBgn0029822_2,FBtr0070825,1,2,2,0
11725,FBgn0029823,tr_FBgn0029823_1,FBtr0290235,1,3,3,0
11726,FBgn0029823,tr_FBgn0029823_2,FBtr0345317,1,3,3,0
11727,FBgn0029823,tr_FBgn0029823_3,FBtr0070827,1,3,3,0
11728,FBgn0029824,tr_FBgn0029824_1,FBtr0070858,1,2,2,0
11729,FBgn0029824,tr_FBgn0029824_2,FBtr0343051,1,2,2,0
11730,FBgn0029825,tr_FBgn0029825_1,FBtr0070859,2,2,1,1
11730,FBgn0029825,tr_FBgn0029825_1,FBtr0343052,2,2,1,1
11731,FBgn0029826,tr_FBgn0029826_1,FBtr0070861,1,1,1,0
11732,FBgn0029827,tr_FBgn0029827_1,FBtr0070863,1,1,1,0
11733,FBgn0029828,tr_FBgn0029828_1,FBtr0070864,1,1,1,0
11734,FBgn0029830,tr_FBgn0029830_3,FBtr0343413,1,3,3,0
11735,FBgn0029830,tr_FBgn0029830_2,FBtr0070865,1,3,3,0
11736,FBgn0029830,tr_FBgn0029830_1,FBtr0343414,1,3,3,0
11737,FBgn0029831,tr_FBgn0029831_1,FBtr0070866,1,2,2,0
11738,FBgn0029831,tr_FBgn0029831_2,FBtr0343294,1,2,2,0
11739,FBgn0029833,tr_FBgn0029833_1,FBtr0070867,2,2,1,1
11739,FBgn0029833,tr_FBgn0029833_1,FBtr0305344,2,2,1,1
11740,FBgn0029834,tr_FBgn0029834_2,FBtr0305346,1,2,2,0
11741,FBgn0029834,tr_FBgn0029834_1,FBtr0305345,1,2,2,0
11742,FBgn0029835,tr_FBgn0029835_1,FBtr0336972,1,3,3,0
11743,FBgn0029835,tr_FBgn0029835_2,FBtr0305343,1,3,3,0
11744,FBgn0029835,tr_FBgn0029835_3,FBtr0305342,1,3,3,0
11745,FBgn0029836,tr_FBgn0029836_3,FBtr0308190,1,3,3,0
11746,FBgn0029836,tr_FBgn0029836_1,FBtr0070871,1,3,3,0
11747,FBgn0029836,tr_FBgn0029836_2,FBtr0100295,1,3,3,0
11748,FBgn0029837,tr_FBgn0029837_1,FBtr0114466,2,3,2,1
11748,FBgn0029837,tr_FBgn0029837_1,FBtr0331169,2,3,2,1
11749,FBgn0029837,tr_FBgn0029837_2,FBtr0070888,1,3,2,1
11750,FBgn0029838,tr_FBgn0029838_1,FBtr0070887,2,2,1,1
11750,FBgn0029838,tr_FBgn0029838_1,FBtr0345900,2,2,1,1
11751,FBgn0029839,tr_FBgn0029839_1,FBtr0070886,1,1,1,0
11752,FBgn0029840,tr_FBgn0029840_1,FBtr0332964,2,2,1,1
11752,FBgn0029840,tr_FBgn0029840_1,FBtr0345895,2,2,1,1
11753,FBgn0029843,tr_FBgn0029843_4,FBtr0343930,1,4,4,0
11754,FBgn0029843,tr_FBgn0029843_3,FBtr0070872,1,4,4,0
11755,FBgn0029843,tr_FBgn0029843_2,FBtr0070873,1,4,4,0
11756,FBgn0029843,tr_FBgn0029843_1,FBtr0340032,1,4,4,0
11757,FBgn0029848,tr_FBgn0029848_1,FBtr0070878,1,1,1,0
11758,FBgn0029849,tr_FBgn0029849_1,FBtr0070875,1,2,2,0
11759,FBgn0029849,tr_FBgn0029849_2,FBtr0070874,1,2,2,0
11760,FBgn0029851,tr_FBgn0029851_2,FBtr0112954,1,4,4,0
11761,FBgn0029851,tr_FBgn0029851_1,FBtr0070893,1,4,4,0
11762,FBgn0029851,tr_FBgn0029851_3,FBtr0339495,1,4,4,0
11763,FBgn0029851,tr_FBgn0029851_4,FBtr0339496,1,4,4,0
11764,FBgn0029854,tr_FBgn0029854_2,FBtr0089870,1,3,3,0
11765,FBgn0029854,tr_FBgn0029854_3,FBtr0305177,1,3,3,0
11766,FBgn0029854,tr_FBgn0029854_1,FBtr0089869,1,3,3,0
11767,FBgn0029856,tr_FBgn0029856_1,FBtr0333520,1,1,1,0
11768,FBgn0029858,tr_FBgn0029858_1,FBtr0070898,2,2,1,1
11768,FBgn0029858,tr_FBgn0029858_1,FBtr0305494,2,2,1,1
11769,FBgn0029859,tr_FBgn0029859_1,FBtr0070926,1,1,1,0
11770,FBgn0029861,tr_FBgn0029861_1,FBtr0070899,1,1,1,0
11771,FBgn0029863,tr_FBgn0029863_1,FBtr0070900,1,1,1,0
11772,FBgn0029864,tr_FBgn0029864_4,FBtr0112955,1,4,4,0
11773,FBgn0029864,tr_FBgn0029864_2,FBtr0339770,1,4,4,0
11774,FBgn0029864,tr_FBgn0029864_1,FBtr0070901,1,4,4,0
11775,FBgn0029864,tr_FBgn0029864_3,FBtr0339771,1,4,4,0
11776,FBgn0029866,tr_FBgn0029866_4,FBtr0331395,1,4,4,0
11777,FBgn0029866,tr_FBgn0029866_3,FBtr0331394,1,4,4,0
11778,FBgn0029866,tr_FBgn0029866_2,FBtr0070903,1,4,4,0
11779,FBgn0029866,tr_FBgn0029866_1,FBtr0070904,1,4,4,0
11780,FBgn0029868,tr_FBgn0029868_1,FBtr0070924,3,3,1,1
11780,FBgn0029868,tr_FBgn0029868_1,FBtr0340026,3,3,1,1
11780,FBgn0029868,tr_FBgn0029868_1,FBtr0347282,3,3,1,1
11781,FBgn0029870,tr_FBgn0029870_1,FBtr0070909,1,3,3,0
11782,FBgn0029870,tr_FBgn0029870_3,FBtr0343373,1,3,3,0
11783,FBgn0029870,tr_FBgn0029870_2,FBtr0070910,1,3,3,0
11784,FBgn0029873,tr_FBgn0029873_1,FBtr0070912,1,1,1,0
11785,FBgn0029874,tr_FBgn0029874_1,FBtr0070918,1,1,1,0
11786,FBgn0029877,tr_FBgn0029877_2,FBtr0070944,1,2,2,0
11787,FBgn0029877,tr_FBgn0029877_1,FBtr0070943,1,2,2,0
11788,FBgn0029878,tr_FBgn0029878_2,FBtr0070945,1,3,3,0
11789,FBgn0029878,tr_FBgn0029878_3,FBtr0331600,1,3,3,0
11790,FBgn0029878,tr_FBgn0029878_1,FBtr0331599,1,3,3,0
11791,FBgn0029879,tr_FBgn0029879_2,FBtr0070946,1,2,2,0
11792,FBgn0029879,tr_FBgn0029879_1,FBtr0070947,1,2,2,0
11793,FBgn0029881,tr_FBgn0029881_2,FBtr0070948,2,3,2,1
11793,FBgn0029881,tr_FBgn0029881_2,FBtr0343375,2,3,2,1
11794,FBgn0029881,tr_FBgn0029881_1,FBtr0308653,1,3,2,1
11795,FBgn0029882,tr_FBgn0029882_1,FBtr0070993,1,1,1,0
11796,FBgn0029885,tr_FBgn0029885_1,FBtr0070992,1,1,1,0
11797,FBgn0029887,tr_FBgn0029887_1,FBtr0070991,1,1,1,0
11798,FBgn0029888,tr_FBgn0029888_1,FBtr0100409,2,3,2,1
11798,FBgn0029888,tr_FBgn0029888_1,FBtr0343330,2,3,2,1
11799,FBgn0029888,tr_FBgn0029888_2,FBtr0070990,1,3,2,1
11800,FBgn0029890,tr_FBgn0029890_1,FBtr0070955,1,1,1,0
11801,FBgn0029891,tr_FBgn0029891_7,FBtr0100420,1,9,8,1
11802,FBgn0029891,tr_FBgn0029891_8,FBtr0100416,1,9,8,1
11803,FBgn0029891,tr_FBgn0029891_5,FBtr0100415,1,9,8,1
11804,FBgn0029891,tr_FBgn0029891_3,FBtr0100413,1,9,8,1
11805,FBgn0029891,tr_FBgn0029891_1,FBtr0070956,1,9,8,1
11806,FBgn0029891,tr_FBgn0029891_2,FBtr0070957,1,9,8,1
11807,FBgn0029891,tr_FBgn0029891_4,FBtr0100414,1,9,8,1
11808,FBgn0029891,tr_FBgn0029891_6,FBtr0100419,2,9,8,1
11808,FBgn0029891,tr_FBgn0029891_6,FBtr0345295,2,9,8,1
11809,FBgn0029893,tr_FBgn0029893_5,FBtr0070988,1,5,5,0
11810,FBgn0029893,tr_FBgn0029893_3,FBtr0339491,1,5,5,0
11811,FBgn0029893,tr_FBgn0029893_4,FBtr0339493,1,5,5,0
11812,FBgn0029893,tr_FBgn0029893_2,FBtr0300772,1,5,5,0
11813,FBgn0029893,tr_FBgn0029893_1,FBtr0339492,1,5,5,0
11814,FBgn0029895,tr_FBgn0029895_3,FBtr0332894,1,4,4,0
11815,FBgn0029895,tr_FBgn0029895_2,FBtr0332893,1,4,4,0
11816,FBgn0029895,tr_FBgn0029895_4,FBtr0070959,1,4,4,0
11817,FBgn0029895,tr_FBgn0029895_1,FBtr0332892,1,4,4,0
11818,FBgn0029896,tr_FBgn0029896_2,FBtr0340267,1,7,6,1
11819,FBgn0029896,tr_FBgn0029896_1,FBtr0070986,1,7,6,1
11820,FBgn0029896,tr_FBgn0029896_3,FBtr0340266,1,7,6,1
11821,FBgn0029896,tr_FBgn0029896_4,FBtr0070985,2,7,6,1
11821,FBgn0029896,tr_FBgn0029896_4,FBtr0340268,2,7,6,1
11822,FBgn0029896,tr_FBgn0029896_6,FBtr0340265,1,7,6,1
11823,FBgn0029896,tr_FBgn0029896_5,FBtr0070984,1,7,6,1
11824,FBgn0029897,tr_FBgn0029897_1,FBtr0345292,1,5,5,0
11825,FBgn0029897,tr_FBgn0029897_5,FBtr0070982,1,5,5,0
11826,FBgn0029897,tr_FBgn0029897_4,FBtr0070981,1,5,5,0
11827,FBgn0029897,tr_FBgn0029897_2,FBtr0070983,1,5,5,0
11828,FBgn0029897,tr_FBgn0029897_3,FBtr0070980,1,5,5,0
11829,FBgn0029898,tr_FBgn0029898_3,FBtr0302357,1,3,3,0
11830,FBgn0029898,tr_FBgn0029898_1,FBtr0070960,1,3,3,0
11831,FBgn0029898,tr_FBgn0029898_2,FBtr0302356,1,3,3,0
11832,FBgn0029899,tr_FBgn0029899_3,FBtr0070961,1,3,3,0
11833,FBgn0029899,tr_FBgn0029899_1,FBtr0070962,1,3,3,0
11834,FBgn0029899,tr_FBgn0029899_2,FBtr0339464,1,3,3,0
11835,FBgn0029903,tr_FBgn0029903_7,FBtr0308228,1,7,7,0
11836,FBgn0029903,tr_FBgn0029903_5,FBtr0112956,1,7,7,0
11837,FBgn0029903,tr_FBgn0029903_6,FBtr0070964,1,7,7,0
11838,FBgn0029903,tr_FBgn0029903_4,FBtr0070965,1,7,7,0
11839,FBgn0029903,tr_FBgn0029903_3,FBtr0070966,1,7,7,0
11840,FBgn0029903,tr_FBgn0029903_2,FBtr0070967,1,7,7,0
11841,FBgn0029903,tr_FBgn0029903_1,FBtr0070968,1,7,7,0
11842,FBgn0029905,tr_FBgn0029905_1,FBtr0070974,1,1,1,0
11843,FBgn0029906,tr_FBgn0029906_1,FBtr0070970,1,1,1,0
11844,FBgn0029907,tr_FBgn0029907_1,FBtr0299814,1,1,1,0
11845,FBgn0029909,tr_FBgn0029909_1,FBtr0070973,1,1,1,0
11846,FBgn0029911,tr_FBgn0029911_1,FBtr0071042,2,2,1,1
11846,FBgn0029911,tr_FBgn0029911_1,FBtr0343323,2,2,1,1
11847,FBgn0029912,tr_FBgn0029912_1,FBtr0070994,1,1,1,0
11848,FBgn0029913,tr_FBgn0029913_1,FBtr0071041,1,1,1,0
11849,FBgn0029914,tr_FBgn0029914_2,FBtr0300177,1,2,2,0
11850,FBgn0029915,tr_FBgn0029915_3,FBtr0345899,1,3,3,0
11851,FBgn0029922,tr_FBgn0029922_1,FBtr0304108,2,2,1,1
11851,FBgn0029922,tr_FBgn0029922_1,FBtr0345906,2,2,1,1
11852,FBgn0029924,tr_FBgn0029924_1,FBtr0071003,1,1,1,0
11853,FBgn0029930,tr_FBgn0029930_1,FBtr0300760,2,2,1,1
11853,FBgn0029930,tr_FBgn0029930_1,FBtr0343324,2,2,1,1
11854,FBgn0029932,tr_FBgn0029932_1,FBtr0071013,2,2,1,1
11854,FBgn0029932,tr_FBgn0029932_1,FBtr0071014,2,2,1,1
11855,FBgn0029935,tr_FBgn0029935_1,FBtr0071020,1,1,1,0
11856,FBgn0029936,tr_FBgn0029936_1,FBtr0071019,1,2,2,0
11857,FBgn0029936,tr_FBgn0029936_2,FBtr0331308,1,2,2,0
11858,FBgn0029937,tr_FBgn0029937_1,FBtr0071015,1,1,1,0
11859,FBgn0029939,tr_FBgn0029939_4,FBtr0301240,1,4,4,0
11860,FBgn0029939,tr_FBgn0029939_3,FBtr0339815,1,4,4,0
11861,FBgn0029939,tr_FBgn0029939_2,FBtr0309030,1,4,4,0
11862,FBgn0029939,tr_FBgn0029939_1,FBtr0301241,1,4,4,0
11863,FBgn0029941,tr_FBgn0029941_3,FBtr0339820,1,4,4,0
11864,FBgn0029941,tr_FBgn0029941_1,FBtr0339819,1,4,4,0
11865,FBgn0029941,tr_FBgn0029941_2,FBtr0089712,1,4,4,0
11866,FBgn0029941,tr_FBgn0029941_4,FBtr0303415,1,4,4,0
11867,FBgn0029942,tr_FBgn0029942_2,FBtr0303414,1,2,2,0
11868,FBgn0029942,tr_FBgn0029942_1,FBtr0071047,1,2,2,0
11869,FBgn0029943,tr_FBgn0029943_1,FBtr0071065,1,1,1,0
11870,FBgn0029944,tr_FBgn0029944_1,FBtr0071049,1,1,1,0
11871,FBgn0029945,tr_FBgn0029945_1,FBtr0071051,1,1,1,0
11872,FBgn0029947,tr_FBgn0029947_1,FBtr0071054,1,1,1,0
11873,FBgn0029948,tr_FBgn0029948_1,FBtr0071055,1,1,1,0
11874,FBgn0029950,tr_FBgn0029950_1,FBtr0071057,2,2,1,1
11874,FBgn0029950,tr_FBgn0029950_1,FBtr0345910,2,2,1,1
11875,FBgn0029952,tr_FBgn0029952_1,FBtr0071081,1,1,1,0
11876,FBgn0029955,tr_FBgn0029955_1,FBtr0300836,1,2,2,0
11877,FBgn0029955,tr_FBgn0029955_2,FBtr0071078,1,2,2,0
11878,FBgn0029957,tr_FBgn0029957_1,FBtr0071071,1,1,1,0
11879,FBgn0029958,tr_FBgn0029958_1,FBtr0071076,2,2,1,1
11879,FBgn0029958,tr_FBgn0029958_1,FBtr0307273,2,2,1,1
11880,FBgn0029959,tr_FBgn0029959_1,FBtr0071072,2,2,1,1
11880,FBgn0029959,tr_FBgn0029959_1,FBtr0307272,2,2,1,1
11881,FBgn0029962,tr_FBgn0029962_1,FBtr0300019,2,2,1,1
11881,FBgn0029962,tr_FBgn0029962_1,FBtr0343348,2,2,1,1
11882,FBgn0029965,tr_FBgn0029965_1,FBtr0336957,1,1,1,0
11883,FBgn0029966,tr_FBgn0029966_1,FBtr0071087,1,2,2,0
11884,FBgn0029966,tr_FBgn0029966_2,FBtr0309827,1,2,2,0
11885,FBgn0029968,tr_FBgn0029968_1,FBtr0071088,1,1,1,0
11886,FBgn0029971,tr_FBgn0029971_5,FBtr0340163,1,5,5,0
11887,FBgn0029971,tr_FBgn0029971_3,FBtr0300899,1,5,5,0
11888,FBgn0029971,tr_FBgn0029971_4,FBtr0300900,1,5,5,0
11889,FBgn0029971,tr_FBgn0029971_2,FBtr0071140,1,5,5,0
11890,FBgn0029974,tr_FBgn0029974_1,FBtr0071134,1,2,2,0
11891,FBgn0029974,tr_FBgn0029974_2,FBtr0307270,1,2,2,0
11892,FBgn0029975,tr_FBgn0029975_1,FBtr0071091,1,1,1,0
11893,FBgn0029976,tr_FBgn0029976_1,FBtr0071092,2,2,1,1
11893,FBgn0029976,tr_FBgn0029976_1,FBtr0340148,2,2,1,1
11894,FBgn0029977,tr_FBgn0029977_1,FBtr0071133,1,1,1,0
11895,FBgn0029979,tr_FBgn0029979_1,FBtr0071132,2,2,1,1
11895,FBgn0029979,tr_FBgn0029979_1,FBtr0344137,2,2,1,1
11896,FBgn0029980,tr_FBgn0029980_1,FBtr0071131,1,2,2,0
11897,FBgn0029980,tr_FBgn0029980_2,FBtr0331433,1,2,2,0
11898,FBgn0029986,tr_FBgn0029986_1,FBtr0071127,1,1,1,0
11899,FBgn0029990,tr_FBgn0029990_1,FBtr0071123,1,1,1,0
11900,FBgn0029992,tr_FBgn0029992_1,FBtr0071117,1,1,1,0
11901,FBgn0029993,tr_FBgn0029993_1,FBtr0071106,1,1,1,0
11902,FBgn0029994,tr_FBgn0029994_1,FBtr0071116,1,1,1,0
11903,FBgn0029995,tr_FBgn0029995_1,FBtr0301736,1,1,1,0
11904,FBgn0029996,tr_FBgn0029996_1,FBtr0071113,1,3,3,0
11905,FBgn0029996,tr_FBgn0029996_2,FBtr0071114,1,3,3,0
11906,FBgn0029996,tr_FBgn0029996_3,FBtr0071112,1,3,3,0
11907,FBgn0029997,tr_FBgn0029997_1,FBtr0071110,1,4,3,1
11908,FBgn0029997,tr_FBgn0029997_3,FBtr0071109,2,4,3,1
11908,FBgn0029997,tr_FBgn0029997_3,FBtr0340140,2,4,3,1
11909,FBgn0029997,tr_FBgn0029997_2,FBtr0071111,1,4,3,1
11910,FBgn0029999,tr_FBgn0029999_2,FBtr0339695,1,2,2,0
11911,FBgn0030000,tr_FBgn0030000_1,FBtr0071194,1,1,1,0
11912,FBgn0030001,tr_FBgn0030001_1,FBtr0340160,1,3,3,0
11913,FBgn0030001,tr_FBgn0030001_3,FBtr0071193,1,3,3,0
11914,FBgn0030001,tr_FBgn0030001_2,FBtr0340161,1,3,3,0
11915,FBgn0030005,tr_FBgn0030005_1,FBtr0300914,1,1,1,0
11916,FBgn0030010,tr_FBgn0030010_1,FBtr0071157,1,2,2,0
11917,FBgn0030010,tr_FBgn0030010_2,FBtr0331614,1,2,2,0
11918,FBgn0030013,tr_FBgn0030013_1,FBtr0303457,2,2,1,1
11918,FBgn0030013,tr_FBgn0030013_1,FBtr0345987,2,2,1,1
11919,FBgn0030014,tr_FBgn0030014_1,FBtr0071160,1,1,1,0
11920,FBgn0030016,tr_FBgn0030016_1,FBtr0071186,1,1,1,0
11921,FBgn0030017,tr_FBgn0030017_1,FBtr0071185,3,3,1,1
11921,FBgn0030017,tr_FBgn0030017_1,FBtr0331300,3,3,1,1
11921,FBgn0030017,tr_FBgn0030017_1,FBtr0340143,3,3,1,1
11922,FBgn0030018,tr_FBgn0030018_1,FBtr0303842,1,4,3,1
11923,FBgn0030018,tr_FBgn0030018_3,FBtr0071184,2,4,3,1
11923,FBgn0030018,tr_FBgn0030018_3,FBtr0303843,2,4,3,1
11924,FBgn0030018,tr_FBgn0030018_2,FBtr0303844,1,4,3,1
11925,FBgn0030025,tr_FBgn0030025_1,FBtr0071166,1,1,1,0
11926,FBgn0030026,tr_FBgn0030026_1,FBtr0071183,2,2,1,1
11926,FBgn0030026,tr_FBgn0030026_1,FBtr0344985,2,2,1,1
11927,FBgn0030027,tr_FBgn0030027_2,FBtr0307282,1,2,2,0
11928,FBgn0030027,tr_FBgn0030027_1,FBtr0071170,1,2,2,0
11929,FBgn0030028,tr_FBgn0030028_1,FBtr0071179,2,2,1,1
11929,FBgn0030028,tr_FBgn0030028_1,FBtr0307283,2,2,1,1
11930,FBgn0030029,tr_FBgn0030029_1,FBtr0071178,1,1,1,0
11931,FBgn0030030,tr_FBgn0030030_1,FBtr0071171,2,3,2,1
11931,FBgn0030030,tr_FBgn0030030_1,FBtr0339834,2,3,2,1
11932,FBgn0030030,tr_FBgn0030030_2,FBtr0339833,1,3,2,1
11933,FBgn0030033,tr_FBgn0030033_1,FBtr0071173,1,1,1,0
11934,FBgn0030034,tr_FBgn0030034_1,FBtr0071174,2,2,1,1
11934,FBgn0030034,tr_FBgn0030034_1,FBtr0343353,2,2,1,1
11935,FBgn0030035,tr_FBgn0030035_1,FBtr0071175,1,1,1,0
11936,FBgn0030037,tr_FBgn0030037_1,FBtr0071246,3,3,1,1
11936,FBgn0030037,tr_FBgn0030037_1,FBtr0300383,3,3,1,1
11936,FBgn0030037,tr_FBgn0030037_1,FBtr0345986,3,3,1,1
11937,FBgn0030038,tr_FBgn0030038_4,FBtr0339438,1,4,4,0
11938,FBgn0030038,tr_FBgn0030038_3,FBtr0071197,1,4,4,0
11939,FBgn0030038,tr_FBgn0030038_1,FBtr0112961,1,4,4,0
11940,FBgn0030038,tr_FBgn0030038_2,FBtr0112962,1,4,4,0
11941,FBgn0030039,tr_FBgn0030039_1,FBtr0071245,1,1,1,0
11942,FBgn0030040,tr_FBgn0030040_1,FBtr0071242,1,2,2,0
11943,FBgn0030040,tr_FBgn0030040_2,FBtr0302500,1,2,2,0
11944,FBgn0030048,tr_FBgn0030048_1,FBtr0331727,1,2,2,0
11945,FBgn0030048,tr_FBgn0030048_2,FBtr0071233,1,2,2,0
11946,FBgn0030049,tr_FBgn0030049_3,FBtr0112963,1,7,7,0
11947,FBgn0030049,tr_FBgn0030049_5,FBtr0071213,1,7,7,0
11948,FBgn0030049,tr_FBgn0030049_4,FBtr0331724,1,7,7,0
11949,FBgn0030049,tr_FBgn0030049_6,FBtr0112964,1,7,7,0
11950,FBgn0030049,tr_FBgn0030049_2,FBtr0071212,1,7,7,0
11951,FBgn0030049,tr_FBgn0030049_7,FBtr0331725,1,7,7,0
11952,FBgn0030049,tr_FBgn0030049_1,FBtr0331723,1,7,7,0
11953,FBgn0030050,tr_FBgn0030050_1,FBtr0071232,2,2,1,1
11953,FBgn0030050,tr_FBgn0030050_1,FBtr0331726,2,2,1,1
11954,FBgn0030051,tr_FBgn0030051_1,FBtr0071231,1,4,4,0
11955,FBgn0030051,tr_FBgn0030051_4,FBtr0332628,1,4,4,0
11956,FBgn0030051,tr_FBgn0030051_2,FBtr0071230,1,4,4,0
11957,FBgn0030051,tr_FBgn0030051_3,FBtr0300731,1,4,4,0
11958,FBgn0030052,tr_FBgn0030052_6,FBtr0300751,1,6,6,0
11959,FBgn0030052,tr_FBgn0030052_1,FBtr0071214,1,6,6,0
11960,FBgn0030052,tr_FBgn0030052_3,FBtr0071216,1,6,6,0
11961,FBgn0030052,tr_FBgn0030052_5,FBtr0300750,1,6,6,0
11962,FBgn0030052,tr_FBgn0030052_2,FBtr0071215,1,6,6,0
11963,FBgn0030052,tr_FBgn0030052_4,FBtr0071217,1,6,6,0
11964,FBgn0030054,tr_FBgn0030054_1,FBtr0071228,1,1,1,0
11965,FBgn0030055,tr_FBgn0030055_1,FBtr0071221,2,2,1,1
11965,FBgn0030055,tr_FBgn0030055_1,FBtr0331728,2,2,1,1
11966,FBgn0030056,tr_FBgn0030056_4,FBtr0071222,2,5,4,1
11966,FBgn0030056,tr_FBgn0030056_4,FBtr0345984,2,5,4,1
11967,FBgn0030056,tr_FBgn0030056_3,FBtr0331731,1,5,4,1
11968,FBgn0030056,tr_FBgn0030056_2,FBtr0331730,1,5,4,1
11969,FBgn0030056,tr_FBgn0030056_1,FBtr0331729,1,5,4,1
11970,FBgn0030057,tr_FBgn0030057_1,FBtr0071225,1,2,2,0
11971,FBgn0030057,tr_FBgn0030057_2,FBtr0345985,1,2,2,0
11972,FBgn0030058,tr_FBgn0030058_1,FBtr0071224,2,2,1,1
11972,FBgn0030058,tr_FBgn0030058_1,FBtr0331456,2,2,1,1
11973,FBgn0030060,tr_FBgn0030060_1,FBtr0332960,1,5,4,1
11974,FBgn0030060,tr_FBgn0030060_2,FBtr0332957,1,5,4,1
11975,FBgn0030060,tr_FBgn0030060_3,FBtr0332958,1,5,4,1
11976,FBgn0030060,tr_FBgn0030060_4,FBtr0071281,2,5,4,1
11976,FBgn0030060,tr_FBgn0030060_4,FBtr0346167,2,5,4,1
11977,FBgn0030061,tr_FBgn0030061_1,FBtr0071250,1,1,1,0
11978,FBgn0030063,tr_FBgn0030063_1,FBtr0071251,1,1,1,0
11979,FBgn0030065,tr_FBgn0030065_5,FBtr0307271,1,5,5,0
11980,FBgn0030065,tr_FBgn0030065_4,FBtr0335035,1,5,5,0
11981,FBgn0030065,tr_FBgn0030065_1,FBtr0071253,1,5,5,0
11982,FBgn0030065,tr_FBgn0030065_2,FBtr0071254,1,5,5,0
11983,FBgn0030065,tr_FBgn0030065_3,FBtr0335034,1,5,5,0
