gene_id,transcript_id,consolidation_transcript_id
gene:WBGene00008281,FLAIR_gene:WBGene00008281_1,tr_gene:WBGene00008281_1
gene:WBGene00008284,FLAIR_gene:WBGene00008284_1,tr_gene:WBGene00008284_1
gene:WBGene00008362,FLAIR_gene:WBGene00008362_2,tr_gene:WBGene00008362_3
gene:WBGene00008362,FLAIR_gene:WBGene00008362_4,tr_gene:WBGene00008362_4
gene:WBGene00008362,FLAIR_gene:WBGene00008362_3,tr_gene:WBGene00008362_2
gene:WBGene00008362,FLAIR_gene:WBGene00008362_1,tr_gene:WBGene00008362_1
gene:WBGene00008363,FLAIR_gene:WBGene00008363_1,tr_gene:WBGene00008363_1
gene:WBGene00008364,FLAIR_gene:WBGene00008364_1,tr_gene:WBGene00008364_1
gene:WBGene00008485,FLAIR_gene:WBGene00008485_1,tr_gene:WBGene00008485_1
gene:WBGene00008486,FLAIR_gene:WBGene00008486_1,tr_gene:WBGene00008486_1
gene:WBGene00008488,FLAIR_gene:WBGene00008488_1,tr_gene:WBGene00008488_1
gene:WBGene00008502,FLAIR_gene:WBGene00008502_1,tr_gene:WBGene00008502_1
gene:WBGene00008503,FLAIR_gene:WBGene00008503_2,tr_gene:WBGene00008503_2
gene:WBGene00008503,FLAIR_gene:WBGene00008503_1,tr_gene:WBGene00008503_1
gene:WBGene00008504,FLAIR_gene:WBGene00008504_2,tr_gene:WBGene00008504_2
gene:WBGene00008504,FLAIR_gene:WBGene00008504_1,tr_gene:WBGene00008504_1
gene:WBGene00008505,FLAIR_gene:WBGene00008505_1,tr_gene:WBGene00008505_1
gene:WBGene00008506,FLAIR_gene:WBGene00008506_1,tr_gene:WBGene00008506_1
gene:WBGene00008510,FLAIR_gene:WBGene00008510_1,tr_gene:WBGene00008510_1
gene:WBGene00008535,FLAIR_gene:WBGene00008535_1,tr_gene:WBGene00008535_1
gene:WBGene00008536,FLAIR_gene:WBGene00008536_2,tr_gene:WBGene00008536_2
gene:WBGene00008536,FLAIR_gene:WBGene00008536_1,tr_gene:WBGene00008536_1
gene:WBGene00008555,FLAIR_gene:WBGene00008555_1,tr_gene:WBGene00008555_1
gene:WBGene00008580,FLAIR_gene:WBGene00008580_1,tr_gene:WBGene00008580_1
gene:WBGene00008583,FLAIR_gene:WBGene00008583_1,tr_gene:WBGene00008583_1
gene:WBGene00008584,FLAIR_gene:WBGene00008584_1,tr_gene:WBGene00008584_1
gene:WBGene00008624,FLAIR_gene:WBGene00008624_1,tr_gene:WBGene00008624_2
gene:WBGene00008624,FLAIR_gene:WBGene00008624_2,tr_gene:WBGene00008624_1
gene:WBGene00008626,FLAIR_gene:WBGene00008626_1,tr_gene:WBGene00008626_1
gene:WBGene00008682,FLAIR_gene:WBGene00008682_2,tr_gene:WBGene00008682_2
gene:WBGene00008682,FLAIR_gene:WBGene00008682_1,tr_gene:WBGene00008682_1
gene:WBGene00008683,FLAIR_gene:WBGene00008683_1,tr_gene:WBGene00008683_1
gene:WBGene00008684,FLAIR_gene:WBGene00008684_1,tr_gene:WBGene00008684_1
gene:WBGene00008685,FLAIR_gene:WBGene00008685_1,tr_gene:WBGene00008685_1
gene:WBGene00008686,FLAIR_gene:WBGene00008686_1,tr_gene:WBGene00008686_1
gene:WBGene00008687,FLAIR_gene:WBGene00008687_1,tr_gene:WBGene00008687_1
gene:WBGene00008688,FLAIR_gene:WBGene00008688_1,tr_gene:WBGene00008688_1
gene:WBGene00008707,FLAIR_gene:WBGene00008707_1,tr_gene:WBGene00008707_1
gene:WBGene00008710,FLAIR_gene:WBGene00008710_1,tr_gene:WBGene00008710_1
gene:WBGene00008712,FLAIR_gene:WBGene00008712_1,tr_gene:WBGene00008712_1
gene:WBGene00008720,FLAIR_gene:WBGene00008720_1,tr_gene:WBGene00008720_1
gene:WBGene00008722,FLAIR_gene:WBGene00008722_1,tr_gene:WBGene00008722_1
gene:WBGene00008729,FLAIR_gene:WBGene00008729_1,tr_gene:WBGene00008729_1
gene:WBGene00008733,FLAIR_gene:WBGene00008733_1,tr_gene:WBGene00008733_1
gene:WBGene00008750,FLAIR_gene:WBGene00008750_1,tr_gene:WBGene00008750_1
gene:WBGene00008760,FLAIR_gene:WBGene00008760_1,tr_gene:WBGene00008760_1
gene:WBGene00008774,FLAIR_gene:WBGene00008774_1,tr_gene:WBGene00008774_1
gene:WBGene00008775,FLAIR_gene:WBGene00008775_2,tr_gene:WBGene00008775_2
gene:WBGene00008775,FLAIR_gene:WBGene00008775_1,tr_gene:WBGene00008775_1
gene:WBGene00008777,FLAIR_gene:WBGene00008777_1,tr_gene:WBGene00008777_1
gene:WBGene00008948,FLAIR_gene:WBGene00008948_1,tr_gene:WBGene00008948_1
gene:WBGene00008968,FLAIR_gene:WBGene00008968_1,tr_gene:WBGene00008968_1
gene:WBGene00008971,FLAIR_gene:WBGene00008971_1,tr_gene:WBGene00008971_1
gene:WBGene00009006,FLAIR_gene:WBGene00009006_1,tr_gene:WBGene00009006_1
gene:WBGene00009007,FLAIR_gene:WBGene00009007_1,tr_gene:WBGene00009007_1
gene:WBGene00009008,FLAIR_gene:WBGene00009008_1,tr_gene:WBGene00009008_1
gene:WBGene00009009,FLAIR_gene:WBGene00009009_1,tr_gene:WBGene00009009_1
gene:WBGene00009010,FLAIR_gene:WBGene00009010_1,tr_gene:WBGene00009010_1
gene:WBGene00009011,FLAIR_gene:WBGene00009011_1,tr_gene:WBGene00009011_1
gene:WBGene00009012,FLAIR_gene:WBGene00009012_1,tr_gene:WBGene00009012_1
gene:WBGene00009013,FLAIR_gene:WBGene00009013_1,tr_gene:WBGene00009013_1
gene:WBGene00009035,FLAIR_gene:WBGene00009035_2,tr_gene:WBGene00009035_2
gene:WBGene00009035,FLAIR_gene:WBGene00009035_1,tr_gene:WBGene00009035_1
gene:WBGene00009078,FLAIR_gene:WBGene00009078_2,tr_gene:WBGene00009078_2
gene:WBGene00009078,FLAIR_gene:WBGene00009078_1,tr_gene:WBGene00009078_1
gene:WBGene00009131,FLAIR_gene:WBGene00009131_1,tr_gene:WBGene00009131_1
gene:WBGene00009132,FLAIR_gene:WBGene00009132_1,tr_gene:WBGene00009132_1
gene:WBGene00009186,FLAIR_gene:WBGene00009186_1,tr_gene:WBGene00009186_1
gene:WBGene00009211,FLAIR_gene:WBGene00009211_1,tr_gene:WBGene00009211_1
gene:WBGene00009213,FLAIR_gene:WBGene00009213_1,tr_gene:WBGene00009213_1
gene:WBGene00009215,FLAIR_gene:WBGene00009215_1,tr_gene:WBGene00009215_1
gene:WBGene00009218,FLAIR_gene:WBGene00009218_1,tr_gene:WBGene00009218_1
gene:WBGene00009219,FLAIR_gene:WBGene00009219_1,tr_gene:WBGene00009219_1
gene:WBGene00009319,FLAIR_gene:WBGene00009319_1,tr_gene:WBGene00009319_1
gene:WBGene00009320,FLAIR_gene:WBGene00009320_1,tr_gene:WBGene00009320_1
gene:WBGene00009322,FLAIR_gene:WBGene00009322_1,tr_gene:WBGene00009322_1
gene:WBGene00009323,FLAIR_gene:WBGene00009323_1,tr_gene:WBGene00009323_1
gene:WBGene00009435,FLAIR_gene:WBGene00009435_1,tr_gene:WBGene00009435_1
gene:WBGene00009436,FLAIR_gene:WBGene00009436_1,tr_gene:WBGene00009436_1
gene:WBGene00009493,FLAIR_gene:WBGene00009493_1,tr_gene:WBGene00009493_1
gene:WBGene00009521,FLAIR_gene:WBGene00009521_1,tr_gene:WBGene00009521_1
gene:WBGene00009542,FLAIR_gene:WBGene00009542_1,tr_gene:WBGene00009542_1
gene:WBGene00009551,FLAIR_gene:WBGene00009551_1,tr_gene:WBGene00009551_1
gene:WBGene00009587,FLAIR_gene:WBGene00009587_1,tr_gene:WBGene00009587_1
gene:WBGene00009588,FLAIR_gene:WBGene00009588_1,tr_gene:WBGene00009588_1
gene:WBGene00009678,FLAIR_gene:WBGene00009678_1,tr_gene:WBGene00009678_1
gene:WBGene00009680,FLAIR_gene:WBGene00009680_1,tr_gene:WBGene00009680_1
gene:WBGene00009682,FLAIR_gene:WBGene00009682_1,tr_gene:WBGene00009682_1
gene:WBGene00009686,FLAIR_gene:WBGene00009686_1,tr_gene:WBGene00009686_1
gene:WBGene00009877,FLAIR_gene:WBGene00009877_1,tr_gene:WBGene00009877_1
gene:WBGene00009878,FLAIR_gene:WBGene00009878_1,tr_gene:WBGene00009878_1
gene:WBGene00009880,FLAIR_gene:WBGene00009880_1,tr_gene:WBGene00009880_1
gene:WBGene00009881,FLAIR_gene:WBGene00009881_1,tr_gene:WBGene00009881_1
gene:WBGene00009882,FLAIR_gene:WBGene00009882_1,tr_gene:WBGene00009882_1
gene:WBGene00009883,FLAIR_gene:WBGene00009883_1,tr_gene:WBGene00009883_1
gene:WBGene00009895,FLAIR_gene:WBGene00009895_1,tr_gene:WBGene00009895_1
gene:WBGene00009924,FLAIR_gene:WBGene00009924_1,tr_gene:WBGene00009924_1
gene:WBGene00009926,FLAIR_gene:WBGene00009926_1,tr_gene:WBGene00009926_1
gene:WBGene00009943,FLAIR_gene:WBGene00009943_1,tr_gene:WBGene00009943_1
gene:WBGene00009957,FLAIR_gene:WBGene00009957_1,tr_gene:WBGene00009957_1
gene:WBGene00010047,FLAIR_gene:WBGene00010047_1,tr_gene:WBGene00010047_1
gene:WBGene00010061,FLAIR_gene:WBGene00010061_1,tr_gene:WBGene00010061_1
gene:WBGene00010083,FLAIR_gene:WBGene00010083_1,tr_gene:WBGene00010083_1
gene:WBGene00010084,FLAIR_gene:WBGene00010084_1,tr_gene:WBGene00010084_1
gene:WBGene00010085,FLAIR_gene:WBGene00010085_1,tr_gene:WBGene00010085_1
gene:WBGene00010086,FLAIR_gene:WBGene00010086_1,tr_gene:WBGene00010086_1
gene:WBGene00010123,FLAIR_gene:WBGene00010123_1,tr_gene:WBGene00010123_1
gene:WBGene00010124,FLAIR_gene:WBGene00010124_1,tr_gene:WBGene00010124_1
gene:WBGene00010128,FLAIR_gene:WBGene00010128_1,tr_gene:WBGene00010128_1
gene:WBGene00010150,FLAIR_gene:WBGene00010150_2,tr_gene:WBGene00010150_2
gene:WBGene00010150,FLAIR_gene:WBGene00010150_1,tr_gene:WBGene00010150_1
gene:WBGene00010231,FLAIR_gene:WBGene00010231_1,tr_gene:WBGene00010231_1
gene:WBGene00010232,FLAIR_gene:WBGene00010232_1,tr_gene:WBGene00010232_1
gene:WBGene00010233,FLAIR_gene:WBGene00010233_1,tr_gene:WBGene00010233_1
gene:WBGene00010234,FLAIR_gene:WBGene00010234_1,tr_gene:WBGene00010234_1
gene:WBGene00010272,FLAIR_gene:WBGene00010272_1,tr_gene:WBGene00010272_1
gene:WBGene00010274,FLAIR_gene:WBGene00010274_1,tr_gene:WBGene00010274_1
gene:WBGene00010277,FLAIR_gene:WBGene00010277_1,tr_gene:WBGene00010277_1
gene:WBGene00010317,FLAIR_gene:WBGene00010317_2,tr_gene:WBGene00010317_2
gene:WBGene00010317,FLAIR_gene:WBGene00010317_3,tr_gene:WBGene00010317_3
gene:WBGene00010317,FLAIR_gene:WBGene00010317_1,tr_gene:WBGene00010317_1
gene:WBGene00010348,FLAIR_gene:WBGene00010348_1,tr_gene:WBGene00010348_1
gene:WBGene00010351,FLAIR_gene:WBGene00010351_1,tr_gene:WBGene00010351_1
gene:WBGene00010353,FLAIR_gene:WBGene00010353_1,tr_gene:WBGene00010353_1
gene:WBGene00010354,FLAIR_gene:WBGene00010354_1,tr_gene:WBGene00010354_1
gene:WBGene00010409,FLAIR_gene:WBGene00010409_2,tr_gene:WBGene00010409_2
gene:WBGene00010409,FLAIR_gene:WBGene00010409_1,tr_gene:WBGene00010409_1
gene:WBGene00010411,FLAIR_gene:WBGene00010411_1,tr_gene:WBGene00010411_1
gene:WBGene00010435,FLAIR_gene:WBGene00010435_1,tr_gene:WBGene00010435_1
gene:WBGene00010436,FLAIR_gene:WBGene00010436_1,tr_gene:WBGene00010436_1
gene:WBGene00010437,FLAIR_gene:WBGene00010437_1,tr_gene:WBGene00010437_1
gene:WBGene00010439,FLAIR_gene:WBGene00010439_1,tr_gene:WBGene00010439_1
gene:WBGene00010440,FLAIR_gene:WBGene00010440_1,tr_gene:WBGene00010440_1
gene:WBGene00010442,FLAIR_gene:WBGene00010442_1,tr_gene:WBGene00010442_1
gene:WBGene00010444,FLAIR_gene:WBGene00010444_1,tr_gene:WBGene00010444_1
gene:WBGene00010484,FLAIR_gene:WBGene00010484_1,tr_gene:WBGene00010484_1
gene:WBGene00010556,FLAIR_gene:WBGene00010556_1,tr_gene:WBGene00010556_1
gene:WBGene00010557,FLAIR_gene:WBGene00010557_2,tr_gene:WBGene00010557_2
gene:WBGene00010557,FLAIR_gene:WBGene00010557_1,tr_gene:WBGene00010557_1
gene:WBGene00010633,FLAIR_gene:WBGene00010633_1,tr_gene:WBGene00010633_1
gene:WBGene00010637,FLAIR_gene:WBGene00010637_1,tr_gene:WBGene00010637_1
gene:WBGene00010638,FLAIR_gene:WBGene00010638_1,tr_gene:WBGene00010638_1
gene:WBGene00010640,FLAIR_gene:WBGene00010640_1,tr_gene:WBGene00010640_1
gene:WBGene00010646,FLAIR_gene:WBGene00010646_1,tr_gene:WBGene00010646_1
gene:WBGene00010648,FLAIR_gene:WBGene00010648_1,tr_gene:WBGene00010648_1
gene:WBGene00010649,FLAIR_gene:WBGene00010649_1,tr_gene:WBGene00010649_1
gene:WBGene00010657,FLAIR_gene:WBGene00010657_1,tr_gene:WBGene00010657_1
gene:WBGene00010659,FLAIR_gene:WBGene00010659_1,tr_gene:WBGene00010659_1
gene:WBGene00010660,FLAIR_gene:WBGene00010660_1,tr_gene:WBGene00010660_1
gene:WBGene00010666,FLAIR_gene:WBGene00010666_1,tr_gene:WBGene00010666_1
gene:WBGene00010667,FLAIR_gene:WBGene00010667_1,tr_gene:WBGene00010667_1
gene:WBGene00010670,FLAIR_gene:WBGene00010670_1,tr_gene:WBGene00010670_1
gene:WBGene00010671,FLAIR_gene:WBGene00010671_1,tr_gene:WBGene00010671_1
gene:WBGene00010675,FLAIR_gene:WBGene00010675_1,tr_gene:WBGene00010675_1
gene:WBGene00010676,FLAIR_gene:WBGene00010676_1,tr_gene:WBGene00010676_1
gene:WBGene00010677,FLAIR_gene:WBGene00010677_1,tr_gene:WBGene00010677_1
gene:WBGene00010678,FLAIR_gene:WBGene00010678_1,tr_gene:WBGene00010678_1
gene:WBGene00010709,FLAIR_gene:WBGene00010709_1,tr_gene:WBGene00010709_1
gene:WBGene00010713,FLAIR_gene:WBGene00010713_1,tr_gene:WBGene00010713_1
gene:WBGene00010745,FLAIR_gene:WBGene00010745_1,tr_gene:WBGene00010745_1
gene:WBGene00010793,FLAIR_gene:WBGene00010793_3,tr_gene:WBGene00010793_3
gene:WBGene00010793,FLAIR_gene:WBGene00010793_2,tr_gene:WBGene00010793_2
gene:WBGene00010793,FLAIR_gene:WBGene00010793_1,tr_gene:WBGene00010793_1
gene:WBGene00010794,FLAIR_gene:WBGene00010794_1,tr_gene:WBGene00010794_1
gene:WBGene00010827,FLAIR_gene:WBGene00010827_1,tr_gene:WBGene00010827_1
gene:WBGene00010828,FLAIR_gene:WBGene00010828_1,tr_gene:WBGene00010828_1
gene:WBGene00010846,FLAIR_gene:WBGene00010846_1,tr_gene:WBGene00010846_1
gene:WBGene00010847,FLAIR_gene:WBGene00010847_1,tr_gene:WBGene00010847_1
gene:WBGene00010882,FLAIR_gene:WBGene00010882_1,tr_gene:WBGene00010882_1
gene:WBGene00010884,FLAIR_gene:WBGene00010884_1,tr_gene:WBGene00010884_1
gene:WBGene00010887,FLAIR_gene:WBGene00010887_1,tr_gene:WBGene00010887_1
gene:WBGene00010888,FLAIR_gene:WBGene00010888_1,tr_gene:WBGene00010888_1
gene:WBGene00010889,FLAIR_gene:WBGene00010889_1,tr_gene:WBGene00010889_1
gene:WBGene00010890,FLAIR_gene:WBGene00010890_2,tr_gene:WBGene00010890_2
gene:WBGene00010890,FLAIR_gene:WBGene00010890_1,tr_gene:WBGene00010890_1
gene:WBGene00010891,FLAIR_gene:WBGene00010891_1,tr_gene:WBGene00010891_1
gene:WBGene00010892,FLAIR_gene:WBGene00010892_1,tr_gene:WBGene00010892_1
gene:WBGene00010918,FLAIR_gene:WBGene00010918_1,tr_gene:WBGene00010918_1
gene:WBGene00011122,FLAIR_gene:WBGene00011122_2,tr_gene:WBGene00011122_2
gene:WBGene00011122,FLAIR_gene:WBGene00011122_1,tr_gene:WBGene00011122_1
gene:WBGene00011123,FLAIR_gene:WBGene00011123_1,tr_gene:WBGene00011123_1
gene:WBGene00011124,FLAIR_gene:WBGene00011124_1,tr_gene:WBGene00011124_1
gene:WBGene00011128,FLAIR_gene:WBGene00011128_1,tr_gene:WBGene00011128_1
gene:WBGene00011131,FLAIR_gene:WBGene00011131_1,tr_gene:WBGene00011131_1
gene:WBGene00011175,FLAIR_gene:WBGene00011175_1,tr_gene:WBGene00011175_1
gene:WBGene00011181,FLAIR_gene:WBGene00011181_1,tr_gene:WBGene00011181_1
gene:WBGene00011182,FLAIR_gene:WBGene00011182_1,tr_gene:WBGene00011182_1
gene:WBGene00011222,FLAIR_gene:WBGene00011222_1,tr_gene:WBGene00011222_1
gene:WBGene00011224,FLAIR_gene:WBGene00011224_1,tr_gene:WBGene00011224_1
gene:WBGene00011225,FLAIR_gene:WBGene00011225_1,tr_gene:WBGene00011225_1
gene:WBGene00011236,FLAIR_gene:WBGene00011236_1,tr_gene:WBGene00011236_1
gene:WBGene00011237,FLAIR_gene:WBGene00011237_1,tr_gene:WBGene00011237_1
gene:WBGene00011239,FLAIR_gene:WBGene00011239_1,tr_gene:WBGene00011239_1
gene:WBGene00011240,FLAIR_gene:WBGene00011240_2,tr_gene:WBGene00011240_2
gene:WBGene00011240,FLAIR_gene:WBGene00011240_1,tr_gene:WBGene00011240_1
gene:WBGene00011259,FLAIR_gene:WBGene00011259_1,tr_gene:WBGene00011259_1
gene:WBGene00011291,FLAIR_gene:WBGene00011291_1,tr_gene:WBGene00011291_1
gene:WBGene00011292,FLAIR_gene:WBGene00011292_1,tr_gene:WBGene00011292_1
gene:WBGene00011292,FLAIR_gene:WBGene00011292_2,tr_gene:WBGene00011292_2
gene:WBGene00011338,FLAIR_gene:WBGene00011338_1,tr_gene:WBGene00011338_1
gene:WBGene00011374,FLAIR_gene:WBGene00011374_1,tr_gene:WBGene00011374_1
gene:WBGene00011422,FLAIR_gene:WBGene00011422_1,tr_gene:WBGene00011422_1
gene:WBGene00011423,FLAIR_gene:WBGene00011423_1,tr_gene:WBGene00011423_1
gene:WBGene00011424,FLAIR_gene:WBGene00011424_1,tr_gene:WBGene00011424_1
gene:WBGene00011480,FLAIR_gene:WBGene00011480_1,tr_gene:WBGene00011480_2
gene:WBGene00011480,FLAIR_gene:WBGene00011480_3,tr_gene:WBGene00011480_3
gene:WBGene00011480,FLAIR_gene:WBGene00011480_2,tr_gene:WBGene00011480_1
gene:WBGene00011481,FLAIR_gene:WBGene00011481_1,tr_gene:WBGene00011481_1
gene:WBGene00011482,FLAIR_gene:WBGene00011482_1,tr_gene:WBGene00011482_1
gene:WBGene00011597,FLAIR_gene:WBGene00011597_1,tr_gene:WBGene00011597_1
gene:WBGene00011600,FLAIR_gene:WBGene00011600_1,tr_gene:WBGene00011600_1
gene:WBGene00011601,FLAIR_gene:WBGene00011601_1,tr_gene:WBGene00011601_1
gene:WBGene00011717,FLAIR_gene:WBGene00011717_1,tr_gene:WBGene00011717_1
gene:WBGene00011718,FLAIR_gene:WBGene00011718_1,tr_gene:WBGene00011718_1
gene:WBGene00011720,FLAIR_gene:WBGene00011720_2,tr_gene:WBGene00011720_2
gene:WBGene00011720,FLAIR_gene:WBGene00011720_1,tr_gene:WBGene00011720_1
gene:WBGene00011722,FLAIR_gene:WBGene00011722_1,tr_gene:WBGene00011722_1
gene:WBGene00011725,FLAIR_gene:WBGene00011725_1,tr_gene:WBGene00011725_1
gene:WBGene00011737,FLAIR_gene:WBGene00011737_1,tr_gene:WBGene00011737_1
gene:WBGene00011738,FLAIR_gene:WBGene00011738_1,tr_gene:WBGene00011738_1
gene:WBGene00011739,FLAIR_gene:WBGene00011739_1,tr_gene:WBGene00011739_1
gene:WBGene00011740,FLAIR_gene:WBGene00011740_1,tr_gene:WBGene00011740_1
gene:WBGene00011741,FLAIR_gene:WBGene00011741_1,tr_gene:WBGene00011741_1
gene:WBGene00011742,FLAIR_gene:WBGene00011742_1,tr_gene:WBGene00011742_1
gene:WBGene00011743,FLAIR_gene:WBGene00011743_1,tr_gene:WBGene00011743_1
gene:WBGene00011746,FLAIR_gene:WBGene00011746_1,tr_gene:WBGene00011746_1
gene:WBGene00011747,FLAIR_gene:WBGene00011747_1,tr_gene:WBGene00011747_1
gene:WBGene00011773,FLAIR_gene:WBGene00011773_1,tr_gene:WBGene00011773_1
gene:WBGene00011774,FLAIR_gene:WBGene00011774_1,tr_gene:WBGene00011774_1
gene:WBGene00011775,FLAIR_gene:WBGene00011775_2,tr_gene:WBGene00011775_2
gene:WBGene00011775,FLAIR_gene:WBGene00011775_1,tr_gene:WBGene00011775_1
gene:WBGene00011776,FLAIR_gene:WBGene00011776_1,tr_gene:WBGene00011776_1
gene:WBGene00011856,FLAIR_gene:WBGene00011856_1,tr_gene:WBGene00011856_1
gene:WBGene00011857,FLAIR_gene:WBGene00011857_1,tr_gene:WBGene00011857_1
gene:WBGene00011857,FLAIR_gene:WBGene00011857_2,tr_gene:WBGene00011857_2
gene:WBGene00011858,FLAIR_gene:WBGene00011858_1,tr_gene:WBGene00011858_1
gene:WBGene00011859,FLAIR_gene:WBGene00011859_1,tr_gene:WBGene00011859_1
gene:WBGene00011860,FLAIR_gene:WBGene00011860_1,tr_gene:WBGene00011860_1
gene:WBGene00011939,FLAIR_gene:WBGene00011939_1,tr_gene:WBGene00011939_1
gene:WBGene00011940,FLAIR_gene:WBGene00011940_1,tr_gene:WBGene00011940_1
gene:WBGene00011941,FLAIR_gene:WBGene00011941_1,tr_gene:WBGene00011941_1
gene:WBGene00011951,FLAIR_gene:WBGene00011951_1,tr_gene:WBGene00011951_1
gene:WBGene00011959,FLAIR_gene:WBGene00011959_1,tr_gene:WBGene00011959_1
gene:WBGene00012014,FLAIR_gene:WBGene00012014_1,tr_gene:WBGene00012014_1
gene:WBGene00012015,FLAIR_gene:WBGene00012015_1,tr_gene:WBGene00012015_1
gene:WBGene00012118,FLAIR_gene:WBGene00012118_1,tr_gene:WBGene00012118_1
gene:WBGene00012121,FLAIR_gene:WBGene00012121_1,tr_gene:WBGene00012121_1
gene:WBGene00012122,FLAIR_gene:WBGene00012122_1,tr_gene:WBGene00012122_1
gene:WBGene00012128,FLAIR_gene:WBGene00012128_2,tr_gene:WBGene00012128_2
gene:WBGene00012128,FLAIR_gene:WBGene00012128_1,tr_gene:WBGene00012128_1
gene:WBGene00012134,FLAIR_gene:WBGene00012134_1,tr_gene:WBGene00012134_1
gene:WBGene00012163,FLAIR_gene:WBGene00012163_1,tr_gene:WBGene00012163_1
gene:WBGene00012341,FLAIR_gene:WBGene00012341_1,tr_gene:WBGene00012341_1
gene:WBGene00012342,FLAIR_gene:WBGene00012342_1,tr_gene:WBGene00012342_1
gene:WBGene00012382,FLAIR_gene:WBGene00012382_1,tr_gene:WBGene00012382_1
gene:WBGene00012383,FLAIR_gene:WBGene00012383_1,tr_gene:WBGene00012383_1
gene:WBGene00012385,FLAIR_gene:WBGene00012385_1,tr_gene:WBGene00012385_1
gene:WBGene00012420,FLAIR_gene:WBGene00012420_1,tr_gene:WBGene00012420_1
gene:WBGene00012423,FLAIR_gene:WBGene00012423_1,tr_gene:WBGene00012423_1
gene:WBGene00012424,FLAIR_gene:WBGene00012424_1,tr_gene:WBGene00012424_1
gene:WBGene00012428,FLAIR_gene:WBGene00012428_1,tr_gene:WBGene00012428_1
gene:WBGene00012431,FLAIR_gene:WBGene00012431_1,tr_gene:WBGene00012431_1
gene:WBGene00012434,FLAIR_gene:WBGene00012434_1,tr_gene:WBGene00012434_1
gene:WBGene00012435,FLAIR_gene:WBGene00012435_1,tr_gene:WBGene00012435_1
gene:WBGene00012435,FLAIR_gene:WBGene00012435_2,tr_gene:WBGene00012435_2
gene:WBGene00012436,FLAIR_gene:WBGene00012436_1,tr_gene:WBGene00012436_1
gene:WBGene00012496,FLAIR_gene:WBGene00012496_1,tr_gene:WBGene00012496_1
gene:WBGene00012497,FLAIR_gene:WBGene00012497_1,tr_gene:WBGene00012497_1
gene:WBGene00012535,FLAIR_gene:WBGene00012535_1,tr_gene:WBGene00012535_1
gene:WBGene00012536,FLAIR_gene:WBGene00012536_1,tr_gene:WBGene00012536_1
gene:WBGene00012538,FLAIR_gene:WBGene00012538_1,tr_gene:WBGene00012538_1
gene:WBGene00012543,FLAIR_gene:WBGene00012543_2,tr_gene:WBGene00012543_2
gene:WBGene00012543,FLAIR_gene:WBGene00012543_1,tr_gene:WBGene00012543_1
gene:WBGene00012640,FLAIR_gene:WBGene00012640_1,tr_gene:WBGene00012640_1
gene:WBGene00012704,FLAIR_gene:WBGene00012704_1,tr_gene:WBGene00012704_1
gene:WBGene00012747,FLAIR_gene:WBGene00012747_1,tr_gene:WBGene00012747_1
gene:WBGene00012762,FLAIR_gene:WBGene00012762_1,tr_gene:WBGene00012762_1
gene:WBGene00012765,FLAIR_gene:WBGene00012765_2,tr_gene:WBGene00012765_2
gene:WBGene00012765,FLAIR_gene:WBGene00012765_1,tr_gene:WBGene00012765_1
gene:WBGene00012766,FLAIR_gene:WBGene00012766_1,tr_gene:WBGene00012766_1
gene:WBGene00012767,FLAIR_gene:WBGene00012767_1,tr_gene:WBGene00012767_1
gene:WBGene00012768,FLAIR_gene:WBGene00012768_1,tr_gene:WBGene00012768_1
gene:WBGene00012769,FLAIR_gene:WBGene00012769_1,tr_gene:WBGene00012769_1
gene:WBGene00012782,FLAIR_gene:WBGene00012782_1,tr_gene:WBGene00012782_1
gene:WBGene00012783,FLAIR_gene:WBGene00012783_1,tr_gene:WBGene00012783_1
gene:WBGene00012794,FLAIR_gene:WBGene00012794_1,tr_gene:WBGene00012794_1
gene:WBGene00012795,FLAIR_gene:WBGene00012795_1,tr_gene:WBGene00012795_1
gene:WBGene00012866,FLAIR_gene:WBGene00012866_1,tr_gene:WBGene00012866_1
gene:WBGene00012867,FLAIR_gene:WBGene00012867_1,tr_gene:WBGene00012867_1
gene:WBGene00012868,FLAIR_gene:WBGene00012868_2,tr_gene:WBGene00012868_2
gene:WBGene00012868,FLAIR_gene:WBGene00012868_1,tr_gene:WBGene00012868_1
gene:WBGene00012869,FLAIR_gene:WBGene00012869_1,tr_gene:WBGene00012869_1
gene:WBGene00012875,FLAIR_gene:WBGene00012875_1,tr_gene:WBGene00012875_1
gene:WBGene00012878,FLAIR_gene:WBGene00012878_1,tr_gene:WBGene00012878_1
gene:WBGene00012879,FLAIR_gene:WBGene00012879_1,tr_gene:WBGene00012879_1
gene:WBGene00012880,FLAIR_gene:WBGene00012880_1,tr_gene:WBGene00012880_1
gene:WBGene00012885,FLAIR_gene:WBGene00012885_1,tr_gene:WBGene00012885_1
gene:WBGene00012887,FLAIR_gene:WBGene00012887_1,tr_gene:WBGene00012887_1
gene:WBGene00012888,FLAIR_gene:WBGene00012888_1,tr_gene:WBGene00012888_1
gene:WBGene00012889,FLAIR_gene:WBGene00012889_1,tr_gene:WBGene00012889_1
gene:WBGene00012890,FLAIR_gene:WBGene00012890_1,tr_gene:WBGene00012890_1
gene:WBGene00013100,FLAIR_gene:WBGene00013100_1,tr_gene:WBGene00013100_1
gene:WBGene00013101,FLAIR_gene:WBGene00013101_1,tr_gene:WBGene00013101_1
