ujc_id,num_xscripts,junction_string
tr2R_8124981_8127242_13043,1,2R:8125209:8125267:-|2R:8125473:8125533:-|2R:8127009:8127065:-
tr2R_8124981_8127242_13044,1,2R:8125209:8125267:-|2R:8125473:8125533:-|2R:8126869:8126924:-|2R:8127009:8127065:-
tr2R_8124981_8127242_13045,1,2R:8125209:8125267:-|2R:8125470:8125533:-|2R:8126869:8126924:-|2R:8127009:8127065:-
tr2R_8127575_8129476_11424,1,2R:8128261:8128324:+
tr2R_8134170_8135315_6950,2,2R:8134896:8134967:-
tr2R_8159406_8161235_11053,1,2R:8160001:8160055:-|2R:8160929:8161033:-
tr2R_8159406_8161565_12630,1,2R:8160001:8160055:-|2R:8160929:8161411:-
tr2R_8159406_8161565_12631,1,2R:8160001:8160055:-|2R:8160929:8161033:-|2R:8161268:8161411:-
tr2R_8161679_8163500_11018,1,2R:8162224:8162286:-|2R:8162428:8162488:-|2R:8162706:8162770:-|2R:8163240:8163322:-
tr2R_8167948_8170089_12554,1,2R:8168126:8168190:+|2R:8169073:8169129:+|2R:8169191:8169245:+|2R:8169440:8169504:+
tr2R_8172364_8173613_7694,1,2R:8172771:8173173:-|2R:8173369:8173480:-
tr2R_8204888_8205706_4706,1,monoexon_8204888_8205706
tr2R_8254223_8256931_14691,1,2R:8254477:8254902:+|2R:8255604:8256072:+
tr2R_8259841_8260483_3226,1,monoexon_8259841_8260483
tr2R_8259841_8260483_3227,1,2R:8259909:8259996:+
tr2R_8260647_8261463_4689,1,monoexon_8260647_8261463
tr2R_8260607_8261463_4989,1,2R:8261190:8261255:-
tr2R_8262674_8263278_2936,1,monoexon_8262674_8263278
tr2R_8358538_8359472_5536,1,monoexon_8358538_8359472
tr2R_8367163_8367927_4274,1,monoexon_8367163_8367927
tr2R_8368344_8370038_10314,1,monoexon_8368344_8370038
tr2R_8368344_8370038_10315,1,2R:8369880:8369936:-
tr2R_8371073_8372142_6452,1,monoexon_8371073_8372142
tr2R_8396397_8411230_25925,1,2R:8396640:8396703:-|2R:8396865:8396928:-|2R:8397355:8397614:-|2R:8398159:8403891:-|2R:8404285:8411097:-
tr2R_8396397_8411767_26044,1,2R:8396640:8396703:-|2R:8396865:8396928:-|2R:8397355:8397614:-|2R:8398159:8403891:-|2R:8404285:8411571:-
tr2R_8439461_8441121_10099,1,2R:8439699:8439755:-|2R:8439937:8439992:-|2R:8440232:8440350:-|2R:8440511:8440571:-|2R:8440697:8440755:-|2R:8440824:8440917:-
tr2R_8439395_8442806_16651,1,2R:8439699:8439755:-|2R:8439937:8439992:-|2R:8440232:8440350:-|2R:8440511:8440571:-|2R:8440697:8440755:-|2R:8440824:8441382:-|2R:8441661:8441715:-|2R:8441824:8442587:-
tr2R_8458815_8460884_12250,1,2R:8459635:8459697:+|2R:8459753:8459810:+|2R:8460008:8460095:+|2R:8460546:8460628:+
tr2R_8468646_8471663_15619,2,2R:8469633:8469711:-|2R:8469854:8470079:-
tr2R_8471954_8473961_11981,1,2R:8473083:8473141:+|2R:8473595:8473656:+|2R:8473799:8473877:+
tr2R_8551859_8552290_1666,1,monoexon_8551859_8552290
tr2R_8564187_8567202_15617,2,2R:8564768:8564826:-
tr2R_8569137_8570306_7127,1,2R:8569768:8569883:+
tr2R_8569137_8570306_7128,1,2R:8569636:8569978:+
tr2R_8570499_8572147_10031,1,monoexon_8570499_8572147
tr2R_8590497_8591948_8934,1,2R:8590590:8591023:+|2R:8591084:8591565:+
tr2R_8594031_8595001_5780,1,2R:8594641:8594849:-
tr2R_8597528_8599962_13764,1,2R:8597847:8598113:-|2R:8598289:8598572:-|2R:8599007:8599271:-|2R:8599403:8599472:-|2R:8599701:8599811:-
tr2R_8596972_8599962_15536,1,2R:8597847:8598113:-|2R:8598289:8598572:-|2R:8599007:8599271:-|2R:8599403:8599472:-|2R:8599701:8599811:-|2R:8599858:8599919:-
tr2R_8611379_8614155_14887,1,2R:8612059:8613034:-
tr2R_8616170_8620151_17857,1,2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618531:+|2R:8618729:8618788:+
tr2R_8614722_8620151_20170,1,2R:8615249:8615407:+|2R:8615476:8615903:+|2R:8616156:8616327:+|2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618531:+|2R:8618729:8618788:+
tr2R_8614722_8620151_20171,1,2R:8615263:8615407:+|2R:8615476:8615903:+|2R:8616003:8616327:+|2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618531:+|2R:8618729:8618788:+
tr2R_8616170_8624135_22709,1,2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618531:+|2R:8618729:8618788:+|2R:8619028:8620510:+|2R:8620675:8620731:+|2R:8620960:8621030:+|2R:8621127:8621193:+|2R:8622977:8623042:+
tr2R_8616170_8625203_23467,1,2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618519:+|2R:8618729:8618788:+|2R:8619028:8620510:+|2R:8620675:8620731:+|2R:8620960:8621030:+|2R:8621127:8621193:+|2R:8622977:8623042:+
tr2R_8614722_8625203_24225,1,2R:8615263:8615407:+|2R:8615476:8615903:+|2R:8616078:8616327:+|2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618519:+|2R:8618729:8618788:+|2R:8619028:8620510:+|2R:8620675:8620731:+|2R:8620960:8621030:+|2R:8621127:8621193:+|2R:8622977:8623042:+
tr2R_8614722_8625203_24226,1,2R:8615249:8615407:+|2R:8615476:8615903:+|2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618519:+|2R:8618729:8618788:+|2R:8619028:8620510:+|2R:8620675:8620731:+|2R:8620960:8621030:+|2R:8621127:8621193:+|2R:8622977:8623042:+
tr2R_8614722_8625203_24227,1,2R:8615245:8615407:+|2R:8615476:8615903:+|2R:8616156:8616327:+|2R:8616516:8616700:+|2R:8618171:8618234:+|2R:8618461:8618519:+|2R:8618729:8618788:+|2R:8619028:8620510:+|2R:8620675:8620731:+|2R:8620960:8621030:+|2R:8621127:8621193:+|2R:8622977:8623042:+
tr2R_8626181_8627611_8801,1,monoexon_8626181_8627611
tr2R_8627900_8630186_13138,1,monoexon_8627900_8630186
tr2R_8630207_8631962_10657,2,2R:8631013:8631072:-|2R:8631506:8631633:-
tr2R_8693739_8696245_14008,1,2R:8694713:8694780:-|2R:8695251:8696068:-
tr2R_8692796_8695797_15575,2,2R:8694713:8694780:-|2R:8695251:8695715:-
tr2R_8696428_8698583_12609,1,2R:8697122:8697650:+
tr2R_8700692_8701794_6663,1,monoexon_8700692_8701794
tr2R_8702334_8704502_12675,1,2R:8702353:8702535:+|2R:8702860:8702924:+|2R:8702998:8703052:+|2R:8703537:8703607:+|2R:8703755:8703814:+|2R:8704048:8704102:+
tr2R_8701835_8704502_14564,1,2R:8702201:8702535:+|2R:8702860:8702924:+|2R:8702998:8703052:+|2R:8703537:8703607:+|2R:8703755:8703814:+|2R:8704048:8704102:+
tr2R_8706388_8709486_15846,1,2R:8707361:8707417:-|2R:8707651:8707721:-|2R:8707860:8707920:-|2R:8708426:8708496:-|2R:8708570:8708627:-|2R:8708952:8709012:-|2R:8709232:8709294:-
tr2R_8706388_8709486_15847,1,2R:8707361:8707417:-|2R:8707625:8707721:-|2R:8707860:8707920:-|2R:8708426:8708496:-|2R:8708570:8708627:-|2R:8708952:8709012:-|2R:8709232:8709294:-
tr2R_8706388_8709486_15848,1,2R:8707361:8707417:-|2R:8707651:8707721:-|2R:8707860:8707916:-|2R:8708426:8708496:-|2R:8708570:8708627:-|2R:8708952:8709012:-|2R:8709232:8709294:-
tr2R_8710398_8712913_14057,1,2R:8710681:8710868:-|2R:8711102:8711155:-|2R:8711294:8711452:-|2R:8711937:8711997:-|2R:8712071:8712133:-|2R:8712458:8712515:-|2R:8712735:8712790:-|2R:8712821:8712877:-
tr2R_8713446_8715094_10032,2,monoexon_8713446_8715094
tr2R_8792633_8793773_6916,1,monoexon_8792633_8793773
tr2R_8888404_8891401_15559,2,2R:8889795:8889859:-|2R:8891118:8891250:-
tr2R_8893613_8898798_19819,1,2R:8893737:8893926:+|2R:8894141:8894204:+|2R:8895167:8895230:+|2R:8895473:8895532:+|2R:8895644:8895954:+|2R:8896053:8896204:+|2R:8897630:8897695:+|2R:8897802:8897865:+|2R:8898173:8898251:+|2R:8898322:8898389:+
tr2R_8893613_8898798_19820,1,2R:8893737:8893926:+|2R:8894141:8894204:+|2R:8895167:8895230:+|2R:8895473:8895532:+|2R:8895644:8895951:+|2R:8896053:8896204:+|2R:8897630:8897695:+|2R:8897802:8897865:+|2R:8898173:8898251:+|2R:8898322:8898389:+
tr2R_8893613_8898798_19821,1,2R:8893737:8893926:+|2R:8894141:8894204:+|2R:8895167:8895230:+|2R:8895473:8895532:+|2R:8895644:8895787:+|2R:8895843:8895954:+|2R:8896053:8896204:+|2R:8897630:8897695:+|2R:8897802:8897865:+|2R:8898173:8898251:+|2R:8898322:8898389:+
tr2R_8893613_8898798_19822,1,2R:8893737:8893926:+|2R:8894141:8894204:+|2R:8895167:8895230:+|2R:8895473:8895532:+|2R:8895644:8895787:+|2R:8895843:8895951:+|2R:8896053:8896204:+|2R:8897630:8897695:+|2R:8897802:8897865:+|2R:8898173:8898251:+|2R:8898322:8898389:+
tr2R_8900241_8900617_1322,1,monoexon_8900241_8900617
tr2R_8900566_8901375_4640,1,2R:8900840:8900893:-
tr2R_8909432_8910349_5424,1,monoexon_8909432_8910349
tr2R_8918940_8920368_8792,1,2R:8919466:8919524:-
tr2R_8918940_8920368_8793,1,2R:8919463:8919524:-
tr2R_8920270_8922755_13939,1,2R:8920556:8920620:-|2R:8920721:8920785:-|2R:8921507:8921572:-|2R:8921896:8921953:-|2R:8922279:8922339:-|2R:8922506:8922569:-
tr2R_8922785_8925346_14230,1,2R:8923115:8923268:+
tr2R_8925671_8926890_7487,1,monoexon_8925671_8926890
tr2R_8927014_8928105_6589,1,2R:8927884:8927941:-
tr2R_8928169_8933103_19484,1,2R:8928354:8928458:+|2R:8928648:8928709:+|2R:8928878:8928936:+|2R:8930197:8930259:+|2R:8930380:8930434:+|2R:8930533:8930591:+|2R:8930650:8930710:+|2R:8931005:8931070:+|2R:8931266:8931331:+|2R:8931693:8931755:+|2R:8931953:8932015:+|2R:8932226:8932291:+|2R:8932512:8932571:+|2R:8932680:8932743:+
tr2R_8928169_8933103_19485,1,2R:8928354:8928458:+|2R:8928648:8928709:+|2R:8928878:8928936:+|2R:8930197:8930259:+|2R:8930380:8930434:+|2R:8930533:8930591:+|2R:8930647:8930710:+|2R:8931005:8931070:+|2R:8931266:8931331:+|2R:8931693:8931755:+|2R:8931953:8932015:+|2R:8932226:8932291:+|2R:8932512:8932571:+|2R:8932680:8932743:+
tr2R_8933423_8934445_6126,1,2R:8933759:8933819:+|2R:8934293:8934361:+
tr2R_8934576_8939789_19857,1,2R:8935481:8935541:-|2R:8936312:8936370:-|2R:8936701:8936763:-|2R:8937103:8937158:-|2R:8937501:8937554:-|2R:8937819:8937882:-|2R:8937994:8938053:-|2R:8938141:8938198:-|2R:8938648:8938704:-|2R:8938813:8938873:-|2R:8939108:8939169:-|2R:8939623:8939682:-
tr2R_8940415_8941136_3890,1,monoexon_8940415_8941136
tr2R_8949509_8951086_9653,1,2R:8950791:8950911:-
tr2R_8948113_8951086_15483,1,2R:8948941:8949846:-|2R:8950791:8950911:-
tr2R_8951595_8952242_3266,2,2R:8951892:8952002:+
tr2R_8963164_8968184_19615,1,2R:8963555:8963615:-|2R:8963720:8963777:-|2R:8964005:8964359:-|2R:8964485:8965216:-|2R:8965534:8968155:-
tr2R_8969346_8985575_26259,1,2R:8970182:8970244:-|2R:8970363:8970428:-|2R:8970543:8970612:-|2R:8970796:8970865:-|2R:8971108:8971425:-|2R:8975444:8984927:-
tr2R_8969346_8985900_26330,1,2R:8970182:8970244:-|2R:8970363:8970428:-|2R:8970543:8970612:-|2R:8970796:8970865:-|2R:8971051:8971425:-|2R:8975444:8984927:-
tr2R_8969346_8985900_26331,1,2R:8970182:8970244:-|2R:8970363:8970428:-|2R:8970543:8970612:-|2R:8970796:8970865:-|2R:8971249:8971425:-|2R:8975444:8984927:-
tr2R_9007234_9009498_13053,1,2R:9007786:9007871:-|2R:9008249:9008318:-|2R:9008495:9008703:-
tr2R_9007234_9012064_19329,1,2R:9007786:9007871:-|2R:9008249:9008318:-|2R:9008495:9008703:-|2R:9009224:9011237:-|2R:9011416:9011513:-
tr2R_9007234_9013526_21224,1,2R:9007786:9007871:-|2R:9008249:9008318:-|2R:9008495:9011237:-|2R:9011416:9013019:-
tr2R_9007234_9013526_21225,1,2R:9007786:9007871:-|2R:9008249:9008318:-|2R:9008495:9008703:-|2R:9009224:9011237:-|2R:9011416:9013019:-
tr2R_9014368_9017195_15043,1,2R:9014573:9014634:-|2R:9014732:9015310:-|2R:9015417:9015476:-|2R:9015995:9016247:-|2R:9016551:9016610:-
tr2R_9017815_9019032_7474,1,2R:9018225:9018290:+|2R:9018375:9018498:+|2R:9018648:9018702:+
tr2R_9019032_9031045_24921,1,2R:9019548:9019606:-|2R:9019899:9020034:-|2R:9020287:9020354:-|2R:9020465:9021256:-|2R:9021486:9021728:-|2R:9021858:9021963:-|2R:9024069:9030233:-|2R:9030319:9030892:-
tr2R_9019032_9031045_24922,1,2R:9019548:9019606:-|2R:9019899:9020034:-|2R:9020287:9020354:-|2R:9020465:9021728:-|2R:9021858:9021963:-|2R:9024069:9030233:-|2R:9030319:9030876:-
tr2R_9039728_9042142_13691,1,2R:9039801:9039859:-|2R:9040037:9040096:-|2R:9040218:9040273:-|2R:9040490:9040555:-|2R:9041811:9042046:-
tr2R_9039728_9042142_13692,1,2R:9039801:9039859:-|2R:9040037:9040096:-|2R:9040218:9040273:-|2R:9040490:9040555:-|2R:9041811:9041872:-|2R:9041931:9042046:-
tr2R_9042261_9044709_13814,1,2R:9042609:9042666:-|2R:9043427:9043486:-|2R:9043581:9043637:-
tr2R_9044850_9059907_25975,1,2R:9046748:9047658:-|2R:9047849:9047914:-|2R:9048026:9048176:-|2R:9048337:9048467:-|2R:9048537:9049880:-|2R:9050132:9050515:-|2R:9050629:9050843:-|2R:9051151:9056573:-|2R:9056632:9059255:-|2R:9059548:9059853:-
tr2R_9044850_9059907_25976,1,2R:9046748:9047658:-|2R:9047849:9047914:-|2R:9048026:9048176:-|2R:9048337:9048467:-|2R:9048537:9049880:-|2R:9050132:9050515:-|2R:9050629:9050843:-|2R:9051151:9059255:-|2R:9059548:9059853:-
tr2R_9044850_9060608_26149,1,2R:9046748:9047658:-|2R:9047849:9047914:-|2R:9048026:9049880:-|2R:9050132:9050515:-|2R:9050629:9050843:-|2R:9051151:9059255:-|2R:9059548:9060589:-
tr2R_9060461_9061924_9000,2,2R:9061365:9061440:-
tr2R_9082395_9085717_16436,1,2R:9082618:9082670:+|2R:9082985:9083212:+|2R:9083976:9084033:+|2R:9084360:9084421:+|2R:9084601:9084662:+|2R:9085322:9085374:+
tr2R_9084598_9087632_15679,1,2R:9085301:9085364:-|2R:9085664:9085721:-|2R:9085892:9085945:-|2R:9086092:9086215:-|2R:9086326:9086378:-|2R:9086532:9086593:-|2R:9086813:9086914:-|2R:9087020:9087087:-|2R:9087250:9087306:-|2R:9087570:9087631:-
tr2R_9084598_9087632_15680,1,2R:9085301:9085364:-|2R:9085664:9085721:-|2R:9085820:9085945:-|2R:9086092:9086215:-|2R:9086326:9086378:-|2R:9086532:9086593:-|2R:9086813:9086914:-|2R:9087020:9087087:-|2R:9087250:9087306:-|2R:9087570:9087631:-
tr2R_9084598_9087632_15681,1,2R:9085301:9085364:-|2R:9085664:9085721:-|2R:9085892:9085945:-|2R:9086092:9086215:-|2R:9086326:9086390:-|2R:9086532:9086593:-|2R:9086813:9086914:-|2R:9087020:9087087:-|2R:9087250:9087306:-|2R:9087570:9087631:-
tr2R_9084598_9087808_16154,1,2R:9085301:9085364:-|2R:9085664:9085721:-|2R:9085853:9085945:-|2R:9086092:9086215:-|2R:9086326:9086378:-|2R:9086532:9086593:-|2R:9086813:9086914:-|2R:9087020:9087087:-|2R:9087250:9087306:-|2R:9087570:9087631:-
tr2R_9089774_9091785_11998,1,2R:9090021:9090083:-|2R:9090485:9090543:-|2R:9090749:9090811:-|2R:9091051:9091407:-|2R:9091653:9091730:-
tr2R_9089774_9092805_15666,1,2R:9090021:9090083:-|2R:9090485:9090543:-|2R:9090749:9090811:-|2R:9091039:9091407:-|2R:9091653:9092432:-
tr2R_9089774_9092805_15667,1,2R:9090021:9090083:-|2R:9090485:9090543:-|2R:9090749:9090811:-|2R:9091039:9091407:-|2R:9091653:9091730:-|2R:9091770:9092432:-
tr2R_9089774_9092893_15910,1,2R:9090021:9090083:-|2R:9090485:9090543:-|2R:9090749:9090811:-|2R:9091051:9091407:-|2R:9091653:9092432:-
tr2R_9089774_9092893_15911,1,2R:9090021:9090083:-|2R:9090485:9090543:-|2R:9090749:9090811:-|2R:9091036:9091407:-|2R:9091653:9092432:-
tr2R_9092506_9094658_12594,1,2R:9093303:9093460:-|2R:9094427:9094492:-
tr2R_9096931_9098525_9754,1,2R:9098136:9098189:-|2R:9098346:9098403:-
tr2R_9098539_9103153_18959,1,2R:9098686:9098742:+|2R:9098953:9099061:+|2R:9099253:9099391:+|2R:9099986:9100052:+|2R:9100129:9100189:+|2R:9100603:9100654:+|2R:9100836:9100893:+|2R:9101077:9101137:+|2R:9101925:9101984:+|2R:9102415:9102476:+|2R:9102650:9102710:+|2R:9102897:9102957:+
tr2R_9107151_9109718_14250,1,2R:9109006:9109071:-|2R:9109172:9109234:-
tr2R_9110799_9111578_4398,1,2R:9110956:9111046:+
tr2R_9111505_9113951_13802,1,2R:9113332:9113395:-
tr2R_9114274_9116030_10662,1,2R:9114392:9114451:+|2R:9115183:9115239:+|2R:9115330:9115384:+|2R:9115660:9115719:+
tr2R_9114274_9116030_10663,1,2R:9115183:9115239:+|2R:9115330:9115384:+|2R:9115660:9115719:+
tr2R_9122125_9123309_7243,2,2R:9122448:9122519:+|2R:9122567:9122622:+
tr2R_9133509_9135453_11652,1,2R:9133770:9133842:+
tr2R_9132480_9135453_15484,1,2R:9132589:9133047:+|2R:9133347:9133599:+|2R:9133770:9133842:+
tr2R_9132480_9135453_15485,1,2R:9132767:9133599:+|2R:9133770:9133842:+
tr2R_9132480_9135453_15486,1,2R:9132767:9133047:+|2R:9133347:9133599:+|2R:9133770:9133842:+
tr2R_9132480_9135453_15487,1,2R:9133046:9133599:+|2R:9133770:9133842:+
tr2R_9157907_9161436_16946,1,2R:9158669:9158774:-|2R:9158882:9158947:-|2R:9158994:9159078:-|2R:9159267:9159336:-|2R:9159472:9159533:-|2R:9160303:9160622:-|2R:9160950:9161036:-
tr2R_9157907_9161436_16947,1,2R:9158669:9158774:-|2R:9158882:9158947:-|2R:9158994:9159078:-|2R:9159267:9159336:-|2R:9159472:9159533:-|2R:9160303:9160622:-|2R:9160772:9160841:-|2R:9160950:9161036:-
tr2R_9162426_9164967_14153,1,2R:9162784:9162847:-|2R:9163003:9163071:-|2R:9163260:9163329:-|2R:9163474:9163703:-|2R:9164025:9164083:-|2R:9164272:9164329:-|2R:9164479:9164538:-|2R:9164647:9164716:-
tr2R_9162037_9164967_15340,1,2R:9162784:9162847:-|2R:9163003:9163071:-|2R:9163260:9163329:-|2R:9163474:9163703:-|2R:9164025:9164083:-|2R:9164272:9164329:-|2R:9164647:9164716:-
tr2R_9165632_9167670_12116,1,2R:9165985:9166045:+|2R:9166559:9166622:+
tr2R_9187363_9190346_15511,1,2R:9188265:9188654:-|2R:9189008:9189067:-|2R:9189220:9190270:-
tr2R_9186670_9192096_20165,1,2R:9188265:9188654:-|2R:9189008:9189067:-|2R:9189220:9191276:-
tr2R_9186670_9192096_20166,1,2R:9187134:9188120:-|2R:9188265:9188654:-|2R:9189008:9189067:-|2R:9189220:9191276:-
tr2R_9204410_9207124_14709,1,2R:9205394:9205452:-|2R:9206872:9206934:-
tr2R_9237512_9239831_13291,1,2R:9237756:9237837:+|2R:9238037:9238092:+|2R:9238173:9238331:+|2R:9238431:9238490:+|2R:9238760:9238819:+|2R:9239039:9239104:+|2R:9239418:9239491:+
tr2R_9242320_9244410_12316,1,2R:9242558:9242641:+|2R:9242841:9242898:+|2R:9242979:9243039:+|2R:9243139:9243199:+|2R:9243469:9243522:+|2R:9243739:9243797:+|2R:9244111:9244171:+
tr2R_9285310_9286634_8182,1,2R:9285538:9285603:-|2R:9286348:9286415:-
tr2R_9286827_9289026_12794,1,2R:9286937:9286996:+|2R:9287627:9287683:+|2R:9287903:9287963:+
tr2R_9286827_9289026_12795,1,2R:9286937:9286996:+|2R:9287627:9287683:+
tr2R_9302823_9308722_20781,3,2R:9304335:9304974:-|2R:9305160:9305234:-|2R:9305402:9305467:-|2R:9305756:9307269:-
tr2R_9309296_9351655_29423,1,2R:9312745:9317293:-|2R:9321210:9350672:-|2R:9351173:9351409:-
tr2R_9345349_9348863_16921,1,2R:9346504:9346559:+
tr2R_9309296_9389467_30655,2,2R:9312745:9370249:-|2R:9370378:9370442:-|2R:9370517:9371565:-|2R:9371711:9372202:-|2R:9372307:9372379:-|2R:9373063:9373178:-|2R:9374597:9387782:-
tr2R_9395330_9396206_5123,1,2R:9395698:9395753:-|2R:9395864:9395929:-
tr2R_9421972_9423688_10444,1,2R:9422576:9422656:-|2R:9422878:9422966:-|2R:9423268:9423327:-
tr2R_9424087_9426107_12038,1,2R:9424266:9424332:+|2R:9424460:9424539:+|2R:9424915:9425247:+
tr2R_9424087_9426107_12039,1,2R:9424266:9424329:+|2R:9424460:9424539:+|2R:9424915:9425247:+
tr2R_9545172_9548135_15449,2,2R:9546296:9546726:-
tr2R_9545172_9548135_15450,1,2R:9546296:9546726:-|2R:9546952:9547019:-|2R:9547718:9547788:-
tr2R_9541947_9546958_19602,1,2R:9543992:9544049:-|2R:9546296:9546726:-
tr2R_9559598_9561068_9039,1,2R:9560121:9560180:+|2R:9560367:9560427:+|2R:9560602:9560660:+|2R:9560758:9560809:+|2R:9560961:9561018:+
tr2R_9561638_9563871_12931,1,2R:9561768:9562249:+|2R:9563405:9563474:+
tr2R_9579450_9581847_13650,1,2R:9579836:9579963:+|2R:9580366:9580452:+|2R:9580747:9580818:+|2R:9581004:9581066:+|2R:9581206:9581266:+|2R:9581417:9581486:+
tr2R_9579450_9581847_13651,1,2R:9579787:9579963:+|2R:9580366:9580452:+|2R:9580747:9580818:+|2R:9581004:9581066:+|2R:9581206:9581266:+|2R:9581417:9581486:+
tr2R_9577427_9581847_18642,1,2R:9577557:9579963:+|2R:9580366:9580452:+|2R:9580747:9580818:+|2R:9581004:9581066:+|2R:9581206:9581266:+|2R:9581417:9581486:+
tr2R_9581761_9584282_14082,1,2R:9582073:9582129:-|2R:9582450:9582505:-|2R:9583525:9583581:-
tr2R_9581761_9584545_14922,1,2R:9582073:9582129:-|2R:9582450:9582505:-|2R:9583525:9583581:-|2R:9584242:9584465:-
tr2R_9584643_9586126_9120,1,2R:9584801:9584928:+|2R:9585671:9585731:+
tr2R_9586110_9586714_2937,1,2R:9586231:9586290:-|2R:9586595:9586650:-
tr2R_9586110_9586714_2938,1,2R:9586595:9586650:-
tr2R_9589050_9590443_8577,1,2R:9589262:9589316:+
tr2R_9603721_9605624_11446,1,2R:9604180:9604245:+|2R:9604611:9604670:+
tr2R_9594045_9605624_24730,1,2R:9594159:9603869:+|2R:9604180:9604245:+|2R:9604611:9604670:+
tr2R_9608128_9610290_12647,1,2R:9608603:9608665:-|2R:9609037:9609096:-|2R:9609442:9610140:-
tr2R_9611139_9658230_29666,1,2R:9612618:9612688:-|2R:9612829:9612894:-|2R:9613759:9614827:-|2R:9614972:9615363:-|2R:9615503:9657594:-
tr2R_9611139_9658230_29667,1,2R:9612618:9612688:-|2R:9612829:9612894:-|2R:9613759:9614827:-|2R:9614972:9615363:-|2R:9615503:9643205:-|2R:9643476:9657594:-
tr2R_9611139_9683858_30526,1,2R:9612618:9612688:-|2R:9612829:9612894:-|2R:9613759:9614827:-|2R:9614972:9615363:-|2R:9615503:9667365:-|2R:9667567:9667673:-|2R:9667774:9682783:-
tr2R_9706267_9707580_8116,1,2R:9706583:9706640:+|2R:9706691:9706755:+|2R:9706948:9707021:+
tr2R_9707536_9708722_7256,1,monoexon_9707536_9708722
tr2R_9756293_9758068_10785,2,2R:9757746:9757815:-
tr2R_9793326_9798006_19088,1,2R:9795894:9796298:+|2R:9796529:9796585:+|2R:9796959:9797012:+|2R:9797655:9797721:+
tr2R_9793326_9798006_19089,1,2R:9793567:9795428:+|2R:9795894:9796298:+|2R:9796529:9796585:+|2R:9796959:9797012:+|2R:9797655:9797721:+
tr2R_9811319_9812774_8952,1,2R:9811968:9812482:-|2R:9812664:9812724:-
tr2R_9810974_9820053_23493,2,2R:9811968:9812482:-|2R:9812664:9819840:-
tr2R_9823082_9827206_18113,1,2R:9823591:9823648:-|2R:9824303:9824505:-|2R:9824925:9824989:-|2R:9825126:9825189:-|2R:9825306:9825365:-|2R:9826760:9826814:-|2R:9827035:9827099:-
tr2R_9823082_9827206_18114,1,2R:9823591:9823648:-|2R:9824303:9824505:-|2R:9824925:9824989:-|2R:9825126:9825189:-|2R:9825306:9825365:-|2R:9826760:9826814:-
tr2R_9823082_9827206_18115,1,2R:9823591:9823648:-|2R:9824303:9824505:-|2R:9824925:9824989:-|2R:9825126:9825189:-|2R:9825306:9825365:-|2R:9826523:9826584:-|2R:9826760:9826814:-|2R:9827035:9827099:-
tr2R_9828104_9831356_16255,1,2R:9829859:9831288:-
tr2R_9828104_9833572_20218,1,2R:9829859:9833479:-
tr2R_9828104_9833572_20219,1,2R:9829859:9833509:-
tr2R_9828104_9836642_23164,1,2R:9829859:9836443:-
tr2R_9836985_9838481_9192,1,2R:9837431:9837490:+
tr2R_9838434_9839500_6437,1,monoexon_9838434_9839500
tr2R_9839776_9841163_8546,1,2R:9839834:9839893:+|2R:9840515:9840584:+|2R:9840870:9840944:+
tr2R_9843797_9845512_10438,1,2R:9843903:9843960:+|2R:9844408:9844461:+|2R:9844565:9844622:+|2R:9844904:9844990:+|2R:9845221:9845328:+
tr2R_9842686_9845512_15034,1,2R:9842840:9843737:+|2R:9843903:9843960:+|2R:9844408:9844461:+|2R:9844565:9844622:+|2R:9844904:9844990:+|2R:9845221:9845328:+
tr2R_9848061_9850642_14298,1,2R:9848150:9848210:+
tr2R_9865632_9867051_8724,2,monoexon_9865632_9867051
tr2R_9871470_9873646_12702,1,2R:9873179:9873242:+
tr2R_9875281_9876242_5718,1,2R:9875959:9876016:+
tr2R_9874889_9876242_8344,1,2R:9875404:9875472:+|2R:9875959:9876016:+
tr2R_9876232_9882357_21039,1,2R:9877237:9877301:-|2R:9877439:9877493:-|2R:9877590:9877644:-|2R:9877876:9877932:-|2R:9878554:9878659:-|2R:9878884:9878944:-|2R:9879443:9879508:-|2R:9879634:9879696:-|2R:9881216:9882183:-
tr2R_9876232_9882357_21040,1,2R:9877237:9877301:-|2R:9877439:9877493:-|2R:9877590:9877644:-|2R:9877876:9877932:-|2R:9878554:9878659:-|2R:9878884:9878944:-|2R:9879443:9879508:-|2R:9879634:9879696:-|2R:9881216:9881880:-
tr2R_9876232_9882357_21041,1,2R:9877237:9877301:-|2R:9877439:9877493:-|2R:9877590:9877644:-|2R:9877876:9877932:-|2R:9878554:9878659:-|2R:9878884:9878944:-|2R:9879443:9879508:-|2R:9879634:9879696:-|2R:9880924:9880991:-|2R:9881216:9882183:-
tr2R_9887648_9889485_11092,2,monoexon_9887648_9889485
