gene_id,transcript_id,ujc_id
FBgn0034566,FBtr0345666,tr_FBtr0071521
FBgn0034566,FBtr0342788,tr_FBtr0342788
FBgn0034567,FBtr0071553,tr_FBtr0071553
FBgn0034568,FBtr0273396,tr_FBtr0273396
FBgn0034568,FBtr0273397,tr_FBtr0273397
FBgn0034569,FBtr0273414,tr_FBtr0273414
FBgn0034570,FBtr0071524,tr_FBtr0071524
FBgn0034570,FBtr0332593,tr_FBtr0071524
FBgn0034570,FBtr0332594,tr_FBtr0332594
FBgn0034570,FBtr0303195,tr_FBtr0303195
FBgn0034572,FBtr0071526,tr_FBtr0071526
FBgn0034573,FBtr0071547,tr_FBtr0071547
FBgn0034576,FBtr0071530,tr_FBtr0071530
FBgn0034577,FBtr0071532,tr_FBtr0071532
FBgn0034578,FBtr0071545,tr_FBtr0071545
FBgn0034579,FBtr0071533,tr_FBtr0071533
FBgn0034580,FBtr0071534,tr_FBtr0071534
FBgn0034582,FBtr0071542,tr_FBtr0071542
FBgn0034583,FBtr0071541,tr_FBtr0071541
FBgn0034585,FBtr0071640,tr_FBtr0071640
FBgn0034588,FBtr0071567,tr_FBtr0071567
FBgn0034588,FBtr0345356,tr_FBtr0071567
FBgn0034590,FBtr0071636,tr_FBtr0071636
FBgn0034590,FBtr0342873,tr_FBtr0071636
FBgn0034590,FBtr0342874,tr_FBtr0342874
FBgn0034592,FBtr0071570,tr_FBtr0071570
FBgn0034595,FBtr0071635,tr_FBtr0071635
FBgn0034595,FBtr0342872,tr_FBtr0071635
FBgn0034598,FBtr0071629,tr_FBtr0071629
FBgn0034598,FBtr0113100,tr_FBtr0113100
FBgn0034598,FBtr0310422,tr_FBtr0310422
FBgn0034598,FBtr0342871,tr_FBtr0342871
FBgn0034599,FBtr0071575,tr_FBtr0071575
FBgn0034601,FBtr0071627,tr_FBtr0071627
FBgn0034602,FBtr0071583,tr_FBtr0071583
FBgn0034605,FBtr0071624,tr_FBtr0071624
FBgn0034605,FBtr0110814,tr_FBtr0110814
FBgn0034606,FBtr0071622,tr_FBtr0071622
FBgn0034606,FBtr0071623,tr_FBtr0071623
FBgn0034606,FBtr0330232,tr_FBtr0330232
FBgn0034611,FBtr0071589,tr_FBtr0071589
FBgn0034611,FBtr0071590,tr_FBtr0071590
FBgn0034611,FBtr0071591,tr_FBtr0071591
FBgn0034611,FBtr0342884,tr_FBtr0342884
FBgn0034612,FBtr0071619,tr_FBtr0071619
FBgn0034614,FBtr0071616,tr_FBtr0071616
FBgn0034617,FBtr0071615,tr_FBtr0071615
FBgn0034618,FBtr0310327,tr_FBtr0310327
FBgn0034618,FBtr0071599,tr_FBtr0071599
FBgn0034618,FBtr0300394,tr_FBtr0300394
FBgn0034618,FBtr0300395,tr_FBtr0300395
FBgn0034618,FBtr0071600,tr_FBtr0071600
FBgn0034618,FBtr0071601,tr_FBtr0071601
FBgn0034622,FBtr0300455,tr_FBtr0300455
FBgn0034623,FBtr0071612,tr_FBtr0071612
FBgn0034624,FBtr0071611,tr_FBtr0071611
FBgn0034626,FBtr0071609,tr_FBtr0071609
FBgn0034627,FBtr0071608,tr_FBtr0071608
FBgn0034628,FBtr0071606,tr_FBtr0071606
FBgn0034628,FBtr0342891,tr_FBtr0071606
FBgn0034629,FBtr0071607,tr_FBtr0071607
FBgn0034631,FBtr0071701,tr_FBtr0071701
FBgn0034634,FBtr0071699,tr_FBtr0071699
FBgn0034634,FBtr0071700,tr_FBtr0071700
FBgn0034636,FBtr0071692,tr_FBtr0071692
FBgn0034636,FBtr0308642,tr_FBtr0308642
FBgn0034638,FBtr0071690,tr_FBtr0071690
FBgn0034638,FBtr0071691,tr_FBtr0071691
FBgn0034638,FBtr0344882,tr_FBtr0344882
FBgn0034639,FBtr0342900,tr_FBtr0342900
FBgn0034641,FBtr0071658,tr_FBtr0071658
FBgn0034641,FBtr0304728,tr_FBtr0071658
FBgn0034642,FBtr0071659,tr_FBtr0071659
FBgn0034642,FBtr0342954,tr_FBtr0071659
FBgn0034643,FBtr0071660,tr_FBtr0071660
FBgn0034643,FBtr0330228,tr_FBtr0071660
FBgn0034644,FBtr0071661,tr_FBtr0071661
FBgn0034644,FBtr0071662,tr_FBtr0071662
FBgn0034645,FBtr0113101,tr_FBtr0113101
FBgn0034645,FBtr0300680,tr_FBtr0300680
FBgn0034645,FBtr0113102,tr_FBtr0113102
FBgn0034645,FBtr0300679,tr_FBtr0300679
FBgn0034645,FBtr0071663,tr_FBtr0071663
FBgn0034646,FBtr0071683,tr_FBtr0071683
FBgn0034647,FBtr0071682,tr_FBtr0071682
FBgn0034647,FBtr0345682,tr_FBtr0345682
FBgn0034649,FBtr0071680,tr_FBtr0071680
FBgn0034649,FBtr0071681,tr_FBtr0071681
FBgn0034650,FBtr0071666,tr_FBtr0071666
FBgn0034651,FBtr0071668,tr_FBtr0071668
FBgn0034651,FBtr0342957,tr_FBtr0071668
FBgn0034654,FBtr0071670,tr_FBtr0071670
FBgn0034655,FBtr0071671,tr_FBtr0071671
FBgn0034655,FBtr0345486,tr_FBtr0071671
FBgn0034657,FBtr0071712,tr_FBtr0071712
FBgn0034657,FBtr0071711,tr_FBtr0071711
FBgn0034657,FBtr0071713,tr_FBtr0071713
FBgn0034658,FBtr0071714,tr_FBtr0071714
FBgn0034659,FBtr0071716,tr_FBtr0071716
FBgn0034660,FBtr0071745,tr_FBtr0071745
FBgn0034661,FBtr0071743,tr_FBtr0071743
FBgn0034662,FBtr0302446,tr_FBtr0302446
FBgn0034663,FBtr0071740,tr_FBtr0071740
FBgn0034664,FBtr0071739,tr_FBtr0071739
FBgn0034665,FBtr0071738,tr_FBtr0071738
FBgn0034666,FBtr0071720,tr_FBtr0071720
FBgn0034667,FBtr0071735,tr_FBtr0071735
FBgn0034670,FBtr0071723,tr_FBtr0071723
FBgn0034670,FBtr0342977,tr_FBtr0071723
FBgn0034670,FBtr0308748,tr_FBtr0308748
FBgn0034671,FBtr0071733,tr_FBtr0071733
FBgn0034674,FBtr0071726,tr_FBtr0071726
FBgn0034674,FBtr0345537,tr_FBtr0071726
FBgn0034681,FBtr0071749,tr_FBtr0071749
FBgn0034683,FBtr0071805,tr_FBtr0071805
FBgn0034684,FBtr0071804,tr_FBtr0071804
FBgn0034684,FBtr0345871,tr_FBtr0345871
FBgn0034687,FBtr0071803,tr_FBtr0071803
FBgn0034688,FBtr0071802,tr_FBtr0071802
FBgn0034688,FBtr0303766,tr_FBtr0071802
FBgn0034689,FBtr0071800,tr_FBtr0071800
FBgn0034691,FBtr0071756,tr_FBtr0071756
FBgn0034691,FBtr0071757,tr_FBtr0071757
FBgn0034691,FBtr0308239,tr_FBtr0308239
FBgn0034692,FBtr0071799,tr_FBtr0071799
FBgn0034692,FBtr0308241,tr_FBtr0308241
FBgn0034693,FBtr0071797,tr_FBtr0071797
FBgn0034693,FBtr0300693,tr_FBtr0300693
FBgn0034693,FBtr0336636,tr_FBtr0336636
FBgn0034693,FBtr0336637,tr_FBtr0336637
FBgn0034693,FBtr0336638,tr_FBtr0336638
FBgn0034694,FBtr0071758,tr_FBtr0071758
FBgn0034697,FBtr0071790,tr_FBtr0071790
FBgn0034700,FBtr0071765,tr_FBtr0071765
FBgn0034703,FBtr0071787,tr_FBtr0071787
FBgn0034704,FBtr0071767,tr_FBtr0071767
FBgn0034705,FBtr0071786,tr_FBtr0071786
FBgn0034705,FBtr0342982,tr_FBtr0342982
FBgn0034705,FBtr0342983,tr_FBtr0342983
FBgn0034706,FBtr0071769,tr_FBtr0071769
FBgn0034707,FBtr0071770,tr_FBtr0071770
FBgn0034708,FBtr0071771,tr_FBtr0071771
FBgn0034708,FBtr0071772,tr_FBtr0071772
FBgn0034709,FBtr0071784,tr_FBtr0071784
FBgn0034709,FBtr0071785,tr_FBtr0071785
FBgn0034710,FBtr0071783,tr_FBtr0071783
FBgn0034712,FBtr0071781,tr_FBtr0071781
FBgn0034712,FBtr0345581,tr_FBtr0071781
FBgn0034713,FBtr0071773,tr_FBtr0071773
FBgn0034715,FBtr0346956,tr_FBtr0346956
FBgn0034716,FBtr0071777,tr_FBtr0071777
FBgn0034716,FBtr0113105,tr_FBtr0113105
FBgn0034716,FBtr0301476,tr_FBtr0301476
FBgn0034717,FBtr0308774,tr_FBtr0308774
FBgn0034717,FBtr0071811,tr_FBtr0071811
FBgn0034717,FBtr0071812,tr_FBtr0071812
FBgn0034718,FBtr0071849,tr_FBtr0071849
FBgn0034718,FBtr0071850,tr_FBtr0071850
FBgn0034718,FBtr0071851,tr_FBtr0071851
FBgn0034718,FBtr0071852,tr_FBtr0071852
FBgn0034718,FBtr0342984,tr_FBtr0342984
FBgn0034720,FBtr0071846,tr_FBtr0071846
FBgn0034720,FBtr0071847,tr_FBtr0071847
FBgn0034720,FBtr0113106,tr_FBtr0113106
FBgn0034720,FBtr0342990,tr_FBtr0342990
FBgn0034720,FBtr0113107,tr_FBtr0113107
FBgn0034721,FBtr0071819,tr_FBtr0071819
FBgn0034722,FBtr0071820,tr_FBtr0071820
FBgn0034722,FBtr0342988,tr_FBtr0071820
FBgn0034723,FBtr0071822,tr_FBtr0071822
FBgn0034723,FBtr0342989,tr_FBtr0342989
FBgn0034724,FBtr0071845,tr_FBtr0071845
FBgn0034724,FBtr0339539,tr_FBtr0071845
FBgn0034725,FBtr0071823,tr_FBtr0071823
FBgn0034725,FBtr0339533,tr_FBtr0071823
FBgn0034726,FBtr0071827,tr_FBtr0071827
FBgn0034726,FBtr0301243,tr_FBtr0071827
FBgn0034727,FBtr0071842,tr_FBtr0071842
FBgn0034728,FBtr0301668,tr_FBtr0301668
FBgn0034728,FBtr0305323,tr_FBtr0305323
FBgn0034729,FBtr0071840,tr_FBtr0071840
FBgn0034729,FBtr0071841,tr_FBtr0071841
FBgn0034730,FBtr0071830,tr_FBtr0071830
FBgn0034731,FBtr0342991,tr_FBtr0342991
FBgn0034731,FBtr0342992,tr_FBtr0342991
FBgn0034733,FBtr0071832,tr_FBtr0071832
FBgn0034734,FBtr0071833,tr_FBtr0071833
FBgn0034735,FBtr0071834,tr_FBtr0071834
FBgn0034736,FBtr0071835,tr_FBtr0071835
FBgn0034737,FBtr0071836,tr_FBtr0071836
FBgn0034739,FBtr0071853,tr_FBtr0071853
FBgn0034740,FBtr0071861,tr_FBtr0071861
FBgn0034740,FBtr0345496,tr_FBtr0071861
FBgn0034741,FBtr0343000,tr_FBtr0343000
FBgn0034741,FBtr0071854,tr_FBtr0071854
FBgn0034741,FBtr0343001,tr_FBtr0071854
FBgn0034742,FBtr0300409,tr_FBtr0300409
FBgn0034742,FBtr0308603,tr_FBtr0308603
FBgn0034743,FBtr0343002,tr_FBtr0343002
FBgn0034743,FBtr0071855,tr_FBtr0071855
FBgn0034744,FBtr0308602,tr_FBtr0308602
FBgn0034744,FBtr0071856,tr_FBtr0071856
FBgn0034745,FBtr0071940,tr_FBtr0071940
FBgn0034748,FBtr0071938,tr_FBtr0071938
FBgn0034750,FBtr0071936,tr_FBtr0071936
FBgn0034753,FBtr0071933,tr_FBtr0071933
FBgn0034753,FBtr0345504,tr_FBtr0071933
FBgn0034755,FBtr0071929,tr_FBtr0071929
FBgn0034755,FBtr0345503,tr_FBtr0071929
FBgn0034756,FBtr0071928,tr_FBtr0071928
FBgn0034758,FBtr0071862,tr_FBtr0071862
FBgn0034758,FBtr0309799,tr_FBtr0071862
FBgn0034758,FBtr0345498,tr_FBtr0345498
FBgn0034759,FBtr0309800,tr_FBtr0309800
FBgn0034759,FBtr0071863,tr_FBtr0071863
FBgn0034761,FBtr0071865,tr_FBtr0071865
FBgn0034761,FBtr0309802,tr_FBtr0309802
FBgn0034763,FBtr0071868,tr_FBtr0071868
FBgn0034763,FBtr0345500,tr_FBtr0071868
FBgn0034766,FBtr0071870,tr_FBtr0071870
FBgn0034768,FBtr0071871,tr_FBtr0071871
FBgn0034769,FBtr0071920,tr_FBtr0071920
FBgn0034770,FBtr0071872,tr_FBtr0071872
FBgn0034774,FBtr0071878,tr_FBtr0071878
FBgn0034776,FBtr0071880,tr_FBtr0071880
FBgn0034776,FBtr0339941,tr_FBtr0339941
FBgn0034782,FBtr0302717,tr_FBtr0302717
FBgn0034783,FBtr0071893,tr_FBtr0071893
FBgn0034784,FBtr0071894,tr_FBtr0071894
FBgn0034784,FBtr0343181,tr_FBtr0071894
FBgn0034785,FBtr0303785,tr_FBtr0303785
FBgn0034786,FBtr0071910,tr_FBtr0071910
FBgn0034786,FBtr0343182,tr_FBtr0071910
FBgn0034788,FBtr0071899,tr_FBtr0071899
FBgn0034789,FBtr0071900,tr_FBtr0071900
FBgn0034789,FBtr0290095,tr_FBtr0290095
FBgn0034789,FBtr0304921,tr_FBtr0304921
FBgn0034789,FBtr0304923,tr_FBtr0304923
FBgn0034789,FBtr0339762,tr_FBtr0339762
FBgn0034791,FBtr0071907,tr_FBtr0071907
FBgn0034792,FBtr0332910,tr_FBtr0332910
FBgn0034792,FBtr0071906,tr_FBtr0071906
FBgn0034792,FBtr0304924,tr_FBtr0304924
FBgn0034793,FBtr0071902,tr_FBtr0071902
FBgn0034793,FBtr0332909,tr_FBtr0332909
FBgn0034795,FBtr0071903,tr_FBtr0071903
FBgn0034796,FBtr0071904,tr_FBtr0071904
FBgn0034797,FBtr0071942,tr_FBtr0071942
FBgn0034797,FBtr0071943,tr_FBtr0071943
FBgn0034797,FBtr0304795,tr_FBtr0304795
FBgn0034800,FBtr0071995,tr_FBtr0071995
FBgn0034800,FBtr0303465,tr_FBtr0303465
FBgn0034802,FBtr0071994,tr_FBtr0071994
FBgn0034802,FBtr0303464,tr_FBtr0303464
FBgn0034803,FBtr0071951,tr_FBtr0071951
FBgn0034803,FBtr0302895,tr_FBtr0302895
FBgn0034804,FBtr0071993,tr_FBtr0071993
FBgn0034804,FBtr0310325,tr_FBtr0310325
FBgn0034807,FBtr0071989,tr_FBtr0071989
FBgn0034807,FBtr0343186,tr_FBtr0343186
FBgn0034808,FBtr0071988,tr_FBtr0071988
FBgn0034814,FBtr0071984,tr_FBtr0071984
FBgn0034816,FBtr0310344,tr_FBtr0310344
FBgn0034816,FBtr0071963,tr_FBtr0071963
FBgn0034817,FBtr0114564,tr_FBtr0114564
FBgn0034819,FBtr0071980,tr_FBtr0071980
FBgn0034820,FBtr0071966,tr_FBtr0071966
FBgn0034821,FBtr0071979,tr_FBtr0071979
FBgn0034822,FBtr0071978,tr_FBtr0071978
FBgn0034824,FBtr0071975,tr_FBtr0071975
FBgn0034825,FBtr0071974,tr_FBtr0071974
FBgn0034826,FBtr0071973,tr_FBtr0071973
FBgn0034827,FBtr0071968,tr_FBtr0071968
FBgn0034828,FBtr0306080,tr_FBtr0306080
FBgn0034829,FBtr0071969,tr_FBtr0071969
FBgn0034833,FBtr0343195,tr_FBtr0343195
FBgn0034833,FBtr0071998,tr_FBtr0071998
FBgn0034834,FBtr0072052,tr_FBtr0072052
FBgn0034835,FBtr0071999,tr_FBtr0071999
FBgn0034837,FBtr0072049,tr_FBtr0072049
FBgn0034838,FBtr0072048,tr_FBtr0072048
FBgn0034839,FBtr0343196,tr_FBtr0343196
FBgn0034840,FBtr0072046,tr_FBtr0072046
FBgn0034840,FBtr0343198,tr_FBtr0343198
FBgn0034841,FBtr0072001,tr_FBtr0072001
FBgn0034841,FBtr0343197,tr_FBtr0343197
FBgn0034842,FBtr0072045,tr_FBtr0072045
FBgn0034844,FBtr0072002,tr_FBtr0072002
FBgn0034846,FBtr0290285,tr_FBtr0290285
FBgn0034849,FBtr0072038,tr_FBtr0072038
FBgn0034849,FBtr0329860,tr_FBtr0072038
FBgn0034850,FBtr0072006,tr_FBtr0072006
FBgn0034850,FBtr0301853,tr_FBtr0072006
FBgn0034853,FBtr0072010,tr_FBtr0072010
FBgn0034854,FBtr0072036,tr_FBtr0072036
FBgn0034856,FBtr0072012,tr_FBtr0072012
FBgn0034858,FBtr0072013,tr_FBtr0072013
FBgn0034858,FBtr0072014,tr_FBtr0072014
FBgn0034858,FBtr0302315,tr_FBtr0302315
FBgn0034858,FBtr0072015,tr_FBtr0072015
FBgn0034859,FBtr0072027,tr_FBtr0072027
FBgn0034860,FBtr0072025,tr_FBtr0072025
FBgn0034860,FBtr0343207,tr_FBtr0072025
FBgn0034860,FBtr0306150,tr_FBtr0306150
FBgn0034861,FBtr0072024,tr_FBtr0072024
FBgn0034861,FBtr0113111,tr_FBtr0113111
FBgn0034861,FBtr0343263,tr_FBtr0343263
FBgn0034861,FBtr0343264,tr_FBtr0343264
FBgn0034863,FBtr0072022,tr_FBtr0072022
FBgn0034865,FBtr0072021,tr_FBtr0072021
FBgn0034866,FBtr0072020,tr_FBtr0072020
FBgn0034867,FBtr0072019,tr_FBtr0072019
FBgn0034869,FBtr0072056,tr_FBtr0072056
FBgn0034870,FBtr0072057,tr_FBtr0072057
FBgn0034871,FBtr0072121,tr_FBtr0072121
FBgn0034876,FBtr0072114,tr_FBtr0072114
FBgn0034876,FBtr0113112,tr_FBtr0113112
FBgn0034877,FBtr0072061,tr_FBtr0072061
FBgn0034877,FBtr0343265,tr_FBtr0072061
FBgn0034878,FBtr0072112,tr_FBtr0072112
FBgn0034878,FBtr0072113,tr_FBtr0072113
FBgn0034879,FBtr0072111,tr_FBtr0072111
FBgn0034879,FBtr0343267,tr_FBtr0072111
FBgn0034880,FBtr0072063,tr_FBtr0072063
FBgn0034882,FBtr0072071,tr_FBtr0072071
FBgn0034883,FBtr0072107,tr_FBtr0072107
FBgn0034883,FBtr0336928,tr_FBtr0336928
FBgn0034884,FBtr0306160,tr_FBtr0306160
FBgn0034885,FBtr0072102,tr_FBtr0072102
FBgn0034885,FBtr0072103,tr_FBtr0072103
FBgn0034885,FBtr0072104,tr_FBtr0072104
FBgn0034885,FBtr0072105,tr_FBtr0072105
FBgn0034885,FBtr0306384,tr_FBtr0306384
FBgn0034885,FBtr0336929,tr_FBtr0336929
FBgn0034887,FBtr0114541,tr_FBtr0114541
FBgn0034893,FBtr0072084,tr_FBtr0072084
FBgn0034894,FBtr0072096,tr_FBtr0072096
FBgn0034894,FBtr0072097,tr_FBtr0072097
FBgn0034894,FBtr0072098,tr_FBtr0072098
FBgn0034897,FBtr0072087,tr_FBtr0072087
FBgn0034897,FBtr0113113,tr_FBtr0113113
FBgn0034897,FBtr0113114,tr_FBtr0113114
FBgn0034897,FBtr0343268,tr_FBtr0343268
FBgn0034898,FBtr0072094,tr_FBtr0072094
FBgn0034899,FBtr0072088,tr_FBtr0072088
FBgn0034899,FBtr0345534,tr_FBtr0072088
FBgn0034900,FBtr0072089,tr_FBtr0072089
FBgn0034901,FBtr0072090,tr_FBtr0072090
FBgn0034902,FBtr0072091,tr_FBtr0072091
FBgn0034902,FBtr0345535,tr_FBtr0072091
FBgn0034903,FBtr0290120,tr_FBtr0290120
FBgn0034903,FBtr0100329,tr_FBtr0100329
FBgn0034903,FBtr0310328,tr_FBtr0310328
FBgn0034903,FBtr0310329,tr_FBtr0310329
FBgn0034903,FBtr0310330,tr_FBtr0310330
FBgn0034904,FBtr0072245,tr_FBtr0072245
FBgn0034906,FBtr0343271,tr_FBtr0343271
FBgn0034907,FBtr0072123,tr_FBtr0072123
FBgn0034907,FBtr0343269,tr_FBtr0072123
FBgn0034908,FBtr0072124,tr_FBtr0072124
FBgn0034909,FBtr0072239,tr_FBtr0072239
FBgn0034910,FBtr0072238,tr_FBtr0072238
FBgn0034911,FBtr0301162,tr_FBtr0301162
FBgn0034913,FBtr0072236,tr_FBtr0072236
FBgn0034914,FBtr0072126,tr_FBtr0072126
FBgn0034914,FBtr0343273,tr_FBtr0343273
FBgn0034915,FBtr0072235,tr_FBtr0072235
FBgn0034918,FBtr0072233,tr_FBtr0072233
FBgn0034919,FBtr0072128,tr_FBtr0072128
FBgn0034920,FBtr0072131,tr_FBtr0072131
FBgn0034921,FBtr0072223,tr_FBtr0072223
FBgn0034921,FBtr0301648,tr_FBtr0072223
FBgn0034923,FBtr0072221,tr_FBtr0072221
FBgn0034923,FBtr0343302,tr_FBtr0072221
FBgn0034924,FBtr0072133,tr_FBtr0072133
FBgn0034925,FBtr0072220,tr_FBtr0072220
FBgn0034928,FBtr0072135,tr_FBtr0072135
FBgn0034928,FBtr0305988,tr_FBtr0305988
FBgn0034931,FBtr0072140,tr_FBtr0072140
FBgn0034933,FBtr0072210,tr_FBtr0072210
FBgn0034933,FBtr0343280,tr_FBtr0072210
FBgn0034935,FBtr0072209,tr_FBtr0072209
FBgn0034935,FBtr0331981,tr_FBtr0331981
FBgn0034935,FBtr0345932,tr_FBtr0331981
FBgn0034936,FBtr0072145,tr_FBtr0072145
FBgn0034936,FBtr0331980,tr_FBtr0072145
FBgn0034937,FBtr0072146,tr_FBtr0072146
FBgn0034938,FBtr0072208,tr_FBtr0072208
FBgn0034939,FBtr0072147,tr_FBtr0072147
FBgn0034940,FBtr0072207,tr_FBtr0072207
FBgn0034942,FBtr0306797,tr_FBtr0306797
FBgn0034943,FBtr0072150,tr_FBtr0072150
FBgn0034945,FBtr0072205,tr_FBtr0072205
FBgn0034945,FBtr0343289,tr_FBtr0072205
FBgn0034946,FBtr0072153,tr_FBtr0072153
FBgn0034946,FBtr0072154,tr_FBtr0072154
FBgn0034946,FBtr0072155,tr_FBtr0072155
FBgn0034948,FBtr0072204,tr_FBtr0072204
FBgn0034950,FBtr0072160,tr_FBtr0072160
FBgn0034951,FBtr0072201,tr_FBtr0072201
FBgn0034951,FBtr0343288,tr_FBtr0343288
FBgn0034956,FBtr0072197,tr_FBtr0072197
FBgn0034956,FBtr0343347,tr_FBtr0343347
FBgn0034957,FBtr0072161,tr_FBtr0072161
FBgn0034958,FBtr0072195,tr_FBtr0072195
FBgn0034958,FBtr0072196,tr_FBtr0072196
FBgn0034959,FBtr0072162,tr_FBtr0072162
FBgn0034961,FBtr0072165,tr_FBtr0072165
FBgn0034962,FBtr0072166,tr_FBtr0072166
FBgn0034962,FBtr0345949,tr_FBtr0072166
FBgn0034962,FBtr0072167,tr_FBtr0072167
FBgn0034963,FBtr0072189,tr_FBtr0072189
FBgn0034963,FBtr0343345,tr_FBtr0072189
FBgn0034963,FBtr0072190,tr_FBtr0072190
FBgn0034964,FBtr0072168,tr_FBtr0072168
FBgn0034965,FBtr0289967,tr_FBtr0289967
FBgn0034965,FBtr0289968,tr_FBtr0289968
FBgn0034965,FBtr0289969,tr_FBtr0289969
FBgn0034965,FBtr0289970,tr_FBtr0289970
FBgn0034965,FBtr0343344,tr_FBtr0343344
FBgn0034966,FBtr0113117,tr_FBtr0113117
FBgn0034968,FBtr0072174,tr_FBtr0072174
FBgn0034968,FBtr0072175,tr_FBtr0072174
FBgn0034968,FBtr0072176,tr_FBtr0072176
FBgn0034970,FBtr0290256,tr_FBtr0290256
FBgn0034970,FBtr0290258,tr_FBtr0290258
FBgn0034970,FBtr0452181,tr_FBtr0290258
FBgn0034970,FBtr0309372,tr_FBtr0309372
FBgn0034971,FBtr0343337,tr_FBtr0343337
FBgn0034971,FBtr0072179,tr_FBtr0072179
FBgn0034971,FBtr0302165,tr_FBtr0302165
FBgn0034971,FBtr0343336,tr_FBtr0343336
FBgn0034972,FBtr0072288,tr_FBtr0072288
FBgn0034973,FBtr0072246,tr_FBtr0072246
FBgn0034974,FBtr0072247,tr_FBtr0072247
FBgn0034974,FBtr0345620,tr_FBtr0072247
FBgn0034974,FBtr0072248,tr_FBtr0072248
FBgn0034975,FBtr0072250,tr_FBtr0072250
FBgn0034975,FBtr0343339,tr_FBtr0343339
FBgn0034976,FBtr0072285,tr_FBtr0072285
FBgn0034978,FBtr0072252,tr_FBtr0072252
FBgn0034982,FBtr0072280,tr_FBtr0072280
FBgn0034982,FBtr0100398,tr_FBtr0100398
FBgn0034985,FBtr0072257,tr_FBtr0072257
FBgn0034985,FBtr0343434,tr_FBtr0343434
FBgn0034985,FBtr0343435,tr_FBtr0343435
FBgn0034986,FBtr0072277,tr_FBtr0072277
FBgn0034988,FBtr0072261,tr_FBtr0072261
FBgn0034989,FBtr0072262,tr_FBtr0072262
FBgn0034990,FBtr0072276,tr_FBtr0072276
FBgn0034990,FBtr0100169,tr_FBtr0100169
FBgn0034990,FBtr0300874,tr_FBtr0300874
FBgn0034990,FBtr0343437,tr_FBtr0343437
FBgn0034994,FBtr0072274,tr_FBtr0072274
FBgn0034996,FBtr0072264,tr_FBtr0072264
FBgn0034997,FBtr0072265,tr_FBtr0072265
FBgn0034997,FBtr0072266,tr_FBtr0072266
FBgn0034997,FBtr0343442,tr_FBtr0343442
FBgn0034997,FBtr0308245,tr_FBtr0308245
FBgn0034998,FBtr0300366,tr_FBtr0300366
FBgn0034998,FBtr0343444,tr_FBtr0343444
FBgn0034999,FBtr0072268,tr_FBtr0072268
FBgn0034999,FBtr0072269,tr_FBtr0072269
FBgn0035000,FBtr0072289,tr_FBtr0072289
FBgn0035001,FBtr0072364,tr_FBtr0072364
FBgn0035001,FBtr0072366,tr_FBtr0072366
FBgn0035001,FBtr0332925,tr_FBtr0332925
FBgn0035001,FBtr0100470,tr_FBtr0100470
FBgn0035001,FBtr0290019,tr_FBtr0290019
FBgn0035001,FBtr0072363,tr_FBtr0072363
FBgn0035003,FBtr0072357,tr_FBtr0072357
FBgn0035004,FBtr0072356,tr_FBtr0072356
FBgn0035005,FBtr0072293,tr_FBtr0072293
FBgn0035006,FBtr0072355,tr_FBtr0072355
FBgn0035007,FBtr0072294,tr_FBtr0072294
FBgn0035008,FBtr0072295,tr_FBtr0072295
FBgn0035008,FBtr0072296,tr_FBtr0072296
FBgn0035009,FBtr0072297,tr_FBtr0072297
FBgn0035010,FBtr0072298,tr_FBtr0072298
FBgn0035010,FBtr0330230,tr_FBtr0072298
FBgn0035011,FBtr0072354,tr_FBtr0072354
FBgn0035012,FBtr0072353,tr_FBtr0072353
FBgn0035014,FBtr0072300,tr_FBtr0072300
FBgn0035016,FBtr0072346,tr_FBtr0072346
FBgn0035016,FBtr0306137,tr_FBtr0072346
FBgn0035019,FBtr0336954,tr_FBtr0336954
FBgn0035020,FBtr0072303,tr_FBtr0072303
FBgn0035020,FBtr0300488,tr_FBtr0300488
FBgn0035020,FBtr0072304,tr_FBtr0072304
FBgn0035020,FBtr0300489,tr_FBtr0072304
FBgn0035021,FBtr0072344,tr_FBtr0072344
FBgn0035021,FBtr0300490,tr_FBtr0300490
FBgn0035022,FBtr0072305,tr_FBtr0072305
FBgn0035023,FBtr0343483,tr_FBtr0343483
FBgn0035023,FBtr0290218,tr_FBtr0290218
FBgn0035023,FBtr0290219,tr_FBtr0290219
FBgn0035023,FBtr0300186,tr_FBtr0300186
FBgn0035023,FBtr0300187,tr_FBtr0300187
FBgn0035024,FBtr0072307,tr_FBtr0072307
FBgn0035025,FBtr0072308,tr_FBtr0072308
FBgn0035026,FBtr0072342,tr_FBtr0072342
FBgn0035026,FBtr0343489,tr_FBtr0072342
FBgn0035027,FBtr0072309,tr_FBtr0072309
FBgn0035027,FBtr0343484,tr_FBtr0343484
FBgn0035028,FBtr0089867,tr_FBtr0089867
FBgn0035028,FBtr0089868,tr_FBtr0089868
FBgn0035028,FBtr0305054,tr_FBtr0305054
FBgn0035028,FBtr0343485,tr_FBtr0343485
FBgn0035031,FBtr0072314,tr_FBtr0072314
FBgn0035032,FBtr0072339,tr_FBtr0072339
FBgn0035032,FBtr0072340,tr_FBtr0072340
FBgn0035033,FBtr0072315,tr_FBtr0072315
FBgn0035034,FBtr0072316,tr_FBtr0072316
FBgn0035035,FBtr0072317,tr_FBtr0072317
FBgn0035036,FBtr0072338,tr_FBtr0072338
FBgn0035039,FBtr0072320,tr_FBtr0072320
FBgn0035039,FBtr0343487,tr_FBtr0343487
