gene_id,xscript_model_id,ERS_grp_num,ERS_grp_size,flag_nonolp_pair,nonolp_xscript_id
FBgn0264975,FBtr0301764,6257,4,1,FBtr0301762
FBgn0264975,FBtr0333522,6257,4,0,
FBgn0264975,FBtr0301762,6257,4,1,FBtr0071207|FBtr0301764
FBgn0264975,FBtr0301763,6258,2,0,
FBgn0264975,FBtr0333523,6258,2,0,
FBgn0264978,FBtr0077782,6259,2,0,
FBgn0264978,FBtr0335169,6259,2,0,
FBgn0264979,FBtr0077751,6260,2,0,
FBgn0264979,FBtr0335159,6260,2,0,
FBgn0265002,FBtr0335509,6261,2,0,
FBgn0265002,FBtr0335510,6261,2,0,
FBgn0265042,FBtr0336476,6262,2,0,
FBgn0265042,FBtr0336479,6262,2,0,
FBgn0265047,FBtr0302230,6263,2,0,
FBgn0265047,FBtr0347563,6263,2,0,
FBgn0265052,FBtr0336678,6264,2,0,
FBgn0265052,FBtr0336679,6264,2,0,
FBgn0265064,FBtr0336791,6265,3,0,
FBgn0265064,FBtr0336792,6265,3,0,
FBgn0265064,FBtr0345277,6265,3,0,
FBgn0265067,FBtr0344591,6266,2,0,
FBgn0265067,FBtr0344592,6266,2,0,
FBgn0265081,FBtr0336807,6267,2,0,
FBgn0265081,FBtr0336808,6267,2,0,
FBgn0265082,FBtr0336809,6268,2,0,
FBgn0265082,FBtr0336811,6268,2,0,
FBgn0265083,FBtr0336814,6269,2,0,
FBgn0265083,FBtr0344448,6269,2,0,
FBgn0265105,FBtr0336931,6270,2,0,
FBgn0265105,FBtr0336932,6270,2,0,
FBgn0265106,FBtr0336933,6271,2,0,
FBgn0265106,FBtr0336934,6271,2,0,
FBgn0265137,FBtr0086198,6272,6,1,FBtr0086202|FBtr0086205|FBtr0300336|FBtr0086200
FBgn0265137,FBtr0086199,6272,6,1,FBtr0086202|FBtr0086205
FBgn0265137,FBtr0086200,6272,6,1,FBtr0086202|FBtr0086205|FBtr0086198
FBgn0265137,FBtr0300336,6272,6,1,FBtr0086198
FBgn0265137,FBtr0086202,6272,6,1,FBtr0086199|FBtr0086200|FBtr0086198
FBgn0265137,FBtr0086205,6272,6,1,FBtr0086199|FBtr0086201|FBtr0086200|FBtr0086198
FBgn0265137,FBtr0086201,6273,3,1,FBtr0086205
FBgn0265137,FBtr0086202,6273,3,0,
FBgn0265137,FBtr0086205,6273,3,1,FBtr0086199|FBtr0086201|FBtr0086200|FBtr0086198
FBgn0265139,FBtr0114515,6274,2,0,
FBgn0265139,FBtr0300224,6274,2,0,
FBgn0265146,FBtr0452094,6275,2,0,
FBgn0265146,FBtr0452095,6275,2,0,
FBgn0265174,FBtr0339071,6276,3,0,
FBgn0265174,FBtr0339072,6276,3,0,
FBgn0265174,FBtr0339073,6276,3,0,
FBgn0265177,FBtr0339084,6277,2,0,
FBgn0265177,FBtr0339085,6277,2,0,
FBgn0265178,FBtr0339086,6278,2,0,
FBgn0265178,FBtr0339087,6278,2,0,
FBgn0265182,FBtr0339097,6279,2,0,
FBgn0265182,FBtr0339098,6279,2,0,
FBgn0265187,FBtr0339108,6280,2,0,
FBgn0265187,FBtr0339109,6280,2,0,
FBgn0265192,FBtr0339099,6281,2,0,
FBgn0265192,FBtr0339100,6281,2,0,
FBgn0265255,FBtr0339229,6282,2,0,
FBgn0265255,FBtr0345311,6282,2,0,
FBgn0265262,FBtr0080429,6283,2,0,
FBgn0265262,FBtr0336618,6283,2,0,
FBgn0265263,FBtr0302890,6284,2,0,
FBgn0265263,FBtr0332576,6284,2,0,
FBgn0265270,FBtr0306294,6285,3,0,
FBgn0265270,FBtr0339798,6285,3,0,
FBgn0265270,FBtr0345642,6285,3,0,
FBgn0265271,FBtr0082425,6286,2,0,
FBgn0265271,FBtr0335209,6286,2,0,
FBgn0265274,FBtr0085350,6287,2,0,
FBgn0265274,FBtr0330306,6287,2,0,
FBgn0265276,FBtr0110876,6288,2,0,
FBgn0265276,FBtr0305186,6288,2,0,
FBgn0265276,FBtr0110877,6289,4,0,
FBgn0265276,FBtr0307085,6289,4,1,FBtr0307087
FBgn0265276,FBtr0307087,6289,4,1,FBtr0307085
FBgn0265276,FBtr0330170,6289,4,0,
FBgn0265276,FBtr0307083,6290,2,0,
FBgn0265276,FBtr0307086,6290,2,0,
FBgn0265296,FBtr0299548,6291,3,0,
FBgn0265296,FBtr0299552,6291,3,0,
FBgn0265296,FBtr0302124,6291,3,0,
FBgn0265296,FBtr0299549,6292,4,0,
FBgn0265296,FBtr0299551,6292,4,0,
FBgn0265296,FBtr0330336,6292,4,0,
FBgn0265296,FBtr0339134,6292,4,0,
FBgn0265296,FBtr0299550,6293,6,1,FBtr0330335|FBtr0330337|FBtr0339133|FBtr0346856
FBgn0265296,FBtr0302123,6293,6,1,FBtr0339133
FBgn0265296,FBtr0330335,6293,6,1,FBtr0299550
FBgn0265296,FBtr0330337,6293,6,1,FBtr0299550
FBgn0265296,FBtr0346856,6293,6,1,FBtr0299550
FBgn0265296,FBtr0339133,6293,6,1,FBtr0299550|FBtr0302123
FBgn0265298,FBtr0089899,6294,3,1,FBtr0302910
FBgn0265298,FBtr0306252,6294,3,0,
FBgn0265298,FBtr0302910,6294,3,1,FBtr0089899
FBgn0265356,FBtr0086572,6295,2,0,
FBgn0265356,FBtr0114622,6295,2,0,
FBgn0265373,FBtr0339580,6296,2,0,
FBgn0265373,FBtr0339581,6296,2,0,
FBgn0265377,FBtr0339608,6297,2,0,
FBgn0265377,FBtr0339609,6297,2,0,
FBgn0265413,FBtr0339659,6298,2,0,
FBgn0265413,FBtr0339661,6298,2,0,
FBgn0265413,FBtr0339660,6299,2,0,
FBgn0265413,FBtr0340357,6299,2,0,
FBgn0265419,FBtr0339726,6300,2,0,
FBgn0265419,FBtr0345278,6300,2,0,
FBgn0265434,FBtr0072398,6301,2,0,
FBgn0265434,FBtr0072399,6301,2,0,
FBgn0265434,FBtr0100466,6302,2,0,
FBgn0265434,FBtr0100467,6302,2,0,
FBgn0265434,FBtr0302573,6303,2,0,
FBgn0265434,FBtr0306576,6303,2,0,
FBgn0265447,FBtr0339803,6304,2,0,
FBgn0265447,FBtr0344757,6304,2,0,
FBgn0265487,FBtr0336940,6305,2,0,
FBgn0265487,FBtr0336942,6305,2,0,
FBgn0265508,FBtr0340008,6306,2,0,
FBgn0265508,FBtr0340009,6306,2,0,
FBgn0265510,FBtr0344759,6307,2,0,
FBgn0265510,FBtr0344760,6307,2,0,
FBgn0265512,FBtr0088369,6308,3,0,
FBgn0265512,FBtr0088370,6308,3,0,
FBgn0265512,FBtr0331945,6308,3,0,
FBgn0265523,FBtr0333765,6309,2,0,
FBgn0265523,FBtr0333767,6309,2,0,
FBgn0265529,FBtr0340078,6310,2,0,
FBgn0265529,FBtr0340079,6310,2,0,
FBgn0265533,FBtr0340112,6311,2,0,
FBgn0265533,FBtr0340113,6311,2,0,
FBgn0265534,FBtr0340117,6312,2,0,
FBgn0265534,FBtr0340118,6312,2,0,
FBgn0265540,FBtr0340132,6313,2,0,
FBgn0265540,FBtr0344891,6313,2,0,
FBgn0265541,FBtr0340134,6314,2,0,
FBgn0265541,FBtr0345518,6314,2,0,
FBgn0265574,FBtr0072569,6315,2,0,
FBgn0265574,FBtr0300727,6315,2,0,
FBgn0265575,FBtr0340205,6316,2,0,
FBgn0265575,FBtr0340206,6316,2,0,
FBgn0265584,FBtr0340256,6317,2,0,
FBgn0265584,FBtr0344799,6317,2,0,
FBgn0265588,FBtr0340264,6318,3,0,
FBgn0265588,FBtr0345754,6318,3,0,
FBgn0265588,FBtr0347027,6318,3,0,
FBgn0265595,FBtr0340335,6319,3,1,FBtr0340336
FBgn0265595,FBtr0340338,6319,3,0,
FBgn0265595,FBtr0340336,6319,3,1,FBtr0340335
FBgn0265595,FBtr0340339,6320,2,0,
FBgn0265595,FBtr0340340,6320,2,0,
FBgn0265597,FBtr0340350,6321,3,0,
FBgn0265597,FBtr0340352,6321,3,0,
FBgn0265597,FBtr0340354,6321,3,0,
FBgn0265597,FBtr0340351,6322,2,0,
FBgn0265597,FBtr0340353,6322,2,0,
FBgn0265598,FBtr0340364,6323,3,0,
FBgn0265598,FBtr0340366,6323,3,0,
FBgn0265598,FBtr0340367,6323,3,0,
FBgn0265605,FBtr0087254,6324,2,0,
FBgn0265605,FBtr0300576,6324,2,0,
FBgn0265607,FBtr0303301,6325,2,0,
FBgn0265607,FBtr0340178,6325,2,0,
FBgn0265623,FBtr0300387,6326,2,0,
FBgn0265623,FBtr0330613,6326,2,0,
FBgn0265650,FBtr0340516,6327,2,0,
FBgn0265650,FBtr0340517,6327,2,0,
FBgn0265661,FBtr0340528,6328,2,0,
FBgn0265661,FBtr0340529,6328,2,0,
FBgn0265665,FBtr0340535,6329,2,0,
FBgn0265665,FBtr0340536,6329,2,0,
FBgn0265708,FBtr0340643,6330,2,0,
FBgn0265708,FBtr0344298,6330,2,0,
FBgn0265718,FBtr0340659,6331,2,0,
FBgn0265718,FBtr0340660,6331,2,0,
FBgn0265721,FBtr0340663,6332,2,0,
FBgn0265721,FBtr0340664,6332,2,0,
FBgn0265726,FBtr0340671,6333,2,0,
FBgn0265726,FBtr0340672,6333,2,0,
FBgn0265726,FBtr0340678,6334,2,0,
FBgn0265726,FBtr0340679,6334,2,0,
FBgn0265728,FBtr0340684,6335,2,0,
FBgn0265728,FBtr0340685,6335,2,0,
FBgn0265767,FBtr0113768,6336,2,0,
FBgn0265767,FBtr0113769,6336,2,0,
FBgn0265767,FBtr0301132,6337,2,0,
FBgn0265767,FBtr0347557,6337,2,0,
FBgn0265778,FBtr0079249,6338,3,0,
FBgn0265778,FBtr0300038,6338,3,0,
FBgn0265778,FBtr0333242,6338,3,0,
FBgn0265784,FBtr0112879,6339,2,0,
FBgn0265784,FBtr0310341,6339,2,0,
FBgn0265784,FBtr0310340,6340,2,0,
FBgn0265784,FBtr0446106,6340,2,0,
FBgn0265788,FBtr0342619,6341,2,0,
FBgn0265788,FBtr0345757,6341,2,0,
FBgn0265812,FBtr0342642,6342,2,0,
FBgn0265812,FBtr0445829,6342,2,0,
FBgn0265813,FBtr0342644,6343,2,0,
FBgn0265813,FBtr0346421,6343,2,0,
FBgn0265814,FBtr0342645,6344,2,0,
FBgn0265814,FBtr0342646,6344,2,0,
FBgn0265876,FBtr0342790,6345,2,0,
FBgn0265876,FBtr0345680,6345,2,0,
FBgn0265884,FBtr0342752,6346,2,0,
FBgn0265884,FBtr0342753,6346,2,0,
FBgn0265885,FBtr0342754,6347,3,0,
FBgn0265885,FBtr0342755,6347,3,0,
FBgn0265885,FBtr0345003,6347,3,0,
FBgn0265922,FBtr0342860,6348,2,0,
FBgn0265922,FBtr0346385,6348,2,0,
FBgn0265935,FBtr0086207,6349,2,0,
FBgn0265935,FBtr0086209,6349,2,0,
FBgn0265935,FBtr0086208,6350,2,0,
FBgn0265935,FBtr0336655,6350,2,0,
FBgn0265956,FBtr0342937,6351,2,0,
FBgn0265956,FBtr0342938,6351,2,0,
FBgn0265957,FBtr0342932,6352,2,0,
FBgn0265957,FBtr0342933,6352,2,0,
FBgn0265959,FBtr0342948,6353,2,0,
FBgn0265959,FBtr0342949,6353,2,0,
FBgn0265963,FBtr0342966,6354,2,0,
FBgn0265963,FBtr0346710,6354,2,0,
FBgn0265964,FBtr0342967,6355,2,0,
FBgn0265964,FBtr0342968,6355,2,0,
FBgn0265974,FBtr0087495,6356,2,0,
FBgn0265974,FBtr0333164,6356,2,0,
FBgn0265980,FBtr0342997,6357,2,0,
FBgn0265980,FBtr0342998,6357,2,0,
FBgn0265987,FBtr0343044,6358,2,0,
FBgn0265987,FBtr0343045,6358,2,0,
FBgn0265991,FBtr0100387,6359,2,0,
FBgn0265991,FBtr0310088,6359,2,0,
FBgn0265991,FBtr0111048,6360,2,0,
FBgn0265991,FBtr0329916,6360,2,0,
FBgn0265991,FBtr0310087,6361,4,0,
FBgn0265991,FBtr0329914,6361,4,0,
FBgn0265991,FBtr0329915,6361,4,0,
FBgn0265991,FBtr0342711,6361,4,0,
FBgn0265991,FBtr0329912,6362,2,0,
FBgn0265991,FBtr0329913,6362,2,0,
FBgn0265998,FBtr0299742,6363,4,0,
FBgn0265998,FBtr0299745,6363,4,0,
FBgn0265998,FBtr0299749,6363,4,0,
FBgn0265998,FBtr0299750,6363,4,0,
FBgn0265998,FBtr0299747,6364,2,0,
FBgn0265998,FBtr0308600,6364,2,0,
FBgn0265998,FBtr0299748,6365,2,0,
FBgn0265998,FBtr0299752,6365,2,0,
FBgn0266000,FBtr0343135,6366,2,0,
FBgn0266000,FBtr0343140,6366,2,0,
FBgn0266000,FBtr0343137,6367,2,0,
FBgn0266000,FBtr0343142,6367,2,0,
FBgn0266003,FBtr0343153,6368,2,0,
FBgn0266003,FBtr0343154,6368,2,0,
FBgn0266019,FBtr0305603,6369,2,0,
FBgn0266019,FBtr0305605,6369,2,0,
FBgn0266019,FBtr0305604,6370,2,0,
FBgn0266019,FBtr0305606,6370,2,0,
FBgn0266036,FBtr0343253,6371,2,0,
FBgn0266036,FBtr0445830,6371,2,0,
FBgn0266045,FBtr0343307,6372,2,0,
FBgn0266045,FBtr0343308,6372,2,0,
FBgn0266053,FBtr0083392,6373,2,0,
FBgn0266053,FBtr0339155,6373,2,0,
FBgn0266064,FBtr0083036,6374,2,0,
FBgn0266064,FBtr0333276,6374,2,0,
FBgn0266067,FBtr0343393,6375,2,0,
FBgn0266067,FBtr0343394,6375,2,0,
FBgn0266084,FBtr0302085,6376,3,1,FBtr0302584
FBgn0266084,FBtr0302583,6376,3,0,
FBgn0266084,FBtr0302584,6376,3,1,FBtr0302085
FBgn0266084,FBtr0333888,6377,2,0,
FBgn0266084,FBtr0333889,6377,2,0,
FBgn0266100,FBtr0343553,6378,2,0,
FBgn0266100,FBtr0343554,6378,2,0,
FBgn0266101,FBtr0343555,6379,2,0,
FBgn0266101,FBtr0343556,6379,2,0,
FBgn0266129,FBtr0072457,6380,3,0,
FBgn0266129,FBtr0100126,6380,3,0,
FBgn0266129,FBtr0330231,6380,3,0,
FBgn0266136,FBtr0302281,6381,2,0,
FBgn0266136,FBtr0333879,6381,2,0,
FBgn0266137,FBtr0085467,6382,2,0,
FBgn0266137,FBtr0330293,6382,2,0,
FBgn0266170,FBtr0343750,6383,2,0,
FBgn0266170,FBtr0433519,6383,2,0,
FBgn0266171,FBtr0343751,6384,2,0,
FBgn0266171,FBtr0433518,6384,2,0,
FBgn0266172,FBtr0343748,6385,2,0,
FBgn0266172,FBtr0433517,6385,2,0,
FBgn0266173,FBtr0343752,6386,2,0,
FBgn0266173,FBtr0433526,6386,2,0,
FBgn0266174,FBtr0343753,6387,2,0,
FBgn0266174,FBtr0433525,6387,2,0,
FBgn0266175,FBtr0343754,6388,2,0,
FBgn0266175,FBtr0433522,6388,2,0,
FBgn0266176,FBtr0343757,6389,2,0,
FBgn0266176,FBtr0433524,6389,2,0,
FBgn0266177,FBtr0343755,6390,2,0,
FBgn0266177,FBtr0433523,6390,2,0,
FBgn0266178,FBtr0347109,6391,2,0,
FBgn0266178,FBtr0433527,6391,2,0,
FBgn0266186,FBtr0089394,6392,2,0,
FBgn0266186,FBtr0346639,6392,2,0,
FBgn0266219,FBtr0343866,6393,2,0,
FBgn0266219,FBtr0345755,6393,2,0,
FBgn0266253,FBtr0343920,6394,2,0,
FBgn0266253,FBtr0345279,6394,2,0,
FBgn0266268,FBtr0085849,6395,2,0,
FBgn0266268,FBtr0085850,6395,2,0,
FBgn0266277,FBtr0343975,6396,2,0,
FBgn0266277,FBtr0343976,6396,2,0,
FBgn0266284,FBtr0070297,6397,2,0,
FBgn0266284,FBtr0339578,6397,2,0,
FBgn0266303,FBtr0344031,6398,2,0,
FBgn0266303,FBtr0344785,6398,2,0,
FBgn0266305,FBtr0344033,6399,2,0,
FBgn0266305,FBtr0344034,6399,2,0,
FBgn0266322,FBtr0344052,6400,2,0,
FBgn0266322,FBtr0344053,6400,2,0,
FBgn0266349,FBtr0344074,6401,2,0,
FBgn0266349,FBtr0344946,6401,2,0,
FBgn0266354,FBtr0344097,6402,3,0,
FBgn0266354,FBtr0344098,6402,3,0,
FBgn0266354,FBtr0344101,6402,3,0,
FBgn0266354,FBtr0344099,6403,2,0,
FBgn0266354,FBtr0344100,6403,2,0,
FBgn0266363,FBtr0344123,6404,2,0,
FBgn0266363,FBtr0344124,6404,2,0,
FBgn0266372,FBtr0344135,6405,2,0,
FBgn0266372,FBtr0344136,6405,2,0,
FBgn0266376,FBtr0344173,6406,3,0,
FBgn0266376,FBtr0344174,6406,3,0,
FBgn0266376,FBtr0346132,6406,3,0,
FBgn0266377,FBtr0344180,6407,2,0,
FBgn0266377,FBtr0344181,6407,2,0,
FBgn0266379,FBtr0344193,6408,2,0,
FBgn0266379,FBtr0345223,6408,2,0,
FBgn0266384,FBtr0344248,6409,2,0,
FBgn0266384,FBtr0344249,6409,2,0,
FBgn0266409,FBtr0344358,6410,3,0,
FBgn0266409,FBtr0344361,6410,3,0,
FBgn0266409,FBtr0344362,6410,3,0,
FBgn0266409,FBtr0344359,6411,2,0,
FBgn0266409,FBtr0344360,6411,2,0,
FBgn0266410,FBtr0344366,6412,3,0,
FBgn0266410,FBtr0344367,6412,3,0,
FBgn0266410,FBtr0344368,6412,3,0,
FBgn0266413,FBtr0344394,6413,2,0,
FBgn0266413,FBtr0344395,6413,2,0,
FBgn0266417,FBtr0344398,6414,2,0,
FBgn0266417,FBtr0344400,6414,2,0,
FBgn0266418,FBtr0344403,6415,2,0,
FBgn0266418,FBtr0344404,6415,2,0,
FBgn0266418,FBtr0344406,6416,2,0,
FBgn0266418,FBtr0344407,6416,2,0,
FBgn0266421,FBtr0073535,6417,2,0,
FBgn0266421,FBtr0343586,6417,2,0,
FBgn0266428,FBtr0309282,6418,2,0,
FBgn0266428,FBtr0309283,6418,2,0,
FBgn0266446,FBtr0344440,6419,2,0,
FBgn0266446,FBtr0344442,6419,2,0,
FBgn0266446,FBtr0344441,6420,2,0,
FBgn0266446,FBtr0344443,6420,2,0,
FBgn0266449,FBtr0079192,6421,2,0,
FBgn0266449,FBtr0343126,6421,2,0,
FBgn0266452,FBtr0344431,6422,2,0,
FBgn0266452,FBtr0345691,6422,2,0,
FBgn0266464,FBtr0082883,6423,3,0,
FBgn0266464,FBtr0344766,6423,3,0,
FBgn0266464,FBtr0344767,6423,3,0,
FBgn0266486,FBtr0344529,6424,2,0,
FBgn0266486,FBtr0344530,6424,2,0,
FBgn0266487,FBtr0344531,6425,2,0,
FBgn0266487,FBtr0344532,6425,2,0,
FBgn0266490,FBtr0344535,6426,2,0,
FBgn0266490,FBtr0344537,6426,2,0,
FBgn0266492,FBtr0344539,6427,2,0,
FBgn0266492,FBtr0344542,6427,2,0,
FBgn0266518,FBtr0086146,6428,2,0,
FBgn0266518,FBtr0336664,6428,2,0,
FBgn0266557,FBtr0078144,6429,2,0,
FBgn0266557,FBtr0299837,6429,2,0,
FBgn0266566,FBtr0344672,6430,2,0,
FBgn0266566,FBtr0344674,6430,2,0,
FBgn0266568,FBtr0303213,6431,3,0,
FBgn0266568,FBtr0308354,6431,3,0,
FBgn0266568,FBtr0308359,6431,3,0,
FBgn0266568,FBtr0308355,6432,3,0,
FBgn0266568,FBtr0308356,6432,3,0,
FBgn0266568,FBtr0308360,6432,3,0,
FBgn0266568,FBtr0308357,6433,2,0,
FBgn0266568,FBtr0308358,6433,2,0,
FBgn0266569,FBtr0299571,6434,2,0,
FBgn0266569,FBtr0305650,6434,2,0,
FBgn0266570,FBtr0070648,6435,2,0,
FBgn0266570,FBtr0340200,6435,2,0,
FBgn0266572,FBtr0070098,6436,3,0,
FBgn0266572,FBtr0339442,6436,3,0,
FBgn0266572,FBtr0339443,6436,3,0,
FBgn0266577,FBtr0344724,6437,2,0,
FBgn0266577,FBtr0344725,6437,2,0,
FBgn0266579,FBtr0344741,6438,2,0,
FBgn0266579,FBtr0344742,6438,2,0,
FBgn0266579,FBtr0344743,6439,2,0,
FBgn0266579,FBtr0347394,6439,2,0,
FBgn0266580,FBtr0086044,6440,2,0,
FBgn0266580,FBtr0335270,6440,2,0,
FBgn0266581,FBtr0084175,6441,2,0,
FBgn0266581,FBtr0346345,6441,2,0,
FBgn0266590,FBtr0344811,6442,2,0,
FBgn0266590,FBtr0344812,6442,2,0,
FBgn0266598,FBtr0301216,6443,2,0,
FBgn0266598,FBtr0310464,6443,2,0,
FBgn0266599,FBtr0083055,6444,2,0,
FBgn0266599,FBtr0083058,6444,2,0,
FBgn0266599,FBtr0083056,6445,2,0,
FBgn0266599,FBtr0083060,6445,2,0,
FBgn0266627,FBtr0344915,6446,2,0,
FBgn0266627,FBtr0345623,6446,2,0,
FBgn0266631,FBtr0344919,6447,2,0,
FBgn0266631,FBtr0344920,6447,2,0,
FBgn0266632,FBtr0344921,6448,2,0,
FBgn0266632,FBtr0346679,6448,2,0,
FBgn0266632,FBtr0346680,6449,2,0,
FBgn0266632,FBtr0346682,6449,2,0,
FBgn0266633,FBtr0344924,6450,2,0,
FBgn0266633,FBtr0344925,6450,2,0,
FBgn0266642,FBtr0344936,6451,2,0,
FBgn0266642,FBtr0344937,6451,2,0,
FBgn0266654,FBtr0344958,6452,2,0,
FBgn0266654,FBtr0344959,6452,2,0,
FBgn0266668,FBtr0084977,6453,2,0,
FBgn0266668,FBtr0084978,6453,2,0,
FBgn0266692,FBtr0345062,6454,2,0,
FBgn0266692,FBtr0345063,6454,2,0,
FBgn0266694,FBtr0345081,6455,2,0,
FBgn0266694,FBtr0345082,6455,2,0,
FBgn0266696,FBtr0345089,6456,2,0,
FBgn0266696,FBtr0345090,6456,2,0,
FBgn0266696,FBtr0345093,6457,2,0,
FBgn0266696,FBtr0345094,6457,2,0,
FBgn0266702,FBtr0345151,6458,2,0,
FBgn0266702,FBtr0345152,6458,2,0,
FBgn0266707,FBtr0345172,6459,2,0,
FBgn0266707,FBtr0346738,6459,2,0,
FBgn0266711,FBtr0086540,6460,2,0,
FBgn0266711,FBtr0086541,6460,2,0,
FBgn0266717,FBtr0082239,6461,3,0,
FBgn0266717,FBtr0331683,6461,3,0,
FBgn0266717,FBtr0331684,6461,3,0,
FBgn0266734,FBtr0345232,6462,2,0,
FBgn0266734,FBtr0345233,6462,2,0,
FBgn0266742,FBtr0345243,6463,2,0,
FBgn0266742,FBtr0345244,6463,2,0,
FBgn0266744,FBtr0345246,6464,2,0,
FBgn0266744,FBtr0345247,6464,2,0,
FBgn0266747,FBtr0345281,6465,2,0,
FBgn0266747,FBtr0345282,6465,2,0,
FBgn0266750,FBtr0345310,6466,2,0,
FBgn0266750,FBtr0347220,6466,2,0,
FBgn0266753,FBtr0345329,6467,2,0,
FBgn0266753,FBtr0345330,6467,2,0,
FBgn0266756,FBtr0334285,6468,2,0,
FBgn0266756,FBtr0334291,6468,2,0,
FBgn0266756,FBtr0334286,6469,2,0,
FBgn0266756,FBtr0334287,6469,2,0,
FBgn0266756,FBtr0334288,6470,2,0,
FBgn0266756,FBtr0334289,6470,2,0,
FBgn0266757,FBtr0273285,6471,5,0,
FBgn0266757,FBtr0273287,6471,5,0,
FBgn0266757,FBtr0273289,6471,5,0,
FBgn0266757,FBtr0273290,6471,5,0,
FBgn0266757,FBtr0273291,6471,5,0,
FBgn0266757,FBtr0273286,6472,2,0,
FBgn0266757,FBtr0273288,6472,2,0,
FBgn0266783,FBtr0345408,6473,2,0,
FBgn0266783,FBtr0345409,6473,2,0,
FBgn0266801,FBtr0345459,6474,2,0,
FBgn0266801,FBtr0346728,6474,2,0,
FBgn0266801,FBtr0345460,6475,2,0,
FBgn0266801,FBtr0346729,6475,2,0,
FBgn0266808,FBtr0345480,6476,3,0,
FBgn0266808,FBtr0345792,6476,3,0,
FBgn0266808,FBtr0345793,6476,3,0,
FBgn0266819,FBtr0345573,6477,2,0,
FBgn0266819,FBtr0345574,6477,2,0,
FBgn0266821,FBtr0345547,6478,2,0,
FBgn0266821,FBtr0345548,6478,2,0,
FBgn0266827,FBtr0345554,6479,2,0,
FBgn0266827,FBtr0345555,6479,2,0,
FBgn0266848,FBtr0077368,6480,4,0,
FBgn0266848,FBtr0305147,6480,4,0,
FBgn0266848,FBtr0309240,6480,4,0,
FBgn0266848,FBtr0339498,6480,4,0,
FBgn0266858,FBtr0345659,6481,2,0,
FBgn0266858,FBtr0345660,6481,2,0,
FBgn0266869,FBtr0345722,6482,2,0,
FBgn0266869,FBtr0345723,6482,2,0,
FBgn0266901,FBtr0345766,6483,2,0,
FBgn0266901,FBtr0346909,6483,2,0,
FBgn0266916,FBtr0089973,6484,2,0,
FBgn0266916,FBtr0339328,6484,2,0,
FBgn0266959,FBtr0345855,6485,2,0,
FBgn0266959,FBtr0345856,6485,2,0,
FBgn0266962,FBtr0345862,6486,2,0,
FBgn0266962,FBtr0346078,6486,2,0,
FBgn0266973,FBtr0345875,6487,2,0,
FBgn0266973,FBtr0346079,6487,2,0,
FBgn0266986,FBtr0345889,6488,2,0,
FBgn0266986,FBtr0345890,6488,2,0,
FBgn0267001,FBtr0308221,6489,2,0,
FBgn0267001,FBtr0310078,6489,2,0,
FBgn0267001,FBtr0308222,6490,2,0,
FBgn0267001,FBtr0308223,6490,2,0,
FBgn0267002,FBtr0113089,6491,2,0,
FBgn0267002,FBtr0304680,6491,2,0,
FBgn0267002,FBtr0330003,6492,2,0,
FBgn0267002,FBtr0346959,6492,2,0,
FBgn0267021,FBtr0345965,6493,2,0,
FBgn0267021,FBtr0345966,6493,2,0,
FBgn0267022,FBtr0345968,6494,2,0,
FBgn0267022,FBtr0345969,6494,2,0,
FBgn0267029,FBtr0345995,6495,3,0,
FBgn0267029,FBtr0345996,6495,3,0,
FBgn0267029,FBtr0345997,6495,3,0,
FBgn0267079,FBtr0346070,6496,2,0,
FBgn0267079,FBtr0445212,6496,2,0,
FBgn0267104,FBtr0346197,6497,2,0,
FBgn0267104,FBtr0346198,6497,2,0,
FBgn0267131,FBtr0346227,6498,2,0,
FBgn0267131,FBtr0346228,6498,2,0,
FBgn0267165,FBtr0346286,6499,2,0,
FBgn0267165,FBtr0346287,6499,2,0,
FBgn0267175,FBtr0346300,6500,2,0,
FBgn0267175,FBtr0346301,6500,2,0,
FBgn0267181,FBtr0346309,6501,2,0,
FBgn0267181,FBtr0346310,6501,2,0,
FBgn0267189,FBtr0346332,6502,2,0,
FBgn0267189,FBtr0346333,6502,2,0,
FBgn0267201,FBtr0346353,6503,2,0,
FBgn0267201,FBtr0346354,6503,2,0,
FBgn0267203,FBtr0346358,6504,2,0,
FBgn0267203,FBtr0346359,6504,2,0,
FBgn0267219,FBtr0346387,6505,2,0,
FBgn0267219,FBtr0346388,6505,2,0,
FBgn0267226,FBtr0346398,6506,2,0,
FBgn0267226,FBtr0346399,6506,2,0,
FBgn0267252,FBtr0079795,6507,6,1,FBtr0330019|FBtr0079796
FBgn0267252,FBtr0079797,6507,6,0,
FBgn0267252,FBtr0303895,6507,6,1,FBtr0330019|FBtr0079796
FBgn0267252,FBtr0346282,6507,6,0,
FBgn0267252,FBtr0079796,6507,6,1,FBtr0303895|FBtr0079795
FBgn0267252,FBtr0330019,6507,6,1,FBtr0303895|FBtr0079795
FBgn0267330,FBtr0080021,6508,3,0,
FBgn0267330,FBtr0080022,6508,3,0,
FBgn0267330,FBtr0080023,6508,3,0,
FBgn0267336,FBtr0112576,6509,3,0,
FBgn0267336,FBtr0333685,6509,3,0,
FBgn0267336,FBtr0333686,6509,3,0,
FBgn0267336,FBtr0112577,6510,2,0,
FBgn0267336,FBtr0305157,6510,2,0,
FBgn0267337,FBtr0300518,6511,2,0,
FBgn0267337,FBtr0330140,6511,2,0,
FBgn0267351,FBtr0086570,6512,2,0,
