"ERS_grp_num","ERS_grp_size","gene_id","xscripts","flag_nonolp_pair","flag_IR_exclusion"
6120,2,"FBgn0263995","FBtr0330274|FBtr0330279",0,0
6121,3,"FBgn0263997","FBtr0330322|FBtr0330324|FBtr0330323",0,0
6122,2,"FBgn0263998","FBtr0330329|FBtr0330331",0,0
6123,2,"FBgn0263998","FBtr0330332|FBtr0330330",0,0
6124,4,"FBgn0264000","FBtr0330340|FBtr0334765|FBtr0346866|FBtr0330341",0,0
6125,3,"FBgn0264001","FBtr0330345|FBtr0330353|FBtr0330344",0,0
6126,3,"FBgn0264001","FBtr0330348|FBtr0330346|FBtr0330350",0,0
6127,2,"FBgn0264001","FBtr0330355|FBtr0330347",0,0
6128,3,"FBgn0264002","FBtr0330360|FBtr0330359|FBtr0330358",0,0
6129,3,"FBgn0264005","FBtr0330385|FBtr0346339|FBtr0330386",0,0
6130,2,"FBgn0264006","FBtr0330414|FBtr0330418",0,0
6131,2,"FBgn0264006","FBtr0330420|FBtr0333021",0,0
6132,2,"FBgn0264075","FBtr0336755|FBtr0082005",0,0
6133,3,"FBgn0264078","FBtr0073949|FBtr0330215|FBtr0073951",0,0
6134,4,"FBgn0264078","FBtr0073952|FBtr0330217|FBtr0073950|FBtr0330214",0,0
6135,2,"FBgn0264081","FBtr0335464|FBtr0330686",0,0
6136,2,"FBgn0264085","FBtr0330687|FBtr0335161",0,0
6137,2,"FBgn0264089","FBtr0330729|FBtr0330732",0,0
6138,2,"FBgn0264089","FBtr0330731|FBtr0330734",0,0
6139,3,"FBgn0264090","FBtr0331156|FBtr0331157|FBtr0332994",0,0
6140,2,"FBgn0264261","FBtr0331273|FBtr0331272",0,0
6141,3,"FBgn0264270","FBtr0331247|FBtr0331271|FBtr0331264",0,0
6142,5,"FBgn0264270","FBtr0331260|FBtr0336728|FBtr0331254|FBtr0336727|FBtr0331249",0,0
6143,2,"FBgn0264270","FBtr0331251|FBtr0331270",0,0
6144,4,"FBgn0264270","FBtr0331253|FBtr0331255|FBtr0331268|FBtr0331262",0,0
6145,2,"FBgn0264270","FBtr0331257|FBtr0331261",0,0
6146,2,"FBgn0264270","FBtr0331259|FBtr0331263",0,0
6147,2,"FBgn0264270","FBtr0336729|FBtr0346796",0,0
6148,2,"FBgn0264272","FBtr0331393|FBtr0336737",0,0
6149,2,"FBgn0264273","FBtr0329992|FBtr0290009",0,0
6150,2,"FBgn0264302","FBtr0331507|FBtr0331508",0,0
6151,2,"FBgn0264303","FBtr0331510|FBtr0331509",0,0
6152,2,"FBgn0264305","FBtr0331520|FBtr0331517",0,0
6153,2,"FBgn0264307","FBtr0331515|FBtr0331513",0,0
6154,2,"FBgn0264308","FBtr0331505|FBtr0331503",0,0
6155,2,"FBgn0264310","FBtr0331772|FBtr0331773",0,0
6156,3,"FBgn0264324","FBtr0336766|FBtr0330304|FBtr0330303",0,0
6157,2,"FBgn0264324","FBtr0330305|FBtr0336765",0,0
6158,2,"FBgn0264344","FBtr0332004|FBtr0332005",0,0
6159,2,"FBgn0264346","FBtr0332013|FBtr0332012",0,0
6160,2,"FBgn0264349","FBtr0343683|FBtr0332019",0,0
6161,2,"FBgn0264350","FBtr0332026|FBtr0346760",0,0
6162,2,"FBgn0264352","FBtr0332032|FBtr0332031",0,0
6163,3,"FBgn0264357","FBtr0084020|FBtr0301588|FBtr0301589",0,0
6164,2,"FBgn0264357","FBtr0084021|FBtr0301586",0,0
6165,3,"FBgn0264357","FBtr0084022|FBtr0110938|FBtr0301587",0,0
6166,3,"FBgn0264357","FBtr0112916|FBtr0301585|FBtr0112915",0,0
6167,2,"FBgn0264364","FBtr0332230|FBtr0332229",0,0
6168,2,"FBgn0264367","FBtr0346430|FBtr0332224",0,0
6169,2,"FBgn0264374","FBtr0332231|FBtr0343694",0,0
6170,3,"FBgn0264375","FBtr0332239|FBtr0332241|FBtr0332240",0,0
6171,2,"FBgn0264378","FBtr0339988|FBtr0332258",0,0
6172,2,"FBgn0264385","FBtr0332282|FBtr0332283",0,0
6173,2,"FBgn0264386","FBtr0304610|FBtr0112953",0,0
6174,2,"FBgn0264389","FBtr0073968|FBtr0340429",0,0
6175,3,"FBgn0264426","FBtr0347290|FBtr0347288|FBtr0347289",0,0
6176,2,"FBgn0264427","FBtr0452093|FBtr0452092",0,0
6177,2,"FBgn0264439","FBtr0332524|FBtr0332525",0,0
6178,3,"FBgn0264442","FBtr0332560|FBtr0332557|FBtr0332558",0,0
6179,4,"FBgn0264443","FBtr0332565|FBtr0332564|FBtr0345432|FBtr0332566",0,0
6180,2,"FBgn0264446","FBtr0332584|FBtr0344829",0,0
6181,2,"FBgn0264449","FBtr0332604|FBtr0343358",0,0
6182,3,"FBgn0264468","FBtr0344956|FBtr0332778|FBtr0332779",0,0
6183,2,"FBgn0264473","FBtr0332740|FBtr0332741",0,0
6184,2,"FBgn0264484","FBtr0332796|FBtr0332795",0,0
6185,2,"FBgn0264486","FBtr0332803|FBtr0332802",0,0
6186,2,"FBgn0264488","FBtr0332817|FBtr0345688",0,0
6187,2,"FBgn0264489","FBtr0332825|FBtr0332822",0,0
6188,2,"FBgn0264489","FBtr0332826|FBtr0332834",0,0
6189,3,"FBgn0264489","FBtr0332828|FBtr0332827|FBtr0332829",0,0
6190,2,"FBgn0264489","FBtr0332832|FBtr0332835",0,0
6191,2,"FBgn0264490","FBtr0330384|FBtr0084169",0,0
6192,4,"FBgn0264491","FBtr0301402|FBtr0084177|FBtr0301401|FBtr0335195",0,0
6193,2,"FBgn0264492","FBtr0070042|FBtr0070043",0,0
6194,2,"FBgn0264493","FBtr0301632|FBtr0334298",0,0
6195,2,"FBgn0264495","FBtr0303787|FBtr0303788",0,0
6196,3,"FBgn0264502","FBtr0344828|FBtr0332933|FBtr0332932",0,0
6197,3,"FBgn0264513","FBtr0346597|FBtr0333130|FBtr0347495",0,0
6198,2,"FBgn0264514","FBtr0333132|FBtr0333131",0,0
6199,2,"FBgn0264541","FBtr0344700|FBtr0344699",0,0
6200,2,"FBgn0264542","FBtr0333156|FBtr0346131",0,0
6201,2,"FBgn0264548","FBtr0344027|FBtr0333244",0,0
6202,2,"FBgn0264549","FBtr0345782|FBtr0333249",0,0
6203,2,"FBgn0264560","FBtr0305075|FBtr0087898",0,0
6204,2,"FBgn0264561","FBtr0078388|FBtr0332717",0,0
6205,3,"FBgn0264562","FBtr0333337|FBtr0333345|FBtr0333344",0,0
6206,3,"FBgn0264562","FBtr0333343|FBtr0333341|FBtr0333342",0,0
6207,4,"FBgn0264574","FBtr0345690|FBtr0333502|FBtr0333493|FBtr0333495",0,0
6208,3,"FBgn0264574","FBtr0333496|FBtr0333499|FBtr0333497",0,0
6209,2,"FBgn0264574","FBtr0333501|FBtr0345689",0,0
6210,2,"FBgn0264598","FBtr0333530|FBtr0333531",0,0
6211,2,"FBgn0264606","FBtr0333631|FBtr0333630",0,0
6212,2,"FBgn0264607","FBtr0089217|FBtr0333673",0,0
6213,2,"FBgn0264607","FBtr0300377|FBtr0089218",0,0
6214,2,"FBgn0264607","FBtr0333674|FBtr0100146",0,0
6215,2,"FBgn0264607","FBtr0100147|FBtr0100148",0,0
6216,2,"FBgn0264672","FBtr0077767|FBtr0330685",0,0
6217,2,"FBgn0264677","FBtr0345927|FBtr0333773",0,0
6218,2,"FBgn0264693","FBtr0310634|FBtr0073265",0,0
6219,2,"FBgn0264693","FBtr0345589|FBtr0073269",0,0
6220,2,"FBgn0264695","FBtr0080907|FBtr0301829",0,0
6221,2,"FBgn0264707","FBtr0333952|FBtr0333956",0,0
6222,6,"FBgn0264707","FBtr0333957|FBtr0333954|FBtr0333960|FBtr0333959|FBtr0333955|FBtr0333953",0,0
6223,2,"FBgn0264707","FBtr0333961|FBtr0333962",0,0
6224,3,"FBgn0264712","FBtr0309312|FBtr0333810|FBtr0078792",0,0
6225,2,"FBgn0264740","FBtr0339667|FBtr0339668",0,0
6226,2,"FBgn0264741","FBtr0339666|FBtr0339665",0,0
6227,2,"FBgn0264742","FBtr0334123|FBtr0334121",0,0
6228,2,"FBgn0264743","FBtr0334124|FBtr0334127",0,0
6229,2,"FBgn0264746","FBtr0344998|FBtr0344997",0,0
6230,2,"FBgn0264747","FBtr0334130|FBtr0334131",0,0
6231,2,"FBgn0264750","FBtr0344447|FBtr0334143",0,0
6232,2,"FBgn0264775","FBtr0334150|FBtr0334151",0,0
6233,2,"FBgn0264785","FBtr0344333|FBtr0334276",0,0
6234,2,"FBgn0264815","FBtr0334140|FBtr0334136",0,0
6235,3,"FBgn0264816","FBtr0334148|FBtr0334147|FBtr0334146",1,0
6236,2,"FBgn0264817","FBtr0347596|FBtr0347597",0,0
6237,2,"FBgn0264821","FBtr0344970|FBtr0334490",0,0
6238,2,"FBgn0264822","FBtr0344192|FBtr0334620",0,0
6239,2,"FBgn0264826","FBtr0334680|FBtr0334679",0,0
6240,2,"FBgn0264857","FBtr0306338|FBtr0306339",0,0
6241,2,"FBgn0264857","FBtr0309897|FBtr0306340",0,0
6242,2,"FBgn0264857","FBtr0336889|FBtr0336888",0,0
6243,2,"FBgn0264857","FBtr0336890|FBtr0336891",0,0
6244,2,"FBgn0264865","FBtr0334784|FBtr0334785",0,0
6245,2,"FBgn0264877","FBtr0334804|FBtr0334805",0,0
6246,2,"FBgn0264894","FBtr0334852|FBtr0334854",0,0
6247,2,"FBgn0264894","FBtr0334859|FBtr0334858",0,0
6248,2,"FBgn0264905","FBtr0345276|FBtr0334962",0,0
6249,2,"FBgn0264906","FBtr0343102|FBtr0334963",0,0
6250,2,"FBgn0264907","FBtr0334965|FBtr0345143",0,0
6251,2,"FBgn0264908","FBtr0334976|FBtr0334974",0,0
6252,2,"FBgn0264911","FBtr0345943|FBtr0345944",0,0
6253,2,"FBgn0264915","FBtr0344303|FBtr0335017",0,0
6254,2,"FBgn0264922","FBtr0346716|FBtr0079356",0,0
6255,2,"FBgn0264958","FBtr0335267|FBtr0335268",0,0
6256,5,"FBgn0264962","FBtr0339986|FBtr0302560|FBtr0345528|FBtr0302294|FBtr0339985",0,0
6257,4,"FBgn0264975","FBtr0301762|FBtr0301764|FBtr0333522|FBtr0071207",1,0
6258,2,"FBgn0264975","FBtr0301763|FBtr0333523",0,0
6259,2,"FBgn0264978","FBtr0077782|FBtr0335169",0,0
6260,2,"FBgn0264979","FBtr0335159|FBtr0077751",0,0
6261,2,"FBgn0265002","FBtr0335510|FBtr0335509",0,0
6262,2,"FBgn0265042","FBtr0336479|FBtr0336476",0,0
6263,2,"FBgn0265047","FBtr0347563|FBtr0302230",0,0
6264,2,"FBgn0265052","FBtr0336679|FBtr0336678",0,0
6265,3,"FBgn0265064","FBtr0336791|FBtr0345277|FBtr0336792",0,0
6266,2,"FBgn0265067","FBtr0344592|FBtr0344591",0,0
6267,2,"FBgn0265081","FBtr0336808|FBtr0336807",0,0
6268,2,"FBgn0265082","FBtr0336809|FBtr0336811",0,0
6269,2,"FBgn0265083","FBtr0344448|FBtr0336814",0,0
6270,2,"FBgn0265105","FBtr0336932|FBtr0336931",0,0
6271,2,"FBgn0265106","FBtr0336934|FBtr0336933",0,0
6272,6,"FBgn0265137","FBtr0300336|FBtr0086198|FBtr0086200|FBtr0086202|FBtr0086199|FBtr0086205",1,0
6273,3,"FBgn0265137","FBtr0086201|FBtr0086202|FBtr0086205",1,0
6274,2,"FBgn0265139","FBtr0300224|FBtr0114515",0,0
6275,2,"FBgn0265146","FBtr0452095|FBtr0452094",0,0
6276,3,"FBgn0265174","FBtr0339072|FBtr0339073|FBtr0339071",0,0
6277,2,"FBgn0265177","FBtr0339084|FBtr0339085",0,0
6278,2,"FBgn0265178","FBtr0339087|FBtr0339086",0,0
6279,2,"FBgn0265182","FBtr0339097|FBtr0339098",0,0
6280,2,"FBgn0265187","FBtr0339109|FBtr0339108",0,0
6281,2,"FBgn0265192","FBtr0339099|FBtr0339100",0,0
6282,2,"FBgn0265255","FBtr0339229|FBtr0345311",0,0
6283,2,"FBgn0265262","FBtr0080429|FBtr0336618",0,0
6284,2,"FBgn0265263","FBtr0302890|FBtr0332576",0,0
6285,3,"FBgn0265270","FBtr0345642|FBtr0339798|FBtr0306294",0,0
6286,2,"FBgn0265271","FBtr0082425|FBtr0335209",0,0
6287,2,"FBgn0265274","FBtr0330306|FBtr0085350",0,0
6288,2,"FBgn0265276","FBtr0110876|FBtr0305186",0,0
6289,4,"FBgn0265276","FBtr0307085|FBtr0307087|FBtr0110877|FBtr0330170",1,0
6290,2,"FBgn0265276","FBtr0307086|FBtr0307083",0,0
6291,3,"FBgn0265296","FBtr0299548|FBtr0302124|FBtr0299552",0,0
6292,4,"FBgn0265296","FBtr0330336|FBtr0299551|FBtr0299549|FBtr0339134",0,0
6293,6,"FBgn0265296","FBtr0299550|FBtr0302123|FBtr0346856|FBtr0339133|FBtr0330337|FBtr0330335",1,0
6294,3,"FBgn0265298","FBtr0089899|FBtr0306252|FBtr0302910",1,0
6295,2,"FBgn0265356","FBtr0114622|FBtr0086572",0,0
6296,2,"FBgn0265373","FBtr0339581|FBtr0339580",0,0
6297,2,"FBgn0265377","FBtr0339608|FBtr0339609",0,0
6298,2,"FBgn0265413","FBtr0339659|FBtr0339661",0,0
6299,2,"FBgn0265413","FBtr0339660|FBtr0340357",0,0
6300,2,"FBgn0265419","FBtr0339726|FBtr0345278",0,0
6301,2,"FBgn0265434","FBtr0072399|FBtr0072398",0,0
6302,2,"FBgn0265434","FBtr0100466|FBtr0100467",0,0
6303,2,"FBgn0265434","FBtr0306576|FBtr0302573",0,0
6304,2,"FBgn0265447","FBtr0339803|FBtr0344757",0,0
6305,2,"FBgn0265487","FBtr0336942|FBtr0336940",0,0
6306,2,"FBgn0265508","FBtr0340008|FBtr0340009",0,0
6307,2,"FBgn0265510","FBtr0344760|FBtr0344759",0,0
6308,3,"FBgn0265512","FBtr0088369|FBtr0331945|FBtr0088370",0,0
6309,2,"FBgn0265523","FBtr0333765|FBtr0333767",0,0
6310,2,"FBgn0265529","FBtr0340078|FBtr0340079",0,0
6311,2,"FBgn0265533","FBtr0340112|FBtr0340113",0,0
6312,2,"FBgn0265534","FBtr0340118|FBtr0340117",0,0
6313,2,"FBgn0265540","FBtr0340132|FBtr0344891",0,0
6314,2,"FBgn0265541","FBtr0340134|FBtr0345518",0,0
6315,2,"FBgn0265574","FBtr0300727|FBtr0072569",0,0
6316,2,"FBgn0265575","FBtr0340206|FBtr0340205",0,0
6317,2,"FBgn0265584","FBtr0344799|FBtr0340256",0,0
6318,3,"FBgn0265588","FBtr0345754|FBtr0347027|FBtr0340264",0,0
6319,3,"FBgn0265595","FBtr0340336|FBtr0340335|FBtr0340338",1,0
6320,2,"FBgn0265595","FBtr0340340|FBtr0340339",0,0
6321,3,"FBgn0265597","FBtr0340354|FBtr0340352|FBtr0340350",0,0
6322,2,"FBgn0265597","FBtr0340351|FBtr0340353",0,0
6323,3,"FBgn0265598","FBtr0340367|FBtr0340366|FBtr0340364",0,0
6324,2,"FBgn0265605","FBtr0300576|FBtr0087254",0,0
6325,2,"FBgn0265607","FBtr0303301|FBtr0340178",0,0
6326,2,"FBgn0265623","FBtr0300387|FBtr0330613",0,0
6327,2,"FBgn0265650","FBtr0340516|FBtr0340517",0,0
6328,2,"FBgn0265661","FBtr0340529|FBtr0340528",0,0
6329,2,"FBgn0265665","FBtr0340536|FBtr0340535",0,0
6330,2,"FBgn0265708","FBtr0344298|FBtr0340643",0,0
6331,2,"FBgn0265718","FBtr0340660|FBtr0340659",0,0
6332,2,"FBgn0265721","FBtr0340664|FBtr0340663",0,0
6333,2,"FBgn0265726","FBtr0340671|FBtr0340672",0,0
6334,2,"FBgn0265726","FBtr0340678|FBtr0340679",0,0
6335,2,"FBgn0265728","FBtr0340684|FBtr0340685",0,0
6336,2,"FBgn0265767","FBtr0113768|FBtr0113769",0,0
6337,2,"FBgn0265767","FBtr0301132|FBtr0347557",0,0
6338,3,"FBgn0265778","FBtr0079249|FBtr0300038|FBtr0333242",0,0
6339,2,"FBgn0265784","FBtr0310341|FBtr0112879",0,0
6340,2,"FBgn0265784","FBtr0310340|FBtr0446106",0,0
6341,2,"FBgn0265788","FBtr0342619|FBtr0345757",0,0
6342,2,"FBgn0265812","FBtr0445829|FBtr0342642",0,0
6343,2,"FBgn0265813","FBtr0346421|FBtr0342644",0,0
6344,2,"FBgn0265814","FBtr0342645|FBtr0342646",0,0
6345,2,"FBgn0265876","FBtr0342790|FBtr0345680",0,0
6346,2,"FBgn0265884","FBtr0342753|FBtr0342752",0,0
6347,3,"FBgn0265885","FBtr0342754|FBtr0345003|FBtr0342755",0,0
6348,2,"FBgn0265922","FBtr0342860|FBtr0346385",0,0
6349,2,"FBgn0265935","FBtr0086207|FBtr0086209",0,0
6350,2,"FBgn0265935","FBtr0336655|FBtr0086208",0,0
6351,2,"FBgn0265956","FBtr0342938|FBtr0342937",0,0
6352,2,"FBgn0265957","FBtr0342933|FBtr0342932",0,0
6353,2,"FBgn0265959","FBtr0342949|FBtr0342948",0,0
6354,2,"FBgn0265963","FBtr0342966|FBtr0346710",0,0
6355,2,"FBgn0265964","FBtr0342968|FBtr0342967",0,0
6356,2,"FBgn0265974","FBtr0333164|FBtr0087495",0,0
6357,2,"FBgn0265980","FBtr0342998|FBtr0342997",0,0
6358,2,"FBgn0265987","FBtr0343045|FBtr0343044",0,0
6359,2,"FBgn0265991","FBtr0100387|FBtr0310088",0,0
6360,2,"FBgn0265991","FBtr0329916|FBtr0111048",0,0
6361,4,"FBgn0265991","FBtr0329914|FBtr0310087|FBtr0329915|FBtr0342711",0,0
6362,2,"FBgn0265991","FBtr0329913|FBtr0329912",0,0
6363,4,"FBgn0265998","FBtr0299745|FBtr0299750|FBtr0299749|FBtr0299742",0,0
6364,2,"FBgn0265998","FBtr0308600|FBtr0299747",0,0
6365,2,"FBgn0265998","FBtr0299748|FBtr0299752",0,0
6366,2,"FBgn0266000","FBtr0343140|FBtr0343135",0,0
6367,2,"FBgn0266000","FBtr0343142|FBtr0343137",0,0
6368,2,"FBgn0266003","FBtr0343154|FBtr0343153",0,0
6369,2,"FBgn0266019","FBtr0305605|FBtr0305603",0,0
6370,2,"FBgn0266019","FBtr0305606|FBtr0305604",0,0
6371,2,"FBgn0266036","FBtr0445830|FBtr0343253",0,0
6372,2,"FBgn0266045","FBtr0343307|FBtr0343308",0,0
6373,2,"FBgn0266053","FBtr0083392|FBtr0339155",0,0
6374,2,"FBgn0266064","FBtr0083036|FBtr0333276",0,0
6375,2,"FBgn0266067","FBtr0343393|FBtr0343394",0,0
6376,3,"FBgn0266084","FBtr0302085|FBtr0302583|FBtr0302584",1,0
6377,2,"FBgn0266084","FBtr0333888|FBtr0333889",0,0
6378,2,"FBgn0266100","FBtr0343554|FBtr0343553",0,0
6379,2,"FBgn0266101","FBtr0343555|FBtr0343556",0,0
6380,3,"FBgn0266129","FBtr0072457|FBtr0330231|FBtr0100126",0,0
6381,2,"FBgn0266136","FBtr0333879|FBtr0302281",0,0
6382,2,"FBgn0266137","FBtr0330293|FBtr0085467",0,0
6383,2,"FBgn0266170","FBtr0433519|FBtr0343750",0,0
6384,2,"FBgn0266171","FBtr0433518|FBtr0343751",0,0
6385,2,"FBgn0266172","FBtr0433517|FBtr0343748",0,0
6386,2,"FBgn0266173","FBtr0343752|FBtr0433526",0,0
6387,2,"FBgn0266174","FBtr0343753|FBtr0433525",0,0
6388,2,"FBgn0266175","FBtr0343754|FBtr0433522",0,0
6389,2,"FBgn0266176","FBtr0343757|FBtr0433524",0,0
6390,2,"FBgn0266177","FBtr0343755|FBtr0433523",0,0
6391,2,"FBgn0266178","FBtr0433527|FBtr0347109",0,0
6392,2,"FBgn0266186","FBtr0346639|FBtr0089394",0,0
6393,2,"FBgn0266219","FBtr0345755|FBtr0343866",0,0
6394,2,"FBgn0266253","FBtr0343920|FBtr0345279",0,0
6395,2,"FBgn0266268","FBtr0085850|FBtr0085849",0,0
6396,2,"FBgn0266277","FBtr0343975|FBtr0343976",0,0
6397,2,"FBgn0266284","FBtr0339578|FBtr0070297",0,0
6398,2,"FBgn0266303","FBtr0344785|FBtr0344031",0,0
6399,2,"FBgn0266305","FBtr0344034|FBtr0344033",0,0
6400,2,"FBgn0266322","FBtr0344053|FBtr0344052",0,0
6401,2,"FBgn0266349","FBtr0344074|FBtr0344946",0,0
6402,3,"FBgn0266354","FBtr0344101|FBtr0344098|FBtr0344097",0,0
6403,2,"FBgn0266354","FBtr0344099|FBtr0344100",0,0
6404,2,"FBgn0266363","FBtr0344124|FBtr0344123",0,0
6405,2,"FBgn0266372","FBtr0344135|FBtr0344136",0,0
6406,3,"FBgn0266376","FBtr0344174|FBtr0344173|FBtr0346132",0,0
6407,2,"FBgn0266377","FBtr0344181|FBtr0344180",0,0
6408,2,"FBgn0266379","FBtr0345223|FBtr0344193",0,0
6409,2,"FBgn0266384","FBtr0344249|FBtr0344248",0,0
6410,3,"FBgn0266409","FBtr0344362|FBtr0344361|FBtr0344358",0,0
6411,2,"FBgn0266409","FBtr0344359|FBtr0344360",0,0
6412,3,"FBgn0266410","FBtr0344368|FBtr0344367|FBtr0344366",0,0
6413,2,"FBgn0266413","FBtr0344394|FBtr0344395",0,0
6414,2,"FBgn0266417","FBtr0344400|FBtr0344398",0,0
6415,2,"FBgn0266418","FBtr0344403|FBtr0344404",0,0
6416,2,"FBgn0266418","FBtr0344407|FBtr0344406",0,0
6417,2,"FBgn0266421","FBtr0073535|FBtr0343586",0,0
6418,2,"FBgn0266428","FBtr0309283|FBtr0309282",0,0
6419,2,"FBgn0266446","FBtr0344442|FBtr0344440",0,0
6420,2,"FBgn0266446","FBtr0344441|FBtr0344443",0,0
6421,2,"FBgn0266449","FBtr0079192|FBtr0343126",0,0
6422,2,"FBgn0266452","FBtr0345691|FBtr0344431",0,0
6423,3,"FBgn0266464","FBtr0082883|FBtr0344766|FBtr0344767",0,0
6424,2,"FBgn0266486","FBtr0344529|FBtr0344530",0,0
6425,2,"FBgn0266487","FBtr0344531|FBtr0344532",0,0
6426,2,"FBgn0266490","FBtr0344535|FBtr0344537",0,0
6427,2,"FBgn0266492","FBtr0344542|FBtr0344539",0,0
6428,2,"FBgn0266518","FBtr0086146|FBtr0336664",0,0
6429,2,"FBgn0266557","FBtr0078144|FBtr0299837",0,0
6430,2,"FBgn0266566","FBtr0344674|FBtr0344672",0,0
6431,3,"FBgn0266568","FBtr0308354|FBtr0308359|FBtr0303213",0,0
6432,3,"FBgn0266568","FBtr0308356|FBtr0308360|FBtr0308355",0,0
6433,2,"FBgn0266568","FBtr0308357|FBtr0308358",0,0
6434,2,"FBgn0266569","FBtr0305650|FBtr0299571",0,0
6435,2,"FBgn0266570","FBtr0070648|FBtr0340200",0,0
6436,3,"FBgn0266572","FBtr0070098|FBtr0339443|FBtr0339442",0,0
6437,2,"FBgn0266577","FBtr0344725|FBtr0344724",0,0
6438,2,"FBgn0266579","FBtr0344741|FBtr0344742",0,0
6439,2,"FBgn0266579","FBtr0347394|FBtr0344743",0,0
6440,2,"FBgn0266580","FBtr0086044|FBtr0335270",0,0
6441,2,"FBgn0266581","FBtr0346345|FBtr0084175",0,0
6442,2,"FBgn0266590","FBtr0344812|FBtr0344811",0,0
6443,2,"FBgn0266598","FBtr0310464|FBtr0301216",0,0
6444,2,"FBgn0266599","FBtr0083058|FBtr0083055",0,0
6445,2,"FBgn0266599","FBtr0083060|FBtr0083056",0,0
6446,2,"FBgn0266627","FBtr0345623|FBtr0344915",0,0
6447,2,"FBgn0266631","FBtr0344919|FBtr0344920",0,0
6448,2,"FBgn0266632","FBtr0344921|FBtr0346679",0,0
6449,2,"FBgn0266632","FBtr0346680|FBtr0346682",0,0
6450,2,"FBgn0266633","FBtr0344924|FBtr0344925",0,0
6451,2,"FBgn0266642","FBtr0344937|FBtr0344936",0,0
6452,2,"FBgn0266654","FBtr0344959|FBtr0344958",0,0
6453,2,"FBgn0266668","FBtr0084977|FBtr0084978",0,0
6454,2,"FBgn0266692","FBtr0345063|FBtr0345062",0,0
6455,2,"FBgn0266694","FBtr0345081|FBtr0345082",0,0
6456,2,"FBgn0266696","FBtr0345090|FBtr0345089",0,0
6457,2,"FBgn0266696","FBtr0345093|FBtr0345094",0,0
6458,2,"FBgn0266702","FBtr0345151|FBtr0345152",0,0
6459,2,"FBgn0266707","FBtr0346738|FBtr0345172",0,0
6460,2,"FBgn0266711","FBtr0086540|FBtr0086541",0,0
6461,3,"FBgn0266717","FBtr0331684|FBtr0082239|FBtr0331683",0,0
6462,2,"FBgn0266734","FBtr0345232|FBtr0345233",0,0
6463,2,"FBgn0266742","FBtr0345244|FBtr0345243",0,0
6464,2,"FBgn0266744","FBtr0345247|FBtr0345246",0,0
6465,2,"FBgn0266747","FBtr0345282|FBtr0345281",0,0
6466,2,"FBgn0266750","FBtr0347220|FBtr0345310",0,0
6467,2,"FBgn0266753","FBtr0345330|FBtr0345329",0,0
6468,2,"FBgn0266756","FBtr0334291|FBtr0334285",0,0
6469,2,"FBgn0266756","FBtr0334287|FBtr0334286",0,0
6470,2,"FBgn0266756","FBtr0334288|FBtr0334289",0,0
6471,5,"FBgn0266757","FBtr0273287|FBtr0273285|FBtr0273291|FBtr0273290|FBtr0273289",0,0
6472,2,"FBgn0266757","FBtr0273286|FBtr0273288",0,0
6473,2,"FBgn0266783","FBtr0345408|FBtr0345409",0,0
6474,2,"FBgn0266801","FBtr0346728|FBtr0345459",0,0
6475,2,"FBgn0266801","FBtr0346729|FBtr0345460",0,0
6476,3,"FBgn0266808","FBtr0345792|FBtr0345480|FBtr0345793",0,0
6477,2,"FBgn0266819","FBtr0345573|FBtr0345574",0,0
6478,2,"FBgn0266821","FBtr0345548|FBtr0345547",0,0
6479,2,"FBgn0266827","FBtr0345554|FBtr0345555",0,0
6480,4,"FBgn0266848","FBtr0305147|FBtr0309240|FBtr0339498|FBtr0077368",0,0
6481,2,"FBgn0266858","FBtr0345660|FBtr0345659",0,0
6482,2,"FBgn0266869","FBtr0345723|FBtr0345722",0,0
6483,2,"FBgn0266901","FBtr0346909|FBtr0345766",0,0
6484,2,"FBgn0266916","FBtr0339328|FBtr0089973",0,0
6485,2,"FBgn0266959","FBtr0345856|FBtr0345855",0,0
6486,2,"FBgn0266962","FBtr0345862|FBtr0346078",0,0
6487,2,"FBgn0266973","FBtr0345875|FBtr0346079",0,0
6488,2,"FBgn0266986","FBtr0345889|FBtr0345890",0,0
6489,2,"FBgn0267001","FBtr0310078|FBtr0308221",0,0
6490,2,"FBgn0267001","FBtr0308222|FBtr0308223",0,0
6491,2,"FBgn0267002","FBtr0113089|FBtr0304680",0,0
6492,2,"FBgn0267002","FBtr0346959|FBtr0330003",0,0
6493,2,"FBgn0267021","FBtr0345966|FBtr0345965",0,0
6494,2,"FBgn0267022","FBtr0345969|FBtr0345968",0,0
6495,3,"FBgn0267029","FBtr0345995|FBtr0345997|FBtr0345996",0,0
6496,2,"FBgn0267079","FBtr0445212|FBtr0346070",0,0
6497,2,"FBgn0267104","FBtr0346197|FBtr0346198",0,0
6498,2,"FBgn0267131","FBtr0346228|FBtr0346227",0,0
6499,2,"FBgn0267165","FBtr0346287|FBtr0346286",0,0
6500,2,"FBgn0267175","FBtr0346301|FBtr0346300",0,0
6501,2,"FBgn0267181","FBtr0346309|FBtr0346310",0,0
6502,2,"FBgn0267189","FBtr0346333|FBtr0346332",0,0
6503,2,"FBgn0267201","FBtr0346353|FBtr0346354",0,0
6504,2,"FBgn0267203","FBtr0346359|FBtr0346358",0,0
6505,2,"FBgn0267219","FBtr0346387|FBtr0346388",0,0
6506,2,"FBgn0267226","FBtr0346398|FBtr0346399",0,0
