transcript_id,input_gene_id,output_gene_id
FBtr0346610,FBtr0346610,XLOC_002566
FBtr0080224,FBtr0080224,XLOC_002567
FBtr0343627,FBtr0343627,XLOC_002567
FBtr0080222,FBtr0080222,XLOC_002568
FBtr0306386,FBtr0306386,XLOC_002569
FBtr0343617,FBtr0343617,XLOC_002569
FBtr0300115,FBtr0300115,XLOC_002569
FBtr0343615,FBtr0343615,XLOC_002569
FBtr0310280,FBtr0310280,XLOC_002569
FBtr0310279,FBtr0310279,XLOC_002569
FBtr0310281,FBtr0310281,XLOC_002569
FBtr0343616,FBtr0343616,XLOC_002569
FBtr0300536,FBtr0300536,XLOC_002569
FBtr0343618,FBtr0343618,XLOC_002570
FBtr0080216,FBtr0080216,XLOC_002570
FBtr0343614,FBtr0343614,XLOC_000918
FBtr0080202,FBtr0080202,XLOC_000918
FBtr0332563,FBtr0332563,XLOC_002571
FBtr0332557,FBtr0332557,XLOC_000919
FBtr0332560,FBtr0332560,XLOC_000919
FBtr0332558,FBtr0332558,XLOC_000919
FBtr0332561,FBtr0332561,XLOC_000919
FBtr0332562,FBtr0332562,XLOC_000919
FBtr0332202,FBtr0332202,XLOC_002572
FBtr0332203,FBtr0332203,XLOC_002572
FBtr0332204,FBtr0332204,XLOC_002572
FBtr0332205,FBtr0332205,XLOC_002572
FBtr0091678,FBtr0091678,XLOC_000920
FBtr0344017,FBtr0344017,XLOC_000920
FBtr0344016,FBtr0344016,XLOC_000920
FBtr0091682,FBtr0091682,XLOC_000921
FBtr0091680,FBtr0091680,XLOC_000921
FBtr0091683,FBtr0091683,XLOC_000921
FBtr0091681,FBtr0091681,XLOC_000921
FBtr0336865,FBtr0336865,XLOC_002573
FBtr0080212,FBtr0080212,XLOC_000922
FBtr0080213,FBtr0080213,XLOC_000923
FBtr0080214,FBtr0080214,XLOC_002574
FBtr0308751,FBtr0308751,XLOC_002575
FBtr0329848,FBtr0329848,XLOC_000924
FBtr0342587,FBtr0342587,XLOC_000925
FBtr0342590,FBtr0342590,XLOC_002576
FBtr0342589,FBtr0342589,XLOC_002577
FBtr0345463,FBtr0345463,XLOC_002578
FBtr0345464,FBtr0345464,XLOC_002578
FBtr0080251,FBtr0080251,XLOC_002578
FBtr0342588,FBtr0342588,XLOC_000926
FBtr0307093,FBtr0307093,XLOC_000927
FBtr0080235,FBtr0080235,XLOC_000927
FBtr0080236,FBtr0080236,XLOC_000927
FBtr0344212,FBtr0344212,XLOC_002579
FBtr0344213,FBtr0344213,XLOC_002579
FBtr0089913,FBtr0089913,XLOC_002580
FBtr0343619,FBtr0343619,XLOC_002580
FBtr0308135,FBtr0308135,XLOC_000928
FBtr0308136,FBtr0308136,XLOC_000928
FBtr0307103,FBtr0307103,XLOC_000928
FBtr0080237,FBtr0080237,XLOC_000928
FBtr0080248,FBtr0080248,XLOC_002581
FBtr0305261,FBtr0305261,XLOC_000929
FBtr0080247,FBtr0080247,XLOC_002582
FBtr0336630,FBtr0336630,XLOC_002582
FBtr0336631,FBtr0336631,XLOC_002582
FBtr0080246,FBtr0080246,XLOC_002582
FBtr0080239,FBtr0080239,XLOC_000930
FBtr0321292,FBtr0321292,XLOC_000931
FBtr0100456,FBtr0100456,XLOC_000931
FBtr0080245,FBtr0080245,XLOC_002583
FBtr0305602,FBtr0305602,XLOC_002584
FBtr0345719,FBtr0345719,XLOC_002585
FBtr0080242,FBtr0080242,XLOC_002585
FBtr0321293,FBtr0321293,XLOC_002585
FBtr0336629,FBtr0336629,XLOC_002586
FBtr0080241,FBtr0080241,XLOC_002586
FBtr0302420,FBtr0302420,XLOC_000932
FBtr0303212,FBtr0303212,XLOC_002587
FBtr0303211,FBtr0303211,XLOC_002587
FBtr0309073,FBtr0309073,XLOC_000933
FBtr0340564,FBtr0340564,XLOC_002588
FBtr0340561,FBtr0340561,XLOC_000934
FBtr0080252,FBtr0080252,XLOC_000935
FBtr0080271,FBtr0080271,XLOC_002589
FBtr0080272,FBtr0080272,XLOC_002589
FBtr0305324,FBtr0305324,XLOC_002589
FBtr0340562,FBtr0340562,XLOC_000936
FBtr0080270,FBtr0080270,XLOC_002590
FBtr0340563,FBtr0340563,XLOC_002591
FBtr0340571,FBtr0340571,XLOC_002592
FBtr0340572,FBtr0340572,XLOC_002592
FBtr0080267,FBtr0080267,XLOC_002592
FBtr0080266,FBtr0080266,XLOC_002593
FBtr0080253,FBtr0080253,XLOC_000937
FBtr0340565,FBtr0340565,XLOC_000937
FBtr0305896,FBtr0305896,XLOC_000938
FBtr0340570,FBtr0340570,XLOC_002594
FBtr0340569,FBtr0340569,XLOC_002595
FBtr0340566,FBtr0340566,XLOC_000939
FBtr0340567,FBtr0340567,XLOC_000940
FBtr0340568,FBtr0340568,XLOC_000941
FBtr0080254,FBtr0080254,XLOC_000942
FBtr0335469,FBtr0335469,XLOC_000943
FBtr0335470,FBtr0335470,XLOC_000944
FBtr0080255,FBtr0080255,XLOC_000945
FBtr0335471,FBtr0335471,XLOC_000945
FBtr0335477,FBtr0335477,XLOC_002596
FBtr0300308,FBtr0300308,XLOC_002597
FBtr0300307,FBtr0300307,XLOC_002598
FBtr0300306,FBtr0300306,XLOC_002599
FBtr0335472,FBtr0335472,XLOC_000946
FBtr0300370,FBtr0300370,XLOC_000946
FBtr0300384,FBtr0300384,XLOC_000947
FBtr0300385,FBtr0300385,XLOC_000947
FBtr0080265,FBtr0080265,XLOC_002600
FBtr0080264,FBtr0080264,XLOC_002601
FBtr0080260,FBtr0080260,XLOC_002602
FBtr0335473,FBtr0335473,XLOC_002602
FBtr0335474,FBtr0335474,XLOC_002602
FBtr0335475,FBtr0335475,XLOC_002602
FBtr0335476,FBtr0335476,XLOC_002602
FBtr0080262,FBtr0080262,XLOC_002602
FBtr0080263,FBtr0080263,XLOC_002602
FBtr0305262,FBtr0305262,XLOC_002602
FBtr0080261,FBtr0080261,XLOC_002602
FBtr0114312,FBtr0114312,XLOC_002603
FBtr0333425,FBtr0333425,XLOC_002604
FBtr0080259,FBtr0080259,XLOC_002604
FBtr0334137,FBtr0334137,XLOC_002605
FBtr0334140,FBtr0334140,XLOC_002605
FBtr0334138,FBtr0334138,XLOC_002605
FBtr0334142,FBtr0334142,XLOC_002605
FBtr0344148,FBtr0344148,XLOC_002605
FBtr0334135,FBtr0334135,XLOC_002605
FBtr0334141,FBtr0334141,XLOC_002605
FBtr0334139,FBtr0334139,XLOC_002605
FBtr0334136,FBtr0334136,XLOC_002605
FBtr0080325,FBtr0080325,XLOC_002606
FBtr0344123,FBtr0344123,XLOC_000948
FBtr0344124,FBtr0344124,XLOC_000948
FBtr0344125,FBtr0344125,XLOC_000949
FBtr0344126,FBtr0344126,XLOC_000950
FBtr0344130,FBtr0344130,XLOC_002607
FBtr0301936,FBtr0301936,XLOC_000951
FBtr0300309,FBtr0300309,XLOC_000952
FBtr0333424,FBtr0333424,XLOC_002608
FBtr0300310,FBtr0300310,XLOC_000953
FBtr0344128,FBtr0344128,XLOC_002609
FBtr0344129,FBtr0344129,XLOC_002609
FBtr0080273,FBtr0080273,XLOC_000954
FBtr0333421,FBtr0333421,XLOC_000954
FBtr0334143,FBtr0334143,XLOC_002610
FBtr0344447,FBtr0344447,XLOC_002610
FBtr0344127,FBtr0344127,XLOC_000955
FBtr0080274,FBtr0080274,XLOC_000955
FBtr0300437,FBtr0300437,XLOC_000955
FBtr0346518,FBtr0346518,XLOC_000955
FBtr0080275,FBtr0080275,XLOC_000956
FBtr0080276,FBtr0080276,XLOC_000957
FBtr0303221,FBtr0303221,XLOC_000957
FBtr0303220,FBtr0303220,XLOC_000957
FBtr0303281,FBtr0303281,XLOC_000958
FBtr0080278,FBtr0080278,XLOC_000959
FBtr0080279,FBtr0080279,XLOC_000960
FBtr0080280,FBtr0080280,XLOC_000961
FBtr0080281,FBtr0080281,XLOC_000962
FBtr0342578,FBtr0342578,XLOC_000962
FBtr0342579,FBtr0342579,XLOC_000963
FBtr0080282,FBtr0080282,XLOC_000963
FBtr0306899,FBtr0306899,XLOC_002611
FBtr0304300,FBtr0304300,XLOC_002611
FBtr0306897,FBtr0306897,XLOC_002611
FBtr0306898,FBtr0306898,XLOC_002611
FBtr0310149,FBtr0310149,XLOC_000964
FBtr0089572,FBtr0089572,XLOC_002612
FBtr0089573,FBtr0089573,XLOC_002612
FBtr0301171,FBtr0301171,XLOC_002612
FBtr0112354,FBtr0112354,XLOC_000965
FBtr0310150,FBtr0310150,XLOC_000965
FBtr0080316,FBtr0080316,XLOC_002613
FBtr0080285,FBtr0080285,XLOC_000966
FBtr0342580,FBtr0342580,XLOC_000966
FBtr0342581,FBtr0342581,XLOC_000966
FBtr0080286,FBtr0080286,XLOC_000966
FBtr0080287,FBtr0080287,XLOC_000967
FBtr0080315,FBtr0080315,XLOC_002614
FBtr0080288,FBtr0080288,XLOC_000968
FBtr0339524,FBtr0339524,XLOC_000968
FBtr0080289,FBtr0080289,XLOC_000969
FBtr0345286,FBtr0345286,XLOC_000969
FBtr0321267,FBtr0321267,XLOC_002615
FBtr0080290,FBtr0080290,XLOC_000970
FBtr0080313,FBtr0080313,XLOC_002616
FBtr0342591,FBtr0342591,XLOC_000971
FBtr0080291,FBtr0080291,XLOC_000971
FBtr0342592,FBtr0342592,XLOC_000972
FBtr0080312,FBtr0080312,XLOC_002617
FBtr0342597,FBtr0342597,XLOC_002618
FBtr0080292,FBtr0080292,XLOC_000973
FBtr0289986,FBtr0289986,XLOC_000974
FBtr0080310,FBtr0080310,XLOC_002619
FBtr0080309,FBtr0080309,XLOC_002619
FBtr0080311,FBtr0080311,XLOC_002619
FBtr0080308,FBtr0080308,XLOC_002620
FBtr0347299,FBtr0347299,XLOC_000975
FBtr0342596,FBtr0342596,XLOC_002621
FBtr0342595,FBtr0342595,XLOC_002621
FBtr0080307,FBtr0080307,XLOC_002621
FBtr0080306,FBtr0080306,XLOC_002622
FBtr0342593,FBtr0342593,XLOC_000976
FBtr0342594,FBtr0342594,XLOC_002623
FBtr0080305,FBtr0080305,XLOC_002623
FBtr0080294,FBtr0080294,XLOC_000977
FBtr0080295,FBtr0080295,XLOC_000977
FBtr0305089,FBtr0305089,XLOC_002624
FBtr0342608,FBtr0342608,XLOC_002624
FBtr0089656,FBtr0089656,XLOC_002624
FBtr0089655,FBtr0089655,XLOC_002624
FBtr0346427,FBtr0346427,XLOC_002624
FBtr0346426,FBtr0346426,XLOC_000978
FBtr0080296,FBtr0080296,XLOC_000978
FBtr0112355,FBtr0112355,XLOC_000978
FBtr0113037,FBtr0113037,XLOC_000978
FBtr0342598,FBtr0342598,XLOC_000978
FBtr0080301,FBtr0080301,XLOC_002625
FBtr0080302,FBtr0080302,XLOC_002625
FBtr0305265,FBtr0305265,XLOC_002626
FBtr0302029,FBtr0302029,XLOC_002626
FBtr0342607,FBtr0342607,XLOC_002626
FBtr0080297,FBtr0080297,XLOC_000979
FBtr0342599,FBtr0342599,XLOC_000980
FBtr0342606,FBtr0342606,XLOC_002627
FBtr0080299,FBtr0080299,XLOC_002628
FBtr0080298,FBtr0080298,XLOC_002628
FBtr0342600,FBtr0342600,XLOC_000981
FBtr0342601,FBtr0342601,XLOC_000982
FBtr0342602,FBtr0342602,XLOC_000983
FBtr0342605,FBtr0342605,XLOC_002629
FBtr0080326,FBtr0080326,XLOC_000983
FBtr0080364,FBtr0080364,XLOC_002630
FBtr0110911,FBtr0110911,XLOC_000984
FBtr0342603,FBtr0342603,XLOC_000984
FBtr0080330,FBtr0080330,XLOC_000985
FBtr0080362,FBtr0080362,XLOC_002631
FBtr0080331,FBtr0080331,XLOC_000986
FBtr0080332,FBtr0080332,XLOC_000986
FBtr0346436,FBtr0346436,XLOC_000986
FBtr0080333,FBtr0080333,XLOC_000986
FBtr0346437,FBtr0346437,XLOC_002632
FBtr0080361,FBtr0080361,XLOC_002632
FBtr0345717,FBtr0345717,XLOC_000987
FBtr0080334,FBtr0080334,XLOC_000987
FBtr0302854,FBtr0302854,XLOC_000988
FBtr0345718,FBtr0345718,XLOC_000988
FBtr0080336,FBtr0080336,XLOC_000989
FBtr0080360,FBtr0080360,XLOC_002633
FBtr0342604,FBtr0342604,XLOC_002633
FBtr0080337,FBtr0080337,XLOC_000990
FBtr0301019,FBtr0301019,XLOC_000991
FBtr0331996,FBtr0331996,XLOC_000991
FBtr0331997,FBtr0331997,XLOC_000991
FBtr0302986,FBtr0302986,XLOC_000992
FBtr0302984,FBtr0302984,XLOC_000993
FBtr0302985,FBtr0302985,XLOC_000993
FBtr0080341,FBtr0080341,XLOC_000994
FBtr0080358,FBtr0080358,XLOC_002634
FBtr0080342,FBtr0080342,XLOC_000995
FBtr0307106,FBtr0307106,XLOC_002635
FBtr0331998,FBtr0331998,XLOC_000996
FBtr0331999,FBtr0331999,XLOC_002636
FBtr0273342,FBtr0273342,XLOC_002636
FBtr0331648,FBtr0331648,XLOC_000996
FBtr0331646,FBtr0331646,XLOC_000996
FBtr0080344,FBtr0080344,XLOC_000996
FBtr0290240,FBtr0290240,XLOC_000997
FBtr0290239,FBtr0290239,XLOC_000997
FBtr0331645,FBtr0331645,XLOC_000996
FBtr0331647,FBtr0331647,XLOC_000996
FBtr0300567,FBtr0300567,XLOC_000996
FBtr0080345,FBtr0080345,XLOC_000996
FBtr0331644,FBtr0331644,XLOC_000996
FBtr0080347,FBtr0080347,XLOC_000996
FBtr0345546,FBtr0345546,XLOC_002637
FBtr0345547,FBtr0345547,XLOC_002638
FBtr0345548,FBtr0345548,XLOC_002638
FBtr0080350,FBtr0080350,XLOC_000998
FBtr0332235,FBtr0332235,XLOC_002639
FBtr0304856,FBtr0304856,XLOC_000999
FBtr0304859,FBtr0304859,XLOC_000999
FBtr0304862,FBtr0304862,XLOC_000999
FBtr0332232,FBtr0332232,XLOC_000999
FBtr0304858,FBtr0304858,XLOC_000999
FBtr0304860,FBtr0304860,XLOC_000999
FBtr0332233,FBtr0332233,XLOC_000999
FBtr0332234,FBtr0332234,XLOC_000999
FBtr0080354,FBtr0080354,XLOC_001000
FBtr0304861,FBtr0304861,XLOC_000999
FBtr0304863,FBtr0304863,XLOC_000999
FBtr0304864,FBtr0304864,XLOC_000999
FBtr0080365,FBtr0080365,XLOC_001001
FBtr0100125,FBtr0100125,XLOC_002640
FBtr0305263,FBtr0305263,XLOC_002640
FBtr0080390,FBtr0080390,XLOC_002640
FBtr0080389,FBtr0080389,XLOC_002640
FBtr0334761,FBtr0334761,XLOC_002640
FBtr0080391,FBtr0080391,XLOC_002640
FBtr0334762,FBtr0334762,XLOC_002640
FBtr0080366,FBtr0080366,XLOC_001002
FBtr0333094,FBtr0333094,XLOC_002641
FBtr0080388,FBtr0080388,XLOC_002641
FBtr0333093,FBtr0333093,XLOC_002641
FBtr0080367,FBtr0080367,XLOC_001003
FBtr0080387,FBtr0080387,XLOC_002642
FBtr0345613,FBtr0345613,XLOC_002642
FBtr0302910,FBtr0302910,XLOC_002643
FBtr0306252,FBtr0306252,XLOC_002643
FBtr0089899,FBtr0089899,XLOC_002643
FBtr0089898,FBtr0089898,XLOC_002643
FBtr0309767,FBtr0309767,XLOC_002644
FBtr0309768,FBtr0309768,XLOC_002645
FBtr0080369,FBtr0080369,XLOC_001004
FBtr0333089,FBtr0333089,XLOC_001004
FBtr0344859,FBtr0344859,XLOC_001004
FBtr0333090,FBtr0333090,XLOC_001004
FBtr0333092,FBtr0333092,XLOC_002646
FBtr0080384,FBtr0080384,XLOC_002646
FBtr0333091,FBtr0333091,XLOC_002647
FBtr0080383,FBtr0080383,XLOC_002647
FBtr0080370,FBtr0080370,XLOC_001005
FBtr0080382,FBtr0080382,XLOC_002648
FBtr0329828,FBtr0329828,XLOC_001006
FBtr0299652,FBtr0299652,XLOC_002649
FBtr0339528,FBtr0339528,XLOC_002649
FBtr0300523,FBtr0300523,XLOC_002649
FBtr0299656,FBtr0299656,XLOC_002649
FBtr0300524,FBtr0300524,XLOC_002649
FBtr0300522,FBtr0300522,XLOC_002649
FBtr0346622,FBtr0346622,XLOC_002649
FBtr0299658,FBtr0299658,XLOC_002649
FBtr0300521,FBtr0300521,XLOC_002649
FBtr0299657,FBtr0299657,XLOC_002649
FBtr0304238,FBtr0304238,XLOC_002650
FBtr0080381,FBtr0080381,XLOC_002651
FBtr0334410,FBtr0334410,XLOC_001007
FBtr0309757,FBtr0309757,XLOC_001007
FBtr0303215,FBtr0303215,XLOC_001008
FBtr0342630,FBtr0342630,XLOC_002652
FBtr0342629,FBtr0342629,XLOC_002653
FBtr0342626,FBtr0342626,XLOC_001009
FBtr0342627,FBtr0342627,XLOC_001009
FBtr0112642,FBtr0112642,XLOC_001010
FBtr0080376,FBtr0080376,XLOC_002654
FBtr0308800,FBtr0308800,XLOC_002654
FBtr0308801,FBtr0308801,XLOC_002654
FBtr0112643,FBtr0112643,XLOC_001010
FBtr0342628,FBtr0342628,XLOC_001010
FBtr0340540,FBtr0340540,XLOC_001011
FBtr0340539,FBtr0340539,XLOC_001011
FBtr0080392,FBtr0080392,XLOC_001011
FBtr0340546,FBtr0340546,XLOC_002655
FBtr0080412,FBtr0080412,XLOC_002655
FBtr0080393,FBtr0080393,XLOC_001011
FBtr0080411,FBtr0080411,XLOC_002656
FBtr0080394,FBtr0080394,XLOC_001012
FBtr0340541,FBtr0340541,XLOC_001012
FBtr0300273,FBtr0300273,XLOC_002657
FBtr0080395,FBtr0080395,XLOC_001013
FBtr0340543,FBtr0340543,XLOC_001013
FBtr0080396,FBtr0080396,XLOC_001013
FBtr0340544,FBtr0340544,XLOC_001013
FBtr0340542,FBtr0340542,XLOC_001013
FBtr0080409,FBtr0080409,XLOC_002658
FBtr0080408,FBtr0080408,XLOC_002659
FBtr0340545,FBtr0340545,XLOC_002659
FBtr0329925,FBtr0329925,XLOC_002660
FBtr0080407,FBtr0080407,XLOC_002660
FBtr0080397,FBtr0080397,XLOC_001014
FBtr0329924,FBtr0329924,XLOC_001014
FBtr0080406,FBtr0080406,XLOC_002661
FBtr0080398,FBtr0080398,XLOC_001015
FBtr0080405,FBtr0080405,XLOC_002662
FBtr0332410,FBtr0332410,XLOC_002662
FBtr0089908,FBtr0089908,XLOC_002663
FBtr0301163,FBtr0301163,XLOC_002663
FBtr0090015,FBtr0090015,XLOC_001016
FBtr0090019,FBtr0090019,XLOC_001016
FBtr0090022,FBtr0090022,XLOC_001016
FBtr0090023,FBtr0090023,XLOC_001016
FBtr0090025,FBtr0090025,XLOC_001016
FBtr0090026,FBtr0090026,XLOC_001016
FBtr0090027,FBtr0090027,XLOC_001016
FBtr0090028,FBtr0090028,XLOC_001016
FBtr0347485,FBtr0347485,XLOC_001016
FBtr0090013,FBtr0090013,XLOC_001016
FBtr0090014,FBtr0090014,XLOC_001016
FBtr0090016,FBtr0090016,XLOC_001016
FBtr0090017,FBtr0090017,XLOC_001016
FBtr0090018,FBtr0090018,XLOC_001016
FBtr0090020,FBtr0090020,XLOC_001016
FBtr0090021,FBtr0090021,XLOC_001016
FBtr0090024,FBtr0090024,XLOC_001016
FBtr0090029,FBtr0090029,XLOC_001016
FBtr0080402,FBtr0080402,XLOC_002664
FBtr0347486,FBtr0347486,XLOC_002665
FBtr0452183,FBtr0452183,XLOC_002666
FBtr0332211,FBtr0332211,XLOC_002667
FBtr0332210,FBtr0332210,XLOC_002668
FBtr0346702,FBtr0346702,XLOC_002668
FBtr0344033,FBtr0344033,XLOC_001017
FBtr0344034,FBtr0344034,XLOC_001017
FBtr0344035,FBtr0344035,XLOC_001018
FBtr0080413,FBtr0080413,XLOC_001019
FBtr0100494,FBtr0100494,XLOC_001019
FBtr0080414,FBtr0080414,XLOC_001020
FBtr0080415,FBtr0080415,XLOC_001021
FBtr0305490,FBtr0305490,XLOC_001021
FBtr0305491,FBtr0305491,XLOC_001021
FBtr0333225,FBtr0333225,XLOC_001021
FBtr0344132,FBtr0344132,XLOC_001021
FBtr0310556,FBtr0310556,XLOC_001022
FBtr0336839,FBtr0336839,XLOC_001023
FBtr0273445,FBtr0273445,XLOC_001024
FBtr0336614,FBtr0336614,XLOC_001025
FBtr0080418,FBtr0080418,XLOC_001025
FBtr0080419,FBtr0080419,XLOC_001025
FBtr0080420,FBtr0080420,XLOC_001025
FBtr0305551,FBtr0305551,XLOC_001025
FBtr0336613,FBtr0336613,XLOC_001025
FBtr0080421,FBtr0080421,XLOC_001026
FBtr0080430,FBtr0080430,XLOC_002669
FBtr0080429,FBtr0080429,XLOC_002670
FBtr0336618,FBtr0336618,XLOC_002670
FBtr0080422,FBtr0080422,XLOC_001027
FBtr0336615,FBtr0336615,XLOC_001027
FBtr0080428,FBtr0080428,XLOC_002671
FBtr0301247,FBtr0301247,XLOC_002671
FBtr0080427,FBtr0080427,XLOC_002672
FBtr0310277,FBtr0310277,XLOC_002673
FBtr0336617,FBtr0336617,XLOC_002673
FBtr0089956,FBtr0089956,XLOC_002673
FBtr0336616,FBtr0336616,XLOC_002673
FBtr0336854,FBtr0336854,XLOC_001028
FBtr0345953,FBtr0345953,XLOC_001029
FBtr0345973,FBtr0345973,XLOC_001030
FBtr0336855,FBtr0336855,XLOC_001031
FBtr0301366,FBtr0301366,XLOC_001031
FBtr0336857,FBtr0336857,XLOC_002674
FBtr0304630,FBtr0304630,XLOC_001032
FBtr0080431,FBtr0080431,XLOC_001033
FBtr0345616,FBtr0345616,XLOC_002675
FBtr0080496,FBtr0080496,XLOC_002675
FBtr0307212,FBtr0307212,XLOC_002676
FBtr0336856,FBtr0336856,XLOC_001034
FBtr0080432,FBtr0080432,XLOC_001035
FBtr0080433,FBtr0080433,XLOC_001036
FBtr0329989,FBtr0329989,XLOC_002677
FBtr0080494,FBtr0080494,XLOC_002677
FBtr0080493,FBtr0080493,XLOC_002677
FBtr0080434,FBtr0080434,XLOC_001037
FBtr0333236,FBtr0333236,XLOC_002678
FBtr0080491,FBtr0080491,XLOC_002678
FBtr0080492,FBtr0080492,XLOC_002678
FBtr0289981,FBtr0289981,XLOC_002678
FBtr0347587,FBtr0347587,XLOC_001038
FBtr0333234,FBtr0333234,XLOC_001039
FBtr0080435,FBtr0080435,XLOC_001040
FBtr0080436,FBtr0080436,XLOC_001041
FBtr0080490,FBtr0080490,XLOC_002679
FBtr0080437,FBtr0080437,XLOC_001041
FBtr0305555,FBtr0305555,XLOC_002680
FBtr0080489,FBtr0080489,XLOC_002680
FBtr0080438,FBtr0080438,XLOC_001042
FBtr0333235,FBtr0333235,XLOC_001042
FBtr0080488,FBtr0080488,XLOC_002681
FBtr0080439,FBtr0080439,XLOC_001043
FBtr0080440,FBtr0080440,XLOC_001043
FBtr0080441,FBtr0080441,XLOC_001043
FBtr0334752,FBtr0334752,XLOC_001043
FBtr0080487,FBtr0080487,XLOC_002682
FBtr0080486,FBtr0080486,XLOC_002683
FBtr0080485,FBtr0080485,XLOC_002684
FBtr0334756,FBtr0334756,XLOC_002684
FBtr0334757,FBtr0334757,XLOC_002684
FBtr0080443,FBtr0080443,XLOC_002689
FBtr0080484,FBtr0080484,XLOC_002685
FBtr0080444,FBtr0080444,XLOC_001045
FBtr0080483,FBtr0080483,XLOC_002686
FBtr0334755,FBtr0334755,XLOC_002686
FBtr0080445,FBtr0080445,XLOC_001046
FBtr0080482,FBtr0080482,XLOC_002687
FBtr0334753,FBtr0334753,XLOC_001047
FBtr0080446,FBtr0080446,XLOC_001047
FBtr0273448,FBtr0273448,XLOC_001048
FBtr0080448,FBtr0080448,XLOC_001049
FBtr0080481,FBtr0080481,XLOC_002688
FBtr0080449,FBtr0080449,XLOC_001050
FBtr0334754,FBtr0334754,XLOC_001051
FBtr0080450,FBtr0080450,XLOC_001051
FBtr0345722,FBtr0345722,XLOC_001052
FBtr0345723,FBtr0345723,XLOC_001052
FBtr0091789,FBtr0091789,XLOC_001044
FBtr0080451,FBtr0080451,XLOC_001053
FBtr0080452,FBtr0080452,XLOC_001054
FBtr0305556,FBtr0305556,XLOC_001055
FBtr0080454,FBtr0080454,XLOC_001056
FBtr0345636,FBtr0345636,XLOC_001056
FBtr0080480,FBtr0080480,XLOC_002690
FBtr0334851,FBtr0334851,XLOC_001057
FBtr0334852,FBtr0334852,XLOC_001057
FBtr0334853,FBtr0334853,XLOC_001057
FBtr0334854,FBtr0334854,XLOC_001057
FBtr0334855,FBtr0334855,XLOC_001057
FBtr0334863,FBtr0334863,XLOC_001057
FBtr0303784,FBtr0303784,XLOC_002691
FBtr0334857,FBtr0334857,XLOC_001057
FBtr0334858,FBtr0334858,XLOC_001057
FBtr0334859,FBtr0334859,XLOC_001057
FBtr0334860,FBtr0334860,XLOC_001057
FBtr0334861,FBtr0334861,XLOC_001057
FBtr0334862,FBtr0334862,XLOC_001057
FBtr0334856,FBtr0334856,XLOC_001057
FBtr0080478,FBtr0080478,XLOC_002692
FBtr0334864,FBtr0334864,XLOC_001058
FBtr0080460,FBtr0080460,XLOC_001059
FBtr0334865,FBtr0334865,XLOC_001059
FBtr0344036,FBtr0344036,XLOC_002693
FBtr0080461,FBtr0080461,XLOC_001060
FBtr0344851,FBtr0344851,XLOC_001060
FBtr0113336,FBtr0113336,XLOC_001061
FBtr0344140,FBtr0344140,XLOC_001060
FBtr0080462,FBtr0080462,XLOC_001060
FBtr0331503,FBtr0331503,XLOC_002694
FBtr0331505,FBtr0331505,XLOC_002694
FBtr0329824,FBtr0329824,XLOC_001062
FBtr0331506,FBtr0331506,XLOC_002695
FBtr0080463,FBtr0080463,XLOC_001062
FBtr0331504,FBtr0331504,XLOC_002694
FBtr0080464,FBtr0080464,XLOC_001063
FBtr0345611,FBtr0345611,XLOC_001063
FBtr0302043,FBtr0302043,XLOC_002696
FBtr0342641,FBtr0342641,XLOC_002696
FBtr0080474,FBtr0080474,XLOC_002697
FBtr0080473,FBtr0080473,XLOC_002698
FBtr0080465,FBtr0080465,XLOC_001064
FBtr0080466,FBtr0080466,XLOC_001065
FBtr0080467,FBtr0080467,XLOC_001066
FBtr0290000,FBtr0290000,XLOC_001066
FBtr0080472,FBtr0080472,XLOC_002699
FBtr0342640,FBtr0342640,XLOC_002699
FBtr0080471,FBtr0080471,XLOC_002700
FBtr0342639,FBtr0342639,XLOC_002700
FBtr0342631,FBtr0342631,XLOC_001067
FBtr0080468,FBtr0080468,XLOC_001067
FBtr0346420,FBtr0346420,XLOC_001067
FBtr0080470,FBtr0080470,XLOC_002701
FBtr0080469,FBtr0080469,XLOC_001068
FBtr0303269,FBtr0303269,XLOC_001069
FBtr0080497,FBtr0080497,XLOC_001069
FBtr0080498,FBtr0080498,XLOC_001069
FBtr0100220,FBtr0100220,XLOC_001069
FBtr0342632,FBtr0342632,XLOC_001069
FBtr0342633,FBtr0342633,XLOC_001069
FBtr0342638,FBtr0342638,XLOC_002702
FBtr0080525,FBtr0080525,XLOC_002703
FBtr0080526,FBtr0080526,XLOC_002703
FBtr0080499,FBtr0080499,XLOC_001070
FBtr0342637,FBtr0342637,XLOC_002704
FBtr0080524,FBtr0080524,XLOC_002704
FBtr0345449,FBtr0345449,XLOC_002704
FBtr0080523,FBtr0080523,XLOC_002705
FBtr0342636,FBtr0342636,XLOC_002705
FBtr0342635,FBtr0342635,XLOC_002706
FBtr0080522,FBtr0080522,XLOC_002706
FBtr0342634,FBtr0342634,XLOC_002707
FBtr0345438,FBtr0345438,XLOC_001071
FBtr0080500,FBtr0080500,XLOC_001071
FBtr0080521,FBtr0080521,XLOC_002708
FBtr0080501,FBtr0080501,XLOC_001072
FBtr0080520,FBtr0080520,XLOC_002709
FBtr0332510,FBtr0332510,XLOC_001073
FBtr0308949,FBtr0308949,XLOC_001073
FBtr0346422,FBtr0346422,XLOC_001073
FBtr0080502,FBtr0080502,XLOC_001074
FBtr0346423,FBtr0346423,XLOC_001074
